component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07869412977611186,0.5461541297761119,1.7174658169060122,False
front,1.4,0.6208040045056413,1.0882640045056413,3.4222138506466706,False
longitudinal_bin_aft_post_chine,1.4,-0.348459284341237,0.11900071565876297,0.374216086977242,False
longitudinal_bin_forward_post_chine,1.4,0.12553201654613766,0.5929920165461376,1.8647547690130115,False
longitudinal_bin_middle_post_chine,1.4,-0.11474436490442863,0.35271563509557136,1.1091686638225515,False
longitudinal_bin_pre_chine,1.4,0.36767924625121323,0.8351392462512133,2.626224044815136,False
post_chine_bem,1.4,-0.07649269577062383,0.39096730422937614,1.2294569315389188,False
pre_chine_bem,1.4,0.36767924625121323,0.8351392462512133,2.626224044815136,False
raw_bem,1.4,0.07869412977611186,0.5461541297761119,1.7174658169060122,False
resolved_station_bem,1.4,0.09972439272997058,0.5671843927299706,1.783598719276637,False
total,1.4,0.13147460128949778,0.5989346012894978,1.8834421424198045,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4297591351794073,0.037700864820592705,0.11855617868110914,False
