time_s,wave_m,surge_m,sway_m,heave_m,roll_rad,pitch_rad,yaw_rad,heave_velocity_mps,pitch_rate_rad_s,cg_accel_mps2,bow_accel_mps2,energy_J,force_heave_N,force_pitch_Nm
0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20755788743416115,0.20829909580389017,0.0,911.870027102469,143.57300112959226
0.05,0.019890437907365468,0.0,0.0,0.0002547551996104146,0.0,-4.670115893073485e-06,0.0,0.010076372615398035,-0.0002824933059783317,0.19391314081859695,0.14686988848198435,0.22386436911513694,902.9385680838366,-37.57860655845823
0.1,0.019562952014676113,0.0,0.0,0.0009924198189721319,0.0,-3.73052968759922e-05,0.0,0.019241530826291875,-0.001107588252606195,0.1712923508975862,0.08196297865852695,0.8412726484712284,884.1143251612349,-218.3184951692253
0.15000000000000002,0.019021130325903073,0.0,0.0,0.002156703268569643,0.0,-0.000123205441848215,0.0,0.02707671811852165,-0.0023986681109527306,0.1409470940917114,0.016532992293831983,1.7676654832708474,855.6035406793497,-396.6664406608361
0.2,0.018270909152852018,0.0,0.0,0.0036720593492605485,0.0,-0.0002833672061171156,0.0,0.033232686969316305,-0.0040610144101747925,0.10439524021667412,-0.04659592627556314,2.920303248883026,817.7185847592301,-570.6684256207775
0.25,0.017320508075688773,0.0,0.0,0.005447466539672405,0.0,-0.000533701165657641,0.0,0.037441317395911854,-0.005986751018115305,0.06335202488401469,-0.10482601300679308,4.224472386939133,770.8745329058736,-738.4180478895723
0.30000000000000004,0.016180339887498948,0.0,0.0,0.007380700659306337,0.0,-0.0008845024601397354,0.0,0.03952365179656884,-0.008060002906520857,0.01965613215437749,-0.15586868127531983,5.617486488614091,715.5846183541333,-898.0774075017783
0.35000000000000003,0.014862896509547885,0.0,0.0,0.009362915732966331,0.0,-0.0013401802867273047,0.0,0.03939417228192571,-0.010162056913999046,-0.02480618398493715,-0.19781205165277785,7.05041005436485,652.4546089779968,-1047.8972431026152
0.4,0.013382612127177165,0.0,0.0,0.011283343976891411,0.0,-0.001899241302239182,0.0,0.03706129749700204,-0.01217632590802112,-0.06817595603610033,-0.22917170044508112,8.48778248478968,582.1761703709928,-1186.2360972214237
0.45,0.011755705045849463,0.0,0.0,0.01303392846470159,0.0,-0.0025545125741266617,0.0,0.032624221328414575,-0.013992938616692322,-0.10869251323832628,-0.2489237788340325,9.905873634535295,505.5192878132083,-1311.5783004232126
