omega_rad_s,amplitude_m,phase_rad,wavenumber_per_m
0.6283185307179586,2.1909137034293648e-35,0.9311925801443895,0.04024303527457434
0.7263540461491295,8.52017172130234e-21,2.0859519868389333,0.05378085630552617
0.8243895615803003,1.7724003653876292e-13,3.1582668699901926,0.06927809880148417
0.9224250770114713,1.660172077768679e-09,2.057552938785678,0.08673476276244839
1.020460592442642,3.2222386770187065e-07,1.0601236813249468,0.10615084818841874
1.118496107873813,7.723774279917073e-06,4.186003101164115,0.12752635507939533
1.2165316233049839,5.611772469044215e-05,1.0653790708665754,0.15086128343537808
1.3145671387361546,0.00019979468985348788,3.051610076251261,0.176155633256367
1.4126026541673253,0.0004568299276403221,3.2588509515764152,0.2034094045423621
1.5106381695984963,0.0007865848323151591,4.296330413449938,0.2326225972933634
1.6086736850296672,0.0011258364694288015,1.1476756937367407,0.2637952115093709
1.706709200460838,0.001440004965130621,3.706831346702784,0.29692724719038455
1.804744715892009,0.0017779920482357018,5.797945001963035,0.33201870433640446
1.9027802313231796,0.0022904072235441094,4.110404581097515,0.3690695829474305
2.0008157467543506,0.003013141664543154,1.4012369579598545,0.40807988302346276
2.098851262185521,0.0034005236457488926,3.4048932838581574,0.44904960456450105
2.196886777616692,0.0030998902170377945,1.4107095317386429,0.49197874757054566
2.294922293047863,0.0025320104508476447,4.131824371366534,0.5368673120415965
2.392957808479034,0.002059617853505877,4.416674104832838,0.5837152979776535
2.490993323910205,0.0017709916464713994,1.068721517521439,0.6325227053787167
2.589028839341376,0.0016056792377334562,4.316424983941157,0.6832895342447861
2.6870643547725463,0.0014959754974992814,2.8970875759374146,0.7360157845758614
2.7850998702037173,0.0014055986599022178,1.2408817324544528,0.7907014563719431
2.8831353856348882,0.0013220394359454624,0.33933647611985457,0.8473465496330311
2.981170901066059,0.0012426982702841128,4.5715615764470305,0.9059510643591252
3.07920641649723,0.001167506446954912,0.8175700941839195,0.9665150005502255
3.1772419319284007,0.001096668808581752,3.504889830957936,1.0290383582063318
3.2752774473595716,0.0010302604227370874,6.147516213569957,1.0935211373274447
3.3733129627907426,0.0009682242520444402,2.083966755686661,1.1599633379135634
3.4713484782219135,0.0009104140623192948,4.368999661959503,1.2283649599646884
3.569383993653084,0.0008566292987581093,2.0555224735541295,1.2987260034808195
3.667419509084255,0.0008066395555059282,0.15217279832151737,1.3710464684619568
3.765455024515426,0.000760201255567294,1.3378534469013295,1.4453263549081006
3.863490539946597,0.0007170687976073802,1.8903362376522792,1.5215656628192502
3.961526055377768,0.0006770018123066812,5.129337052482124,1.5997643921954063
4.059561570808938,0.0006397697027577525,2.9605805249939183,1.6799225430365683
4.157597086240109,0.0006051543045482832,0.09182297580460771,1.7620401153427365
4.25563260167128,0.0005729512579515942,1.9153298561627894,1.8461171091139112
4.353668117102451,0.0005429705107287564,5.22694520669058,1.9321535243500918
4.451703632533622,0.0005150362460088352,3.5128065632626755,2.020149361051279
4.549739147964793,0.0004889864414223283,0.5247624230378547,2.110104619217472
4.647774663395964,0.0004646722029225544,0.367413726341838,2.2020192988486715
4.745810178827134,0.00044195697222467183,2.4032397876518723,2.295893399944876
4.843845694258305,0.0004207156752891362,3.3365120979027756,2.3917269225060878
4.941881209689476,0.00040083385703915066,5.092310887327997,2.4895198665323055
5.039916725120647,0.00038220683186419304,4.140164092424429,2.58927223202353
5.137952240551818,0.00036473886852248,2.6008610432193064,2.69098401897976
5.235987755982989,0.00034834242045760994,5.959460722509809,2.7946552274009964
