x_aft_m,integration_dx_m,waterline_height_source_m,submerged_area_m2,waterplane_width_m
0.0015875,0.003175,0.3412052710239588,0.0,0.0
0.004762499999999999,0.003175,0.3413623365291141,0.0,0.0
0.0079375,0.003175,0.3415194020342691,0.0,0.0
0.011112499999999999,0.003175,0.3416764675394244,0.0,0.0
0.0142875,0.003175,0.3418335330445794,0.0,0.0
0.0174625,0.003175,0.34199059854973446,0.0,0.0
0.0206375,0.003175,0.3421476640548897,0.0,0.0
0.0238125,0.003175,0.34230472956004454,0.0,0.0
0.028575,0.006349999999999999,0.34254032781777743,0.0,0.0
0.034925,0.006349999999999999,0.34285445882808774,0.0,0.0
0.04127499999999999,0.006349999999999999,0.3431685898383978,0.0,0.0
0.047624999999999994,0.006349999999999999,0.3434827208487081,0.0,0.0
0.053974999999999995,0.006349999999999999,0.3437968518590184,0.0,0.0
0.06032499999999999,0.006349999999999999,0.3441109828693285,0.0,0.0
0.06667499999999998,0.006349999999999999,0.3444251138796386,0.0,0.0
0.07302499999999999,0.006349999999999999,0.3447392448899489,0.0,0.0
0.08413749999999999,0.015875,0.34528897415799187,0.0,0.0
0.10001249999999999,0.015875,0.3460743016837675,0.0,0.0
0.11588749999999999,0.015875,0.34685962920954294,0.0,0.0
0.1317625,0.015875,0.3476449567353186,0.0,0.0
0.14763749999999998,0.015875,0.34843028426109424,0.0,0.0
0.1635125,0.015875,0.3492156117868699,0.0,0.0
0.17938749999999998,0.015875,0.3500009393126453,0.0,0.0
0.1952625,0.015875,0.35078626683842073,0.0,0.0
0.21589999999999998,0.0254,0.35180719262192905,0.0,0.0
0.2413,0.0254,0.35306371666317005,0.0,0.0
0.2667,0.0254,0.3543202407044108,0.0,0.0
0.29209999999999997,0.0254,0.3555767647456518,0.0,0.0
0.3175,0.0254,0.3568332887868928,0.0,0.0
0.3429,0.0254,0.3580898128281338,0.0,0.0
0.36829999999999996,0.0254,0.35934633686937456,0.0,0.0
0.3937,0.0254,0.36060286091061555,0.0,0.0
0.42703749999999996,0.04127499999999999,0.36225204871474403,0.0,0.0
0.46831249999999996,0.04127499999999999,0.3642939002817607,0.0,0.0
0.5095875,0.04127499999999999,0.3663357518487771,0.0,0.0
0.5508624999999999,0.04127499999999999,0.36837760341579373,0.0,0.0
0.5921375,0.04127499999999999,0.3704194549828099,8.702798418550365e-05,0.024555285771558875
0.6334124999999999,0.04127499999999999,0.37246130654982657,0.0010746724467324725,0.08628465675088975
0.6746874999999999,0.04127499999999999,0.3745031581168432,0.003162207206470511,0.1480034520560689
0.7159625,0.04127499999999999,0.3765450096838594,0.00634937701657253,0.20971257886885136
0.7604124999999999,0.047625,0.3787439267560313,0.010277370360971214,0.26680763651163386
0.8080375,0.047625,0.3810999093333578,0.014718245282587205,0.31929970851244044
0.8556624999999999,0.047625,0.3834558919106845,0.019954735166453234,0.3717972838735995
0.9032874999999999,0.047625,0.38581187448801124,0.025986945391530823,0.42430004102510516
0.9509124999999999,0.047625,0.38816785706533796,0.03281497328368833,0.4768076829714322
0.9985374999999999,0.047625,0.3905238396426647,0.0404389088705545,0.5293199349880571
1.0461624999999999,0.047625,0.3928798222199912,0.04885883555302684,0.5818365425723085
1.0937875,0.047625,0.3952358047973181,0.05807483070397843,0.634357269616386
1.1414125,0.047625,0.39759178737464484,0.06649348040448874,0.6787435587732762
1.1890375,0.047625,0.39994776995197134,0.0738054714451154,0.7157288807226767
