time_s,wave_m,surge_m,sway_m,heave_m,roll_rad,pitch_rad,yaw_rad,heave_velocity_mps,pitch_rate_rad_s,cg_accel_mps2,bow_accel_mps2,energy_J,force_heave_N,force_pitch_Nm
0.0,0.0,0.0,0.0,0.01,0.0,0.002,0.0,0.0,0.0,-0.15122115702895378,-0.2558419793173157,3.8845254357454087,0.0,0.0
0.05,0.0,0.0,0.0,0.009814470428141122,0.0,0.0019691078897439564,0.0,-0.007340446407711503,-0.0012240402015339885,-0.14154293120979955,-0.24034945151406048,3.8802759239188847,0.0,0.0
0.1,0.0,0.0,0.0,0.009276082868716102,0.0,0.001879033988797976,0.0,-0.01407438769730742,-0.0023619255379167814,-0.12707539682679142,-0.2173970374003984,3.852393081508421,0.0,0.0
0.15000000000000002,0.0,0.0,0.0,0.008420848372941289,0.0,0.0017348547500648564,0.0,-0.019980693190579404,-0.0033835944979534595,-0.10857413177908769,-0.18808339813958144,3.7834770330195564,0.0,0.0
0.2,0.0,0.0,0.0,0.007294838356718042,0.0,0.0015430412990599738,0.0,-0.024879038655810752,-0.004263424610050013,-0.08690971581682021,-0.15367356339721128,3.66447674415215,0.0,0.0
0.25,0.0,0.0,0.0,0.005952015946885907,0.0,0.0013112232250906877,0.0,-0.02863472261322404,-0.004980778632854775,-0.06303005365930107,-0.11554937387108842,3.495168667427973,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.004451874422290653,0.0,0.0010479287181405686,0.0,-0.03116156353711571,-0.005520404024144172,-0.03792155693323053,-0.07515815567044856,3.283355125739567,0.0,0.0
0.35000000000000003,0.0,0.0,0.0,0.0028569791120800487,0.0,0.000762308505441422,0.0,-0.0324228592055449,-0.005872679884612445,-0.012570681400194024,-0.033961398340621674,3.0430093932988687,0.0,0.0
0.4,0.0,0.0,0.0,0.001230508977280036,0.0,0.00046385133379630325,0.0,-0.03243046163321104,-0.006033708809115531,0.012072754680663742,0.006614850914529518,2.7917227447987187,0.0,0.0
0.45,0.0,0.0,0.0,-0.00036611094272623627,0.0,0.00016209871307332454,0.0,-0.031242089499798998,-0.006005254616754395,0.03512918775504933,0.04522630617356092,2.5478749137660435,0.0,0.0
0.5,0.0,0.0,0.0,-0.0018754022860595094,0.0,-0.0001336334537917864,0.0,-0.028957060053791457,-0.005794530367199187,0.055818747096300685,0.08065207119593011,2.327950553282484,0.0,0.0
0.55,0.0,0.0,0.0,-0.0032457779918724267,0.0,-0.00041451906061791793,0.0,-0.025710672710509204,-0.005413844490955446,0.07348561002030665,0.11183039100762626,2.1443654806329326,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,-0.004433177927618404,0.0,-0.0006724649624229292,0.0,-0.021667516827619072,-0.004880116248553021,0.08761660056155969,0.13788758093687775,2.0040619147778456,0.0,0.0
0.65,0.0,0.0,0.0,-0.005402349300672597,0.0,-0.0009003269540704309,0.0,-0.017014002306722776,-0.004214274793403786,0.09785360812336494,0.15815945763356176,1.908000069694522,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,-0.006127740619154998,0.0,-0.001092093129078069,0.0,-0.011950428570048747,-0.003440559150597317,0.10399964919882423,0.17220486575409705,1.851535967728012,0.0,0.0
0.75,0.0,0.0,0.0,-0.006593994235621391,0.0,-0.0012430301804508086,0.0,-0.006682907791128794,-0.0025857388015747954,0.10601864563730098,0.17981117976629268,1.8255514913139717,0.0,0.0
0.8,0.0,0.0,0.0,-0.006796037822081005,0.0,-0.0013497891910384011,0.0,-0.0014154508099136014,-0.0016782768392852076,0.1040292212098768,0.18099192568651395,1.818109329983723,0.0,0.0
0.8500000000000001,0.0,0.0,0.0,-0.0067387902557520035,0.0,-0.0014104686352605354,0.0,0.0036574976273722813,-0.0007474591588363754,0.09829302981153133,0.17597692667203357,1.816352492682384,0.0,0.0
0.9,0.0,0.0,0.0,-0.006436510918929882,0.0,-0.0014246335004864375,0.0,0.008357817460788048,0.00017748580380575927,0.08919830776874907,0.16519560631104133,1.808359487587517,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,-0.005911833361135014,0.0,-0.0013932906772463427,0.0,0.012529547325372615,0.0010682518935094107,0.0772394891765924,0.14925428579798672,1.7846991197832986,0.0,0.0
1.0,0.0,0.0,0.0,-0.005194534112280082,0.0,-0.0013188220093066708,0.0,0.016043620393234613,0.0018982800407895194,0.06299383103322008,0.1289084775587846,1.7394946800706714,0.0,0.0
1.05,0.0,0.0,0.0,-0.0043200947904087185,0.0,-0.0012048775924340034,0.0,0.01880137788678252,0.002643519552469693,0.04709606006706617,0.10503130178699413,1.6708937452190746,0.0,0.0
1.1,0.0,0.0,0.0,-0.003328120838189526,0.0,-0.0010562330659017137,0.0,0.02073678694632499,0.0032831039851492195,0.0302120835129789,0.07857924183536107,1.580932891791994,0.0,0.0
1.1500000000000001,0.0,0.0,0.0,-0.0022606821590872785,0.0,-0.0008786156415521984,0.0,0.021817342191722308,0.0037999223141333945,0.013012784677613779,0.05055648587592429,1.474872390326449,0.0,0.0
1.2000000000000002,0.0,0.0,0.0,-0.0011606411795145506,0.0,-0.0006785045506959384,0.0,0.022043679571872348,0.004181068930203509,-0.0038511199853744956,0.021979109671871958,1.3601433628913586,0.0,0.0
1.25,0.0,0.0,0.0,-7.003093568333578e-05,0.0,-0.0004629122968129719,0.0,0.02144797834805055,0.0044181597295005854,-0.019772276638193108,-0.0061596951383364705,1.2450908046803468,0.0,0.0
1.3,0.0,0.0,0.0,0.0009714591110492538,0.0,-0.00023915362659084885,0.0,0.020091268150756153,0.004507505565432277,-0.03420717238612496,-0.032922226247738974,1.1377072845462837,0.0,0.0
1.35,0.0,0.0,0.0,0.001927838209063951,0.0,-1.4609518266338111e-05,0.0,0.018059793899504482,0.00445013864771846,-0.04669325909593556,-0.05745569659103845,1.0445352282892713,0.0,0.0
1.4000000000000001,0.0,0.0,0.0,0.0027679679747404234,0.0,0.00020350649162972375,0.0,0.015460618262796946,0.004251692096568031,-0.05686224859519777,-0.07901762544047028,0.9698752198039866,0.0,0.0
1.4500000000000002,0.0,0.0,0.0,0.003466481161389954,0.0,0.0004083723577822063,0.0,0.012416662371340984,0.003922137440279228,-0.06444926432994416,-0.09699649632837486,0.9153821002405089,0.0,0.0
1.5,0.0,0.0,0.0,0.004004442863184157,0.0,0.0005937650993920497,0.0,0.009061395442455857,0.0034753893149293493,-0.06929770923680748,-0.11092717781603657,0.8800685598632549,0.0,0.0
1.55,0.0,0.0,0.0,0.004369741870083059,0.0,0.0007542455502774563,0.0,0.005533388278998124,0.0029287909245752915,-0.07135987346485866,-0.12050079186428428,0.8606771757425006,0.0,0.0
1.6,0.0,0.0,0.0,0.004557210673555412,0.0,0.0008853147631948993,0.0,0.0019709390949370484,0.0023024975464910518,-0.07069346476544597,-0.12556891657002028,0.8523340019578498,0.0,0.0
1.6500000000000001,0.0,0.0,0.0,0.004568482704599048,0.0,0.0009835374577198011,0.0,-0.001493031502216361,0.0016187787492953519,-0.0674543877065089,-0.12614220241591706,0.8493658235639613,0.0,0.0
1.7000000000000002,0.0,0.0,0.0,0.004411604770029872,0.0,0.0010466290300682783,0.0,-0.004735640053252164,0.0009012624815682316,-0.06188622165925593,-0.12238366660815364,0.8461515486713659,0.0,0.0
1.75,0.0,0.0,0.0,0.004100430880212041,0.0,0.001073503831366271,0.0,-0.007648102354328341,0.00017414612114017723,-0.05430694965616903,-0.11459709838969304,0.837885868314105,0.0,0.0
1.8,0.0,0.0,0.0,0.0036538304930434484,0.0,0.0010642837144066025,0.0,-0.010139076329552391,-0.0005385995093921678,-0.0450935651362629,-0.10321115566341499,0.8211572166407284,0.0,0.0
1.85,0.0,0.0,0.0,0.0030947495691559758,0.0,0.0010202671524822291,0.0,-0.012137196091649547,-0.0012140069396220747,-0.03466523394149193,-0.08875985754846252,0.7942773838743434,0.0,0.0
1.9000000000000001,0.0,0.0,0.0,0.002449166293047914,0.0,0.0009438605261632352,0.0,-0.013592742633726037,-0.0018308443531728205,-0.02346570712229564,-0.07186026908525245,0.7573407472443154,0.0,0.0
1.9500000000000002,0.0,0.0,0.0,0.0017449854121754204,0.0,0.0008384744128011151,0.0,-0.014478430783130023,-0.0023702795346207408,-0.011945678111570221,-0.05318824328640795,0.7120309016218573,0.0,0.0
2.0,0.0,0.0,0.0,0.001010915051480726,0.0,0.0007083888333245963,0.0,-0.014789326511189277,-0.0028164542456172175,-0.0005457418990933139,-0.03345311356686065,0.6612258757723319,0.0,0.0
2.0500000000000003,0.0,0.0,0.0,0.0002753685080783905,0.0,0.0005585924021095484,0.0,-0.014541939956094421,-0.0031569508686404547,0.010319438299724044,-0.013372234072332397,0.6084762015903751,0.0,0.0
2.1,0.0,0.0,0.0,-0.00043456944641843314,0.0,0.000394601151352619,0.0,-0.013772568236429293,-0.0033831369682948754,0.02027522594167754,0.006353762473186527,0.5574405736854798,0.0,0.0
2.15,0.0,0.0,0.0,-0.0010940766570478916,0.0,0.00022226339877095923,0.0,-0.012534986364884582,-0.003490377742818823,0.028998929031918568,0.025064179016600976,0.5113614665041897,0.0,0.0
2.2,0.0,0.0,0.0,-0.0016813983892943812,0.0,4.755740741290874e-05,0.0,-0.010897603769530759,-0.003478110912893109,0.03622920490009189,0.04215921246972645,0.4726494968051861,0.0,0.0
2.25,0.0,0.0,0.0,-0.0021784992704639923,0.0,-0.00012361122133103887,0.0,-0.008940218566410812,-0.0033497833478992154,0.04177272429814806,0.057118027731527965,0.4426235293550268,0.0,0.0
2.3000000000000003,0.0,0.0,0.0,-0.002571545821409753,0.0,-0.0002856056107048136,0.0,-0.006750509637223648,-0.003112653528209914,0.04550798307592326,0.0695134453063063,0.421427284160939,0.0,0.0
2.35,0.0,0.0,0.0,-0.002851210030075134,0.0,-0.0004332406176782267,0.0,-0.00442040956728166,-0.0027774684868532608,0.047386260137408216,0.07902287149370016,0.4081167221572821,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,-0.003012791516757706,0.0,-0.0005619467990480917,0.0,-0.002042499305147033,-0.002358028169404182,0.047429827074480964,0.0854352406713921,0.40088939453992084,0.0,0.0
2.45,0.0,0.0,0.0,-0.0030561627688608815,0.0,-0.0006679101336436634,0.0,0.00029344327532824534,-0.0018706538185636226,0.04572761234178957,0.0886538859693685,0.3974101074663035,0.0,0.0
2.5,0.0,0.0,0.0,-0.0029855481930380475,0.0,-0.0007481831625172977,0.0,0.0025036200137527015,-0.0013335802146306253,0.042428607542526885,0.08869539337629057,0.3951784581012663,0.0,0.0
2.5500000000000003,0.0,0.0,0.0,-0.002809153414567406,0.0,-0.0008007642988511209,0.0,0.004513010367326096,-0.0007662939219357602,0.037733373258448326,0.08568463091854481,0.3918833781778155,0.0,0.0
2.6,0.0,0.0,0.0,-0.0025386659545670993,0.0,-0.00082464319343282,0.0,0.006257705586703485,-0.00018884129379472542,0.03188405460915499,0.07984626646155965,0.38569705845696206,0.0,0.0
2.6500000000000004,0.0,0.0,0.0,-0.0021886521810590897,0.0,-0.000819811253014613,0.0,0.007686715570201557,0.00037886924657698213,0.02515335256900334,0.0714931966689407,0.3754737264544424,0.0,0.0
2.7,0.0,0.0,0.0,-0.0017758779613437608,0.0,-0.0007872376373878249,0.0,0.00876320787711758,0.0009177463892578514,0.017832912242242534,0.06101239801748212,0.3608353016507317,0.0,0.0
2.75,0.0,0.0,0.0,-0.0013185820137302739,0.0,-0.0007288122510518069,0.0,0.009465161137241083,0.001410153209641145,0.010221589989740694,0.048848781930233925,0.3421433490014167,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,-0.0008357311506019586,0.0,-0.0006472583704657716,0.0,0.009785438093188631,0.0018404811293251616,0.002614040617989001,0.035487680654340756,0.3203724593529991,0.0,0.0
2.85,0.0,0.0,0.0,-0.0003462858610783164,0.0,-0.0005460185537713734,0.0,0.009731304581354372,0.0021956416772167743,-0.004709967294495402,0.021436614940329834,0.29691224549359185,0.0,0.0
