stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0022261126212826587,-0.0008674976350220306,0.0008674976350220306,25896.06675439278,2.481564564675822
source,160,0.0011723921991710858,-0.00029084396145485377,0.00029084396145485377,46989.82136476781,2.477636437380312
source,320,0.0008410868382219818,-3.7073246910950747e-05,3.7073246910950747e-05,110243.74843211714,2.4752668758967236
candidate_factor_1,80,0.0022234162079779723,1.3478827363189618e-05,1.3478827363189618e-05,25840.93455902003,2.477828184754913
candidate_factor_1,160,0.0011644755038977615,0.0005886760283140169,0.0005886760283140169,46974.33539890968,2.4743817050551193
candidate_factor_1,320,0.0008317564971370711,0.0008373600919585161,0.0008373600919585161,110206.38685602091,2.472016600468549
candidate_factor_0.5,80,0.002221748529543128,-0.0004282294372604285,0.0004282294372604285,25868.592270219797,2.4794586773295197
candidate_factor_0.5,160,0.0011651352925800252,0.00014809890783742117,0.00014809890783742117,46982.08012197316,2.4760088087960397
candidate_factor_0.5,320,0.0008329698893094786,0.00039966973623439415,0.00039966973623439415,110225.05914152434,2.4736415251584476
candidate_factor_0.25,80,0.0022231489937063822,-0.0006480136946167696,0.0006480136946167696,25882.320399482083,2.480274144416065
candidate_factor_0.25,160,0.001167940424970434,-7.110818024541522e-05,7.110818024541522e-05,46985.95105351102,2.4768225580740815
candidate_factor_0.25,320,0.0008361599167328671,0.00018191777426810257,0.00018191777426810257,110234.39243320735,2.474454171820667
candidate_factor_0.125,80,0.0022244097680658827,-0.0007576391959886574,0.0007576391959886574,25889.159472137722,2.4806819328120904
candidate_factor_0.125,160,0.0011699640065279144,-0.0001804422107335984,0.0001804422107335984,46987.88616088224,2.477229481753077
candidate_factor_0.125,320,0.0008384030399668095,7.331422292646143e-05,7.331422292646143e-05,110239.0583636281,2.4748605408622084
