scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.5593807328100191,1.9000245984351536,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.5495526894651741,1.956039858654943,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.17301386140005484,0.15258711700945427,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.3250281865112179,0.20482440619006567,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.4915903664621939,2.54624601427713,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.5562725344167303,3.0856338897515103,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.2084638137310909,0.13604395235934397,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.40824425371583856,0.25370763398763174,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.28665332869830007,0.19036353874637038,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.4587241835412585,0.2679784092097857,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.5737729325058709,6.769435798335336,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.5698411102786909,5.452756900968243,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.26201492459840076,0.2968156687792202,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.3038267351299362,0.23172878351772502,0.15,0.2,FAIL
