wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,excitation_model,matrix_status,surge_excitation_abs_per_m,surge_excitation_phase_rad,sway_excitation_abs_per_m,sway_excitation_phase_rad,heave_excitation_abs_per_m,heave_excitation_phase_rad,roll_excitation_abs_per_m,roll_excitation_phase_rad,pitch_excitation_abs_per_m,pitch_excitation_phase_rad,yaw_excitation_abs_per_m,yaw_excitation_phase_rad
1.0,6.283185307179586,6.283185307179586,4.025678249387654,prototype,prototype_froude_krylov,frequency_forward_speed_prototype_not_validated,1719.1083965473995,-1.6418527393677438,0.0,0.0,4303.594582604375,2.971037928081806,0.0,0.0,51664.56567610872,0.8515623425991912,0.0,0.0
4.5,1.3962634015954636,1.3962634015954636,0.1987989258956866,prototype,prototype_froude_krylov,frequency_forward_speed_prototype_not_validated,4331.762106886379,1.4501272341304463,0.0,0.0,135986.71745457294,-0.05625690847344707,0.0,0.0,218716.379902099,-1.4113523279547044,0.0,0.0
8.0,0.7853981633974483,0.7853981633974483,0.06290122264668209,prototype,prototype_froude_krylov,frequency_forward_speed_prototype_not_validated,1529.9925410734393,1.533756139605395,0.0,0.0,156121.16087822616,-0.01616023467352044,0.0,0.0,85407.30320043044,-1.0866859047018196,0.0,0.0
