residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-2.422226145988203,0.0001474713317299,1210.808131676728
0,1,-3.36471267431352,0.0001042842215223,1210.808131676728
0,2,-3.186626758950492,0.0001043029532582,1210.808131676728
0,3,-2.905741651553322,0.0001043341836865,1210.808131676728
0,4,-2.543631913565396,0.0001043779291236,1210.808131676728
0,5,-2.124602197132511,0.0001044342124403,1210.808131676728
0,6,-1.6737740275417483,0.0001045030630884,1210.808131676728
0,7,-1.215585274574021,0.0001045845171373,1210.808131676728
0,8,-0.7732446343763628,0.0001046786173166,1210.808131676728
0,9,-0.367562493447117,0.0001047854130683,1210.808131676728
0,10,-0.0166288693334258,0.0001049049606067,1210.808131676728
0,11,0.2651704351407478,0.0001050373229864,1210.808131676728
0,12,0.4670434428470896,0.0001051825701796,1210.808131676728
0,13,0.5824519405449844,0.0001053407791613,1210.808131676728
0,14,0.6085139222256961,0.000105512034004,1210.808131676728
0,15,0.5463730852592492,0.0001056964259811,1210.808131676728
0,16,0.4001772669735282,0.0001058940536801,1210.808131676728
0,17,0.177263968680939,0.0001061050231251,1210.808131676728
0,18,-0.1131622827690905,0.0001063294479089,1210.808131676728
0,19,-0.4598802902522113,0.0001065674493362,1210.808131676728
0,20,-0.851145864652216,0.0001068191565763,1210.808131676728
0,21,-1.274426310438588,0.0001070847068276,1210.808131676728
0,22,-1.717936974325793,0.0001073642454923,1210.808131676728
0,23,-2.1701472917521003,0.0001076579263643,1210.808131676728
0,24,-2.6212682570943104,0.0001079659118276,1210.808131676728
0,25,-3.0624519277145046,0.0001082883730685,1210.808131676728
0,26,-3.4871996489949515,0.0001086254903002,1210.808131676728
0,27,-3.890222727885545,0.0001089774530019,1210.808131676728
0,28,-4.268786890023535,0.0001093444601713,1210.808131676728
0,29,-4.621242375135545,0.0001097267205924,1210.808131676728
0,30,-4.948364735356715,0.0001101244531193,1210.808131676728
0,31,-5.2515810412479285,0.0001105378869755,1210.808131676728
0,32,-5.5343978279663535,0.0001109672620709,1210.808131676728
0,33,-5.800261793267224,0.0001114128293366,1210.808131676728
0,34,-6.054453539883052,0.0001118748510786,1210.808131676728
0,35,-6.30122804462206,0.0001123536013509,1210.808131676728
0,36,-6.546518578781004,0.0001128493663499,1210.808131676728
0,37,-6.794423052701683,0.0001133624448299,1210.808131676728
0,38,-7.050493600225971,0.000113893148543,1210.808131676728
0,39,-7.317893063324938,0.0001144418027014,1210.808131676728
0,40,-7.601102639790135,0.0001150087464672,1210.808131676728
0,41,-7.901872515017057,0.0001155943334674,1210.808131676728
0,42,-8.223280538387245,0.000116198932339,1210.808131676728
0,43,-8.56551891653201,0.0001168229273032,1210.808131676728
0,44,-8.930253249177879,0.0001174667187719,1210.808131676728
0,45,-9.316256264138636,0.000118130723988,1210.808131676728
