outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.401703948557513,0.4934739757116899,0.0082969200256603,0.00414846001283015,0.0002601839167144424,-0.1106025400321393,0.00010149557436552295,0.028072316858363516,0.028072316858363516,-0.1971844726307404,-0.0240206074335385,0.00012222800400570356,-0.17812959955427887,-0.06213035358646155,0.0001290380978242517,3.012513657766519e-06,-0.1080963729357045
1,4.393714994525298,0.4901765377597813,0.008989898857908,0.012791869454614298,0.0008022829402978397,-0.013603027816367,1.6635121527259778e-06,0.00046010518725558467,0.0285324220456191,-0.132116980369243,0.1049109247365094,4.375289094633868e-05,-0.06213035358646155,0.01769580355263799,9.211277419987633e-06,1.9180587961959416e-05,-0.1775557117535797
2,4.3851937766355,0.4863136788004416,0.0097260714272411,0.022149854597188847,0.0013891988607648048,0.0596986671106343,3.466304605540027e-05,0.009587334405723477,0.03811975645134258,-0.0726447870170703,0.1920421212383389,9.144641176160431e-05,0.01769580355263799,0.10789915159438995,4.4949786608826496e-05,2.476885465520559e-05,-0.1494440709116253
3,4.376151525940441,0.4817807724223886,0.0105068639660839,0.032266322293851346,0.0020236854366248165,0.1144057444421391,0.00013752092101118003,0.0380364453663431,0.07615620181768568,0.0425980503267136,0.186213438557564,0.00015557992593970496,0.10789915159438995,0.1277642620346805,0.00014622608882360297,1.3531945841106315e-05,-0.1076213836894946
4,4.366546900253668,0.4765863111423324,0.0113336522487184,0.04318658040125249,0.00270858429478638,0.1077763445471098,0.00013164876280295952,0.036412285033302974,0.11256848685098865,0.0785920548680694,0.1369606342261506,0.00013486647267638946,0.1277642620346805,0.08644945966058416,0.0001316304242505301,9.39007737046504e-06,-0.1023053777256755
5,4.356342758026479,0.4707209390040404,0.0122077605545197,0.05495728680287154,0.0034468217334015067,0.0480174089245826,2.8147086319777728e-05,0.007785107190613791,0.12035359404160244,0.0346552565004751,0.0613795613486896,2.887363980543772e-05,0.08644945966058416,0.0059286881532511744,3.2640256873319876e-05,1.1741444559253803e-05,-0.1318913215157184
6,4.3455517392590695,0.4640865454456858,0.0131304226509076,0.06762637840558519,0.004241404268658802,-0.0312319088458477,1.2807836136214724e-05,0.003542475980193597,0.12389607002179605,-0.0705117601670288,0.0080479424753336,1.956084191690951e-05,0.0059286881532511744,-0.08987884081250355,3.317835352756512e-05,3.4783495425119395e-05,-0.23325145933880012
7,4.334308735954689,0.4564159430271272,0.0141028997317482,0.08124303959691309,0.005095416656478891,-0.1161164019086409,0.0001901496621078006,0.052592850462395965,0.176488920484192,-0.2252035168634665,-0.0070292869538159,0.00024609115802684995,-0.08987884081250355,-0.16649975084267402,0.00023864540345736157,0.00010418896984733718,-0.3982352857189678
8,4.323003723294992,0.4471887828101786,0.0151259041989037,0.09585744156223905,0.006012005542961533,-0.1148864798012514,0.00019964534595583126,0.055219229468920515,0.23170814995311254,-0.4052645726727837,0.1754916130702799,0.000624781253769305,-0.16649975084267402,-0.13084022626895708,0.00033592715722334217,0.00039179403891446756,-0.6686570637233737
9,4.312669368008129,0.4355342086126413,0.0161977508974203,0.11151926911040105,0.006994287069548296,-0.0287514273555453,1.3389782906249335e-05,0.0037034346646016357,0.23541158461771416,-0.4931654506530938,0.4356625959420031,0.0011779021663273707,-0.13084022626895708,0.06016915820472956,6.947186276981223e-05,0.0007355082606402084,-0.6764456363787472
10,4.305053421426292,0.4207919034507248,0.0173299376544538,0.1282831133863381,0.008045685094216413,0.0884523541631696,0.00013558629474466136,0.037501353645391436,0.2729129382631056,-0.2407830404367441,0.4176877487630821,0.0007617512846912119,0.06016915820472956,0.1790532450752002,0.0002683475870138493,0.00043729829563961714,-0.3495270817827687
11,4.301621056320581,0.4033842702323489,0.0185037856725046,0.1461999750498173,0.009169398286200293,0.1620596135811043,0.0004859708138722241,0.13441302003776864,0.40732595830087426,0.0681606669803134,0.2559585601818952,0.0005403535150442946,0.1790532450752002,0.19930498068012134,0.000662859531741172,5.689501125350304e-05,-0.02027530440099401
12,4.303100326640372,0.3844852862112523,0.0197495051762453,0.16532662047419225,0.010368986929873208,0.1530831901626435,0.0004628190505008227,0.12800955228802008,0.5353355105888943,0.2356832557809012,0.0704831245443848,0.0005077344998420504,0.19930498068012134,0.14550195358402515,0.0005917778456443132,2.779511132114867e-05,0.1878202437992549
13,4.309291790551702,0.3651608186400392,0.0210371127474241,0.18571992943602694,0.011648018422052889,0.0673167683161537,9.53306713974015e-05,0.026367187244545016,0.5617026978334394,0.2583033683436397,-0.1236698317113345,0.00035111308118551394,0.14550195358402515,-0.004769694686711504,0.00014375057856191338,9.431146672757012e-05,0.25674337584120577
14,4.319386378022106,0.3460114003491675,0.0223829581966935,0.20742996490808574,0.013009632621939118,-0.0590394799002811,7.801938625116521e-05,0.021579117568713856,0.5832818154021532,0.1330735441298713,-0.2511525039304332,0.00035338508783618045,-0.004769694686711504,-0.09294893776353814,6.793670303904524e-05,0.000165796800410281,0.33898099053868147
15,4.333048002879814,0.327482149909248,0.0237861070373033,0.23051449752508413,0.014457452799363316,-0.0797491122775757,0.00015127775949171717,0.0418414026879714,0.6251232180901246,0.0878284866082483,-0.2473267111633994,0.0003739335740103354,-0.09294893776353814,-0.053802223914727505,0.00013110144129173672,0.00027867284443725606,0.3832137646720243
16,4.350205135545492,0.3100506663100575,0.0252450380499987,0.2550300700687351,0.015995025215435034,-0.0195123576638613,9.611596391809742e-06,0.0026584388640815623,0.6277816569542062,0.1358870535086249,-0.1749117688363481,0.00021282554407536217,-0.053802223914727505,0.010115834337410812,2.0639964589001223e-05,0.00029553089955764567,0.3481370988680744
17,4.370531990983047,0.2938967808211117,0.0267588943698709,0.28103203627866996,0.017625821556692768,0.0299693711787298,2.4033854432480784e-05,0.006647442326170719,0.6344290992803769,0.1732253300317263,-0.113286587674267,0.0002070849372281692,0.010115834337410812,0.04277048761738418,2.1088719284599684e-05,0.00022748741777901753,0.2919861040259541
18,4.393607693174056,0.2789008734137745,0.0283291496682217,0.3085760582977163,0.01935333285216629,0.052161802527773,7.70794700763544e-05,0.021319149340103555,0.6557482486204804,0.1786995163516871,-0.074375911296141,0.00022827963038102577,0.04277048761738418,0.056736664310504156,7.058697249184301e-05,0.00016851314483883222,0.24261215866664532
19,4.419134634613023,0.264873800859253,0.0299557333630028,0.33771849981332847,0.021181094130496826,0.0576258814504178,9.94752682980268e-05,0.027513527251701697,0.6832617758721822,0.1682362473705043,-0.0529844844696691,0.00022164126980601232,0.056736664310504156,0.050576385386078324,8.633796771429707e-05,0.0001159288576401688,0.1898431100901713
20,4.446913871183499,0.251600753094554,0.0316372869084401,0.36851500994904995,0.023112595604168163,0.0402698750335575,5.1305012386556974e-05,0.014190279459386274,0.6974520553315684,0.1368586256205022,-0.0563188755533874,0.00014969050737705697,0.050576385386078324,0.025705861841496067,4.765494647617187e-05,7.482644853473994e-05,0.1511752065440017
21,4.47681528942066,0.2388665314941898,0.0333744299696472,0.4010208683880936,0.025151304315034036,0.0103641454679577,3.5849314589011877e-06,0.0009915440398155435,0.698443599371384,0.0948563309906143,-0.0741280400546984,8.300416472522794e-05,0.025705861841496067,-0.009546542476226653,5.635002215402587e-06,4.991386695142776e-05,0.1240922674646767
22,4.508778050149498,0.2265154972779274,0.0351656063760044,0.43529088656091935,0.027300657936981554,-0.0242779855873622,2.072733225319431e-05,0.005732902565236402,0.7041765019366205,0.0499642274099783,-0.0985201985847026,8.533717341489804e-05,-0.009546542476226653,-0.03645441908368341,2.072514086936719e-05,4.3372208575779895e-05,0.12466013953298259
23,4.542811217130415,0.2145232092784895,0.0370108128060094,0.4713790961519263,0.029564045239633695,-0.0393602841034077,5.7338334238633724e-05,0.015859015498359025,0.7200355174349795,0.02613994094828,-0.1048605091550951,0.00011026724450102214,-0.03645441908368341,-0.04107085226940833,5.5676027428019484e-05,4.927744817153135e-05,0.1287372135020165
24,4.5789702517073865,0.2029847455319953,0.0389085539864374,0.5093387795481497,0.03194480799803658,-0.0343009538064811,4.57780705453447e-05,0.012661601351063137,0.7326971187860426,0.0238767043469214,-0.0924786119598837,8.96752187431453e-05,-0.04107085226940833,-0.024398850664869253,4.2594496332551955e-05,5.7473444432149804e-05,0.1363985355665202
25,4.617315136712143,0.19203219753713,0.0408580155283708,0.5492220643055539,0.03444621555831809,-0.0080344839817319,2.6375047328977587e-06,0.0007294984933105642,0.7334266172793531,0.0439199236066365,-0.0599888915700999,3.9399646769854795e-05,-0.024398850664869253,0.00883443284242064,6.2349482841369225e-06,6.404057755687103e-05,0.1276180784707765
26,4.657885314740197,0.1817464653071696,0.0428580741940585,0.5910801091667685,0.03707147650438413,0.0205679010542223,1.8130617724690963e-05,0.0050146860962863625,0.7384413033756395,0.0676291869006766,-0.0264933847922321,4.977079993901905e-05,0.00883443284242064,0.025003574176330024,1.3201977204499014e-05,4.401536863541522e-05,0.0890016634985894
27,4.700667254784992,0.1719896147769417,0.0449069966304285,0.634962644579012,0.03982370984003306,0.0197636817338862,1.7540812799602405e-05,0.004851553951409968,0.7432928573270495,0.0625082787063573,-0.0229809152385851,4.489067918482463e-05,0.025003574176330024,0.009845956867921859,1.449456695247719e-05,1.8756818048413092e-05,0.0624532423248267
28,4.74563426218198,0.1625156521788228,0.0470035156012072,0.6809179006948298,0.042705940473292,0.0007738296542183,2.8146284871501255e-08,7.784885520751795e-06,0.7433006422125702,0.0394723270862416,-0.0379246677778046,2.3491889263620148e-05,0.009845956867921859,-0.005565422732416516,1.1456305464637645e-06,1.5137569602725976e-05,0.0673453263129876
29,4.792809709505926,0.1532670060875813,0.0491459819296503,0.7289926494602585,0.04572110185611047,-0.0057352593166621,1.6165685847636812e-06,0.00044712122492483535,0.743747763437495,0.029420658535183,-0.0408911771685075,2.1863706630163007e-05,-0.005565422732416516,-0.004481331208151505,1.2449785000240963e-06,2.090121169005671e-05,0.0750885672241022
30,4.8422502491309904,0.1443534079111223,0.0513324579104657,0.7792318693803165,0.04887201495905764,0.0021475179788498,2.367367474623198e-07,6.547821447708484e-05,0.7438132416519722,0.0341973900555947,-0.0299023540978952,1.781287280665794e-05,-0.004481331208151505,0.011232978264243115,1.6413285465902022e-06,2.732763805078798e-05,0.0827146285657039
31,4.894010492158344,0.1359074998840345,0.0535610467577189,0.8316786217144088,0.05216138050652185,0.0234604500016966,2.9479609904771696e-05,0.00815366537192401,0.7519669070238962,0.0528122744678087,-0.0058913744644155,4.4861085625242915e-05,0.011232978264243115,0.03548906500546753,3.185635080031194e-05,3.0719208040744905e-05,0.070364117119083
32,4.948123574684429,0.1279572355743799,0.0558298088993175,0.8863740495429271,0.055591778918169424,0.037343532745353,7.785687032070019e-05,0.02153416783841216,0.7735010748623083,0.0644727426546675,0.0102143228360384,9.155367234166374e-05,0.03548906500546753,0.02867359594722765,5.767680692705116e-05,1.2017937920882389e-05,0.021019957514221
33,5.004575745144761,0.1201982419119119,0.0581362279483858,0.9433570679667787,0.05916565087881882,0.006381309783336,2.3673719978434377e-06,0.0006547833958330015,0.7741558582581415,0.0312342803502594,-0.0184716607835871,1.4337042799439977e-05,0.02867359594722765,-0.020970363174352216,1.2802285643478606e-05,3.720526058833501e-07,0.0037043669458534986
34,5.06335046702286,0.1122682517712693,0.0604783270316794,1.0026643454568114,0.06288529616871034,-0.0378842799989712,8.679962414915659e-05,0.024007613805175895,0.7981634720633174,-0.0147672938377336,-0.0610012661602088,9.757273033193958e-05,-0.020970363174352216,-0.041329734787570994,6.0772708467049526e-05,6.11684538250103e-06,0.0583209049662943
35,5.124511979686749,0.1044060513758488,0.0628532939488671,1.0643301559470846,0.06675286438706327,-0.0238698452734449,3.581189070746296e-05,0.009905089453619393,0.8080685615169367,-0.0026803611939145,-0.045059329352975,4.5218812930392496e-05,-0.041329734787570994,0.00035164818415908287,3.548565210428015e-05,3.772926362255369e-05,0.0834653444697922
36,5.188151372084981,0.097129162844273,0.0652591389164241,1.12838637237973,0.07077035454722119,0.01869194142893,2.2800804037356072e-05,0.006306397097246634,0.8143749586141834,0.0384060151168172,-0.001022132258957,3.12550102226667e-05,0.00035164818415908287,0.024837415755596993,1.3612075533357444e-05,2.464146663739514e-05,0.0326796388260664
37,5.254277064732035,0.0903188306128651,0.0676924575349069,1.1948621706053957,0.07493959650582285,0.0133227131013974,1.2015051385210116e-05,0.0033232023333394927,0.8176981609475229,0.0316575065671094,-0.0050120803643145,1.9600321849104638e-05,0.024837415755596993,-0.0045454262927259025,1.1838541628687888e-05,9.826413486805855e-07,0.0043976975484943
