frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract
0,5.653626606586198,24.394999999999996,3.259369285811095,1.9277304153696144,0.02,0.034599920045837944,0.09179293716179976,-0.15089924606591792,0.0992306173900504,0.0980973892617357,0.18060259657843522,0.05541028976515381,0.2572559686339578,159.34684563250653,-123.32872716501264,-145.16950793824427,-159.34684563250653,-123.32872716501264,58.379328360321814,153.0971494609656,0.11906069526356465,0.31223129093210344,5.649210414174729,9.368833223067397e-17,0.502185836691956,0.6853394180820805,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
1,5.026686875832998,19.842,2.5765761955073043,2.438579273586157,0.02,0.08043161833341128,0.15529576180186125,-0.21173715292327355,0.1995334590459341,0.17488858985466138,0.29094023992374995,0.11291738254473258,0.43204831409239464,152.6192138329257,-133.30035256221467,-156.20911471506568,-152.6192138329257,-133.30035256221467,68.85450597274021,170.09956594600692,0.1404241121539776,0.3469065704313031,5.751745680359891,7.520232375825588e-17,0.6672074631252465,0.7937668701496639,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
2,4.397973414093647,15.738999999999999,1.972352449722844,3.1856300875954005,0.02,0.20605567465745764,0.24054587147097328,-0.25702691253860593,0.43671753060248086,0.3167353111673374,0.5067396129223143,0.25692143054529715,0.7728314125670441,139.41607969478787,-149.5213717582948,-172.33000095289265,-139.41607969478787,-149.5213717582948,78.46044266610079,191.4427997080588,0.16001477092809635,0.3904346534403875,5.691730024772486,1.4298578205634214e-16,0.7957256844975401,0.8751048428980418,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
3,4.082523807148589,13.855,1.699561077017637,3.696945871580691,0.032,0.33195635301759785,0.26127744592739355,-0.20638697766783196,0.6427833177948448,0.4224463564277553,0.6751044202093559,0.39722280613416877,1.0379239402835767,128.2057081051571,-162.19904391459445,175.37605103398363,-128.2057081051571,-162.19904391459445,81.09323558738726,199.2409434488742,0.264614678692152,0.6501415050362738,5.411700308304968,2.3692830797713487e-16,0.8457396360364181,0.9061426867132379,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
4,3.7696685675835337,12.101749999999997,1.4490576404202546,4.336049258438982,0.032,0.49064785864260574,0.21237377792558967,-0.021136790992367743,0.8601675553258374,0.5346381418688364,0.8604272120108026,0.5937839793324317,1.3310996905499513,113.40506419128553,-178.59236117113159,159.5432200861395,-113.40506419128553,-178.59236117113159,78.29901391365375,194.94268184180586,0.25549687663339876,0.6361158824815597,4.7571506654984645,3.2685322612892887e-16,0.8863616521432199,0.9311226341011384,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
5,3.45571905885522,10.457749999999999,1.2177445115034398,5.159690926812146,0.035,0.6106463203721922,0.0751866011691747,0.291781357941719,0.9581797083182122,0.6152576318742179,1.0016210432469397,0.8225215008444818,1.5596377815983509,97.01928667330674,163.06365181850816,141.9323521648373,-97.01928667330674,163.06365181850816,67.28736485357861,170.56906085041254,0.2401490590441437,0.6087621287355457,3.707936731062907,1.829682395178947e-16,0.9189079297336764,0.9509957712036415,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
6,3.140737505839157,8.924499999999998,1.005871738114929,6.2465074512926435,0.035,0.6401455475865332,-0.07616390451046137,0.5837936489166987,0.8872545688321818,0.6446605792548052,1.062090247779846,1.0558903362473175,1.6687283203913432,83.2148996789964,146.65597847842912,126.44046889470599,-83.2148996789964,146.65597847842912,51.34508791889882,132.9087043328952,0.18325096512687403,0.47435206228950083,2.629662034405019,2.359626131197315e-16,0.9442305825978732,0.9663749289232606,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
7,2.827761828840002,7.516249999999999,0.8153892471582603,7.705749528924155,0.045,0.6256199784198176,-0.1738673292737375,0.770581282400074,0.7548173738709975,0.6493305826670999,1.0786773292708305,1.3228986438442303,1.7174617656285371,74.4687472332933,134.40791000940476,115.30764523518224,-74.4687472332933,134.40791000940476,36.683291068406454,97.02630913922465,0.16832945991529122,0.4452268523160416,1.9440884651131796,2.4047544991058523e-16,0.9631381844794406,0.9778120386170324,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1
