frequency_index,omega_e_rad_s,i,j,A,B,C,M
0,24.394999999999996,3,3,55.09135635629381,171.2679157324392,4514.819046847233,32.60032733
0,24.394999999999996,3,5,-1.6604237255898686,-300.95850251676353,-3091.2759860029832,0.0
0,24.394999999999996,5,3,-3.7279232197596617,273.4173442937957,2007.0379031017178,0.0
0,24.394999999999996,5,5,6.870628566702101,2.385067055092978,806.2655863344758,11.080492655866367
1,19.842,3,3,57.285960967975036,152.04236938393112,4514.819046847233,32.60032733
1,19.842,3,5,-0.7934154045570241,-309.9256272328883,-3091.2759860029832,0.0
1,19.842,5,3,-4.920348767849476,288.1018126971913,2007.0379031017178,0.0
1,19.842,5,5,8.259276012336645,8.441596705788228,806.2655863344758,11.080492655866367
2,15.738999999999999,3,3,59.569367284399775,118.08530183942287,4514.819046847233,32.60032733
2,15.738999999999999,3,5,0.1414179279618357,-324.54876282815013,-3091.2759860029832,0.0
2,15.738999999999999,5,3,-6.132735970023634,309.08316659626365,2007.0379031017178,0.0
2,15.738999999999999,5,5,10.998364655519353,17.023325747000452,806.2655863344758,11.080492655866367
3,13.855,3,3,60.632863087288946,99.1148564761961,4514.819046847233,32.60032733
3,13.855,3,5,0.5854738931543422,-332.67146694208407,-3091.2759860029832,0.0
3,13.855,5,3,-6.69160092999101,320.16450263453345,2007.0379031017178,0.0
3,13.855,5,5,13.298037043664458,21.596213498453658,806.2655863344758,11.080492655866367
4,12.101749999999997,3,3,61.59052217005622,80.6928753918224,4514.819046847233,32.60032733
4,12.101749999999997,3,5,0.9893055275746689,-340.57218810597556,-3091.2759860029832,0.0
4,12.101749999999997,5,3,-7.1925302153998665,330.70382665416514,2007.0379031017178,0.0
4,12.101749999999997,5,5,16.583054401793458,25.973913936183596,806.2655863344758,11.080492655866367
5,10.457749999999999,3,3,62.43515041067614,63.52492874281138,4514.819046847233,32.60032733
5,10.457749999999999,3,5,1.3483026623178036,-347.95435341271275,-3091.2759860029832,0.0
5,10.457749999999999,5,3,-7.632796273604315,340.3863332767661,2007.0379031017178,0.0
5,10.457749999999999,5,5,21.39631893198853,30.019283017375876,806.2655863344758,11.080492655866367
6,8.924499999999998,3,3,63.156103032554576,48.257732637148536,4514.819046847233,32.60032733
6,8.924499999999998,3,5,1.6566710676169487,-354.5372617432959,-3091.2759860029832,0.0
6,8.924499999999998,5,3,-8.007598662557996,348.90993355599,2007.0379031017178,0.0
6,8.924499999999998,5,5,28.602673815649084,33.59821636226896,806.2655863344758,11.080492655866367
7,7.516249999999999,3,3,63.746353444681205,35.37187942013761,4514.819046847233,32.60032733
7,7.516249999999999,3,5,1.9103822700773354,-360.1072598049464,-3091.2759860029832,0.0
7,7.516249999999999,5,3,-8.31383815180746,356.05193928805016,2007.0379031017178,0.0
7,7.516249999999999,5,5,39.5806811675489,36.60923291976572,806.2655863344758,11.080492655866367
