frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,-671.2722604268884,-1780.8726823123611,995.0566009539946,-654.3444279872471
0,added_inertia,-1283.4945946747678,-2911.445983028114,693.7615741845574,-202.08931687615413
0,radiation_damping,345.02124131452956,1252.445821214486,-618.0339755705419,222.00214615608743
0,restoring,622.6835937118677,107.67927645003192,-52.22151813048198,264.23813603308736
1,rigid_inertia,-1032.332638592556,-1993.207234480832,923.691676076499,-870.4537332013109
1,added_inertia,-1880.176665159003,-3440.1758763981784,844.318879047345,-347.992904941065
1,radiation_damping,758.5397558771065,1544.735093227967,-921.1722207054413,424.3230626770755
1,restoring,1017.6721785967893,84.31927292488842,-9.287073147508238,472.5614414784076
2,rigid_inertia,-1664.0286934270387,-1942.5586452715786,705.4917514707269,-1198.7095534847451
2,added_inertia,-3031.613787494246,-3564.8641321477457,1013.2978437314522,-824.3928929579619
2,radiation_damping,1783.7197949438296,1695.8758809524577,-1287.1836513593157,933.5255373126002
2,restoring,1724.8452071415281,-263.9933328603554,206.3295948450344,834.8949973506312
3,rigid_inertia,-2077.380284390377,-1635.0722316095164,438.98979220596715,-1367.2147259521678
3,added_inertia,-3840.4931855017803,-3113.2877224737917,953.2517896287918,-1305.2182521168706
3,radiation_damping,2603.897514902145,1407.1257832477118,-1351.3259399033486,1410.7640857843787
3,restoring,2136.7219732140975,-807.4002451179333,499.8462651205783,1042.6478058097687
4,rigid_inertia,-2342.5465103982237,-1013.9562287217879,34.30002820179153,-1395.849134175371
4,added_inertia,-4422.618987183213,-2040.2541497549962,568.1636762647772,-1865.3197657908015
4,radiation_damping,3337.80902861042,566.2455982678455,-1120.3163488274877,1956.975435060775
4,restoring,2280.5259519103156,-1700.186130088297,967.7069821887128,1119.7657202622443
5,rigid_inertia,-2177.1493199293336,-268.06426591336094,-353.58442157836714,-1161.1345574774373
5,added_inertia,-4212.634884764823,-654.67830838446,-173.0265095901571,-2179.3764955608567
5,radiation_damping,3436.6945895889935,-656.0703947117886,-568.4452167731536,2265.3026830749236
5,restoring,1854.9809331349745,-2622.544023573136,1460.843578018934,923.4496826929059
6,rigid_inertia,-1662.1433548442392,197.76022537115549,-515.2123015523458,-783.024051938752
6,added_inertia,-3297.0748909903887,266.0459776548124,-921.6740592452677,-2069.8379771853015
6,radiation_damping,2840.1355809415363,-1571.4672717404078,-28.87814796702972,2168.3640409981804
6,restoring,1085.4740233208845,-3086.6149888684395,1755.4891061501417,562.4989819667057
7,rigid_inertia,-1152.2189228721122,320.21552023392155,-482.36963313168127,-472.5017178999379
7,added_inertia,-2336.2024483018176,544.6824321054681,-1429.2323904009204,-1769.4880320640332
7,radiation_damping,2089.256162723585,-1919.3688387631967,257.60078872525816,1886.3051301240534
7,restoring,442.48158111121575,-3118.3283514947793,1876.9361790989205,259.62495255609093
