outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,2.288781891569255e-06,2.288781891569255e-06,1.0
1,1,2.7550790582673055e-06,2.7550790582673055e-06,1.0
1,2,3.051592788442143e-06,3.051592788442143e-06,1.0
1,3,1.9963806117311903e-06,1.9963806117311903e-06,1.0
1,4,2.5375029319055096e-06,2.5375029319055096e-06,1.0
1,5,1.8213223096106216e-06,1.8213223096106216e-06,1.0
1,6,2.37919914908297e-06,2.37919914908297e-06,1.0
1,7,1.3989302494410856e-06,1.3989302494410856e-06,1.0
1,8,2.109986871496725e-06,2.109986871496725e-06,1.0
1,9,9.099453755954272e-07,9.099453755954272e-07,1.0
1,10,1.6498588553067634e-06,1.6498588553067634e-06,1.0
1,11,4.5134103345720414e-07,4.5134103345720414e-07,1.0
1,12,1.1350109815495015e-06,1.1350109815495015e-06,1.0
1,13,2.0131265791201504e-07,2.0131265791201504e-07,1.0
1,14,8.887066099602872e-07,8.887066099602872e-07,1.0
1,15,7.473085322684149e-08,7.473085322684149e-08,1.0
1,16,9.135340905507673e-07,9.135340905507673e-07,1.0
1,17,6.706660302475561e-08,6.706660302475561e-08,1.0
1,18,1.2027011342778476e-06,1.2027011342778476e-06,1.0
1,19,4.016980775764105e-07,4.016980775764105e-07,1.0
1,20,1.4576875120246525e-06,1.4576875120246525e-06,1.0
1,21,1.0593437532870668e-06,1.0593437532870668e-06,1.0
1,22,1.4586670540735036e-06,1.4586670540735036e-06,1.0
1,23,1.934590684632508e-06,1.934590684632508e-06,1.0
1,24,1.4752278736804278e-06,1.4752278736804278e-06,1.0
1,25,2.7092351108715765e-06,2.7092351108715765e-06,1.0
1,26,1.547689637373007e-06,1.547689637373007e-06,1.0
1,27,2.867316674096825e-06,2.867316674096825e-06,1.0
1,28,1.7145953215214952e-06,1.7145953215214952e-06,1.0
1,29,2.6139164316227912e-06,2.6139164316227912e-06,1.0
1,30,2.2537001510378945e-06,2.2537001510378945e-06,1.0
1,31,1.9376046751130624e-06,1.9376046751130624e-06,1.0
1,32,1.5603368943081285e-06,1.5603368943081285e-06,1.0
1,33,2.8694952475203646e-06,2.8694952475203646e-06,1.0
1,34,1.3844031168265582e-06,1.3844031168265582e-06,1.0
1,35,1.96602568255584e-06,1.96602568255584e-06,1.0
1,36,2.1527552174845156e-06,2.1527552174845156e-06,1.0
1,37,1.941424892504183e-06,1.941424892504183e-06,1.0
1,38,1.835956311903976e-06,1.835956311903976e-06,1.0
1,39,1.9206389338424212e-06,1.9206389338424212e-06,1.0
1,40,1.9022156135884435e-06,1.9022156135884435e-06,1.0
1,41,1.1991949223812774e-06,1.1991949223812774e-06,1.0
1,42,2.054382159563402e-06,2.054382159563402e-06,1.0
1,43,6.033541888969801e-07,6.033541888969801e-07,1.0
1,44,2.0342515005735023e-06,2.0342515005735023e-06,1.0
1,45,3.4658393934324583e-07,3.4658393934324583e-07,1.0
