,surge,sway,heave,roll,pitch,yaw
surge,0.0,0.0,0.0,0.0,0.0,0.0
sway,0.0,0.0,0.0,0.0,0.0,0.0
heave,0.0,0.0,11318.3450975,0.0,-979.046902750001,0.0
roll,0.0,0.0,0.0,95.97407143391668,0.0,0.0
pitch,0.0,0.0,-979.046902750001,0.0,12523.959938525,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0
