station_index,x_m,omega_rad_s,wavenumber_rad_m,transverse_wavenumber_rad_m,waterplane_beam_m,draft_m,vertical_force_abs_per_m,lateral_force_abs_per_m,roll_moment_abs_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,status
0,0.0,6.283185307179586,4.025678249387654,0.0,0.24,0.14,1451.3142836717752,1.1368705456184373e-13,2.7755575615628914e-17,1.516405583085815,2.1543580383547414e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
1,1.3,6.283185307179586,4.025678249387654,0.0,0.36,0.2,1756.7056961838482,4.440892098500626e-16,1.1102230246251565e-16,1.7464821767343248,4.3318758000060884e-17,2,8,experimental_2d_free_surface_source_panel_not_validated
2,2.6,6.283185307179586,4.025678249387654,0.0,0.32,0.18,1674.2652076792858,3.3306690738754696e-16,2.7755575615628914e-17,1.6611597816550294,2.7650579180006443e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
3,4.0,6.283185307179586,4.025678249387654,0.0,0.1,0.08,773.1587321227885,0.0,0.0,1.7558226682319338,1.2240267405509226e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
0,0.0,1.8849555921538759,0.3623110424448888,0.0,0.24,0.14,2305.0720986010188,1.734723475976807e-18,0.0,1.3360131832603876,2.790042853168252e-17,2,8,experimental_2d_free_surface_source_panel_not_validated
1,1.3,1.8849555921538759,0.3623110424448888,0.0,0.36,0.2,3395.2859001303786,3.469446951953614e-18,8.673617379884035e-19,1.3233416993477651,2.048200140088848e-17,2,8,experimental_2d_free_surface_source_panel_not_validated
2,2.6,1.8849555921538759,0.3623110424448888,0.0,0.32,0.18,3036.0369830811833,3.469446951953614e-18,0.0,1.3279937954430934,1.307124640931779e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
3,4.0,1.8849555921538759,0.3623110424448888,0.0,0.1,0.08,981.2509742338364,0.0,0.0,1.4280662877126804,1.1473062785540178e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
0,0.0,1.1087974071493387,0.1253671427144944,0.0,0.24,0.14,2374.7106320679395,0.0,0.0,1.3473982164975498,1.1142498983031068e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
1,1.3,1.1087974071493387,0.1253671427144944,0.0,0.36,0.2,3539.751935421405,4.336808689942018e-19,1.0842021724855044e-19,1.3403567860532677,3.3971863936501344e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
2,2.6,1.1087974071493387,0.1253671427144944,0.0,0.32,0.18,3152.9251697964723,0.0,0.0,1.3435440675413164,1.0909605388949066e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
3,4.0,1.1087974071493387,0.1253671427144944,0.0,0.1,0.08,996.820266656828,0.0,0.0,1.42148228438527,5.963879922636868e-18,2,8,experimental_2d_free_surface_source_panel_not_validated
0,0.0,0.7853981633974483,0.06290122264668209,0.0,0.24,0.14,2393.4302515393624,0.0,0.0,1.3511539625978084,1.544649829137201e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
1,1.3,0.7853981633974483,0.06290122264668209,0.0,0.36,0.2,3578.847635167128,1.0842021724855044e-19,5.421010862427522e-20,1.3462021663988153,7.144207938511865e-18,2,8,experimental_2d_free_surface_source_panel_not_validated
2,2.6,0.7853981633974483,0.06290122264668209,0.0,0.32,0.18,3184.482650033172,0.0,0.0,1.3487857688869145,2.1456793469751331e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
3,4.0,0.7853981633974483,0.06290122264668209,0.0,0.1,0.08,1000.9755701185271,2.710505431213761e-20,8.470329472543003e-22,1.420073213605214,2.6742613446441915e-16,2,8,experimental_2d_free_surface_source_panel_not_validated
