mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
8,3,5,0.9476140892269197,0.9476140892269197,0.005533848724647138,0.019404707337579652,1.0,2.8189256484623115e-18,76.15776502185375
16,3,13,0.9411541750591857,0.9411541750591857,0.00642402983967571,0.045087653915754276,1.0,7.995991022080595e-19,141.04447906988096
24,3,21,0.9391697899774298,0.9391697899774298,0.00648200137768645,0.04607086631401527,1.0,3.0560948736935156e-18,193.5451696776279
32,3,29,0.9336524381208854,0.9336524381208854,0.006361906127352757,0.039448579331012194,1.0,3.6337713437209485e-18,240.63804318063248
