station_index,x_m,omega_rad_s,waterplane_beam_m,draft_m,added_mass_per_m,damping_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,section_solver,status
0,0.0,0.9112006086908124,1.6484864516727733,0.3,190.85037243579046,1.918564190717651,7.9270698558658195,2.426022804799089e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
1,2.2,0.9112006086908124,1.8682846452291433,0.34,190.87181177857232,3.4252980795649015,8.114697945692004,2.864178264662298e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
2,4.4,0.9112006086908124,1.978183742007328,0.36,183.44810038127187,4.475501063967413,8.21796838235234,2.4282686520424878e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
3,6.6,0.9112006086908124,1.4850521120497775,0.3,178.90926228147822,1.180760817464959,7.729588108136458,2.32323455066779e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
4,8.8,0.9112006086908124,0.8984147095616863,0.2,102.11736890211078,0.1201818743566763,7.316922930590159,1.4923687748053203e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
5,11.0,0.9112006086908124,0.2256871758415598,0.06,11.527954498990042,0.001528519062078745,7.085339565656281,1.7593547423798135e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
0,0.0,4.0,1.6484864516727733,0.3,744.4291649999229,86.70205618404799,6.680884864699004,3.8253469769070744e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
1,2.2,4.0,1.8682846452291433,0.34,868.7924988180433,75.36959472667624,4.876493075704859,3.0171476811934215e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
2,4.4,4.0,1.978183742007328,0.36,942.2184552433844,73.29231261841227,4.780875930614564,3.7269540242970595e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
3,6.6,4.0,1.4850521120497775,0.3,677.5480564423247,110.53018563869853,9.376069836214633,3.7796012906059693e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
4,8.8,4.0,0.8984147095616863,0.2,16.45281779808014,0.0,20.646823533047723,1.6555035918464452e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
5,11.0,4.0,0.2256871758415598,0.06,10.866634386022714,0.09632303660224334,6.639408913029662,2.038113304939704e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
0,0.0,14.334541805954894,1.6484864516727733,0.3,412.84775539024145,13.940819871164072,10.912901918003406,1.0398573453053698e-15,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
1,2.2,14.334541805954894,1.8682846452291433,0.34,529.8371660210173,15.842881336499733,13.382386868097909,2.1433255605699746e-15,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
2,4.4,14.334541805954894,1.978183742007328,0.36,594.1865990499253,16.813350771500748,14.684029733882834,8.429695587783317e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
3,6.6,14.334541805954894,1.4850521120497775,0.3,333.7697981497917,12.466431982392857,9.291269070526985,9.73760000962428e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
4,8.8,14.334541805954894,0.8984147095616863,0.2,126.00297254735099,8.186023757303348,4.550597177582469,5.413253798512469e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
5,11.0,14.334541805954894,0.2256871758415598,0.06,8.20098066930065,0.6268714941453561,4.027152853286188,1.881339898991805e-16,8,8,collocation,experimental_2d_free_surface_source_panel_not_validated
