panel_index,kinematic_residual,scaled_kinematic_residual
0,0.6744724691068787,0.6744724691068787
1,0.2283224580021601,0.2283224580021601
2,-0.2493864811656944,-0.2493864811656944
3,-0.45176415365549233,-0.45176415365549233
4,-0.406988046420027,-0.406988046420027
5,-0.2246512604802391,-0.2246512604802391
6,-0.06311072273870214,-0.06311072273870214
7,0.0375003527102179,0.0375003527102179
8,0.05586013571521868,0.05586013571521868
9,-0.003189034245476355,-0.003189034245476355
10,-0.0607020937343853,-0.0607020937343853
11,-0.09364950998914706,-0.09364950998914706
12,-0.09968591093003219,-0.09968591093003219
13,-0.07687921927637191,-0.07687921927637191
14,-0.04261244671863548,-0.04261244671863548
15,-0.017495446744931732,-0.017495446744931732
16,-0.003996387871233721,-0.003996387871233721
17,-0.0035574293588854222,-0.0035574293588854222
18,-0.014356000459831993,-0.014356000459831993
19,-0.02408037488106396,-0.02408037488106396
20,-0.02924235416313347,-0.02924235416313347
21,-0.029550291050114023,-0.029550291050114023
22,-0.02484137171337048,-0.02484137171337048
23,-0.01821996115886233,-0.01821996115886233
24,-0.013147426440249393,-0.013147426440249393
25,-0.009952683625072737,-0.009952683625072737
26,-0.00880914645636265,-0.00880914645636265
27,-0.009503596713414723,-0.009503596713414723
28,-0.010601546966394187,-0.010601546966394187
29,-0.011743849378448717,-0.011743849378448717
30,-0.012952887184032109,-0.012952887184032109
31,-0.01418660224413398,-0.01418660224413398
32,-0.01393680228383506,-0.01393680228383506
33,-0.010554541068793746,-0.010554541068793746
34,-0.003988634128824652,-0.003988634128824652
35,0.011988876386499873,0.011988876386499873
