iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.08203285599911488,0.06782265461035884,0.08205660817075576,0.08185149724609768,0.9666477802059139,0.23776085884701723,33483.41485816954,1.246145578148653,2.832068099724391,0.0088727772148034,20.756683902582523,1.0196177578565988,17.92250835308699,True,
1,0.5,0.08482822653601348,0.03605756421176697,0.08484027080396674,0.08473119360508889,0.9666445570708886,0.11888710329215803,41164.94745886446,1.5320276461607563,2.831849020906984,0.00958353023274849,20.558833034627728,1.009898851921487,18.18561429533583,True,
1,0.25,0.08636652622630757,0.01857715219578734,0.0863721953789316,0.08631746074404062,0.9674949271397308,0.05944559754684681,46824.766605299694,1.74266800743593,2.8317277891874366,0.010081854219898415,20.45804719419837,1.0049480113573308,18.232930718889985,True,
1,0.125,0.08717148983026635,0.009429977855280798,0.08717381088940077,0.08714719905338053,0.9688437606903383,0.029723708521138165,50377.294622353475,1.8748817346932214,2.8316642038791655,0.010367296471285264,20.40767382466664,1.002473551451371,18.23730543456733,True,
1,0.0625,0.08758287061693176,0.004755267399482361,0.08758347385181381,0.08757121939301649,0.9715092843535936,0.014862486242055667,26877.356865041264,1.0002892342840775,2.831629852298889,0.010519162840884944,20.382562445854365,1.0012400207062178,18.234913669132503,True,
1,0.03125,0.0877909063151523,0.0023912613856531127,0.0877906392567135,0.08778551735907596,0.9762680819185209,0.007754153550542374,26871.953154046667,1.0000881254488516,2.8316134659442187,0.010597382259280806,20.370034645695416,1.0006246253198983,18.232604271523495,True,
2,1.0,0.07737846713296616,0.05673810584138309,0.0774030946917991,0.07735179935504415,0.9890419320561046,0.23881427693707644,26855.047349631186,0.8020402776534271,2.833030743837966,0.00672625402679292,21.16236732207931,1.0195447125080663,18.833881904715962,True,
2,0.5,0.07951498651055351,0.030693427138371622,0.07952799658081988,0.07948542122747487,0.9832869701634795,0.12018504478756965,28084.853586970898,0.8387690952650411,2.832568068942474,0.007632387648063986,20.968579749619636,1.0102085597117345,18.340715993896016,True,
2,0.25,0.08072469848252181,0.015946750855622766,0.08073142143307578,0.08070741200089371,0.9818857437852557,0.060550988243644126,30568.37476267376,0.9129407765652509,2.8323226731781532,0.008210359854946845,20.86425274371438,1.0051823712128927,18.124353506717735,True,
2,0.125,0.08136589171468636,0.008130453052075999,0.0813693044725171,0.081357202346904,0.9820882702646504,0.030665052039846253,32033.797065406387,0.9567063933322361,2.83219647744503,0.008530895250603928,20.810849612928788,1.0026095551004428,18.00872097952552,True,
