iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,accepted,rejection_reason
1,1.0,0.0008840199391704667,0.21462721181512856,0.000884015994584376,0.0008840116090557153,0.9999818475192811,0.05459169310159435,498450.72546189284,0.9999748429227341,8.066222162729314,0.0007402373664882492,True,
1,0.5,0.0009464872240572482,0.1591306064468078,0.0009464851157837495,0.0009464829726933919,0.9999880356186958,0.027295846477269122,498456.9967067118,0.9999874240801735,8.066820357528833,0.0006466046274379388,True,
1,0.25,0.001021464841242071,0.09251968778907013,0.00102146370453144,0.0010214628452996342,0.9999917494737279,0.013647923219753215,498460.1313392882,0.9999937126731238,8.06710912071111,0.0005997967368115387,True,
