x_m,side,body_trace_real,body_trace_imag,free_trace_real,free_trace_imag,gap_over_incident_potential,nearest_body_distance_m,nearest_free_distance_m
2.999997,-1,-1.827367251859713e-13,-1.4029727894558292e-13,0.0,0.0,8.961152148381404e-14,0.0029296875000288038,0.003749640000599991
2.999997,1,-1.827367251867811e-13,-1.4029727894552249e-13,0.0,0.0,8.961152148404955e-14,0.0029296875000287934,0.003749640000599991
2.9906220187500003,-1,-2.3256135043236065e-06,-1.910452706438854e-06,-7.465537443276664e-06,-6.133062494675163e-06,2.5874238122181177e-06,0.0029299659198235043,0.0026304907126558238
2.9906220187500003,1,-2.3256135043339547e-06,-1.9104527064389256e-06,-7.465537443276813e-06,-6.133062494675306e-06,2.58742381221507e-06,0.0029299659198235867,0.0026304907126558238
2.9812470375,-1,-3.4529850434310275e-05,-2.8687917121485572e-05,-4.3160131480886176e-05,-3.629434011259058e-05,4.474651558045925e-06,0.0029307890126579446,0.0015229725302218881
2.9812470375,1,-3.452985043429688e-05,-2.8687917121494967e-05,-4.316013148088638e-05,-3.629434011259028e-05,4.474651558047401e-06,0.002930789012657992,0.0015229725302218881
2.97187205625,-1,-0.00012085342035089124,-0.00010378389162496836,-0.00012685989830915498,-0.00010991611215340489,3.3388355749121175e-06,0.0029321389821217623,0.00042699838734445213
2.97187205625,1,-0.00012085342035089594,-0.00010378389162497485,-0.00012685989830915953,-0.000109916112153406,3.3388355749105814e-06,0.0029321389821217844,0.00042699838734445213
2.9624970750000004,-1,-0.0002517535547823403,-0.00022217527999929607,-0.00028964515814576097,-0.00025785076701241886,2.0243245724885995e-05,0.0029339979854678265,0.00309248176738163
2.9624970750000004,1,-0.0002517535547823456,-0.00022217527999932225,-0.0002896451581457725,-0.0002578507670124333,2.0243245724884622e-05,0.002933997985467772,0.00309248176738163
2.9531220937500002,-1,-0.0005193442561050559,-0.0004736790310274798,-0.0005411626164136203,-0.000497637443144359,1.2604303225953552e-05,0.002936348214700069,0.002019336703003584
2.9531220937500002,1,-0.0005193442561050775,-0.0004736790310275022,-0.0005411626164136432,-0.0004976374431443844,1.2604303225954748e-05,0.0029363482146997685,0.002019336703003584
2.9437471125,-1,-0.000907507305646789,-0.0008591969166744311,-0.0008759040331516612,-0.0008331183680023522,1.5937548817823852e-05,0.002939171971168045,0.0009574777761924402
2.9437471125,1,-0.0009075073056468491,-0.0008591969166744526,-0.0008759040331516917,-0.0008331183680023828,1.593754881783045e-05,0.0029391719711681632,0.0009574777761924402
