coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.1534322908128841,0.48476237917863646,0.0,0.0,7.62029423103015e-05,0.0003028885296760574,2.4794840965306432e-05,3.9520187748784646e-05,0.0,False,0.010381369514920542,6.179589954191748e-05,7.253458230035012e-05,0.004017278893476858
640,1280,0.0,0.1441415041194267,0.172308500836629,0.0,0.0,3.428891825555963e-05,0.00021978227782254016,9.52869513238097e-06,9.763302007590337e-06,0.0,False,0.008577351127381401,1.736973453541968e-05,2.2801502113844976e-05,0.0017757750455570896
