case,index,omega,dof,incident_response_abs,diffraction_response_abs,total_response_abs,cancellation_fraction,reconstruction_relative_residual,smallest_dimensionless_singular_value,pitch_schur_abs,effective_pitch_force_abs,schur_reconstruction_error,incident_response_real,incident_response_imag,diffraction_response_real,diffraction_response_imag,pitch_schur_real,pitch_schur_imag,effective_pitch_force_real,effective_pitch_force_imag
fn167,5,7.5978,heave,1.8125563269879759,0.555214998967406,2.13437327427469,0.09857288544809839,5.817047838002365e-16,0.03849553624208092,0.045860534539301896,0.37778603609654926,1.7763568394002505e-15,1.7203653032977628,-0.5707045310082427,0.09829549947125045,-0.546444589928452,0.01968896046964251,-0.0414189988272937,0.3754752663928494,-0.04172065911226744
fn167,5,7.5978,pitch_times_length,6.959719524572927,2.185899567316515,8.237715497467466,0.0992719667525982,5.817047838002365e-16,0.03849553624208092,0.045860534539301896,0.37778603609654926,1.7763568394002505e-15,2.187019263955202,6.607166003651676,2.149608219551059,0.3966628553734951,0.01968896046964251,-0.0414189988272937,0.3754752663928494,-0.04172065911226744
fn167,6,6.5604,heave,1.3460227227153767,0.3652656699061476,1.5396663330129212,0.10028821579610847,6.510530161058185e-16,0.07131929105179803,0.10893383073077434,0.6212561693811969,0.0,0.840833330042459,-1.0510834796322435,-0.15845198283913683,-0.32910785275701443,0.10467997478473366,-0.03014435862227824,0.5957297974197546,0.17625333035269586
fn167,6,6.5604,pitch_times_length,4.935707597675848,1.382473841999793,5.7030599696489785,0.09735736080068014,6.510530161058185e-16,0.07131929105179803,0.10893383073077434,0.6212561693811969,0.0,3.4907287342102875,3.48941576684604,1.3167169733914064,-0.42129601920341425,0.10467997478473366,-0.03014435862227824,0.5957297974197546,0.17625333035269586
fn167,7,5.601,heave,1.0957959257264285,0.262628889356012,1.2216324247196848,0.1006992723071346,3.171852327536715e-16,0.09698186004757925,0.16239427486195668,0.6916715417180644,4.965068306494546e-16,0.4339677625382673,-1.006201119019538,-0.1821506569392142,-0.18919585540118225,0.08884178212118657,0.13593762634926485,0.11310875103275572,0.682360558694928
fn167,7,5.601,pitch_times_length,3.7673740434873197,0.9348750397991551,4.259211368787601,0.0942182574023126,3.171852327536715e-16,0.09698186004757925,0.16239427486195668,0.6916715417180644,4.965068306494546e-16,3.0805653687991112,2.168691815841429,0.8177982568198494,-0.4529871424023948,0.08884178212118657,0.13593762634926485,0.11310875103275572,0.682360558694928
fn226,0,20.646,heave,0.08416535803527007,0.053263622596740036,0.1274718097077624,0.07245321094907753,2.800665875391697e-16,0.24863464951439507,0.2502926569890636,0.12974914855534678,1.1443916996305594e-16,-0.012473084791736453,0.08323598770353695,0.03174392475446925,0.0427707462327997,-0.24974960404145857,-0.016478756742536963,0.1266552529341965,-0.02816537688390055
fn226,0,20.646,pitch_times_length,0.3416947272172668,0.2348146509683539,0.5183897526846586,0.10081297494912422,2.800665875391697e-16,0.24863464951439507,0.2502926569890636,0.12974914855534678,1.1443916996305594e-16,-0.3404654163283409,-0.02895836480970352,-0.15705657758635688,0.17455988011639598,-0.24974960404145857,-0.016478756742536963,0.1266552529341965,-0.02816537688390055
fn226,1,16.8796,heave,0.1699652464412636,0.09095664719270297,0.2375691788900577,0.08950078668626082,6.352764740350687e-16,0.16101157871449578,0.1629909487051255,0.1393062545495184,1.1102230246251565e-16,-0.0024202420117793713,0.16994801389379013,0.07029760390172758,0.05771792229640334,-0.16117083568774582,-0.024290143752363654,0.13062606733343166,-0.04840519692777822
fn226,1,16.8796,pitch_times_length,0.6102179830236225,0.35056826851616407,0.8546870587368861,0.11042954937465288,6.352764740350687e-16,0.16101157871449578,0.1629909487051255,0.1393062545495184,1.1102230246251565e-16,-0.602925131301881,0.09405994285575386,-0.1452983991819805,0.31903994434173155,-0.16117083568774582,-0.024290143752363654,0.13062606733343166,-0.04840519692777822
fn226,2,13.4712,heave,0.35325397756108456,0.1571745004352077,0.4578266155663016,0.10305432533169256,1.5573366759596023e-15,0.09938037680952674,0.1022027766624951,0.16186938678522103,8.005932084973442e-16,0.098426808719846,0.33926469900057993,0.15062665913490117,0.044893575764416445,-0.0961181076334475,-0.03473783157436362,0.14357096619712056,-0.07476012335094659
fn226,2,13.4712,pitch_times_length,1.2146917371885444,0.5762199479264499,1.5838061554801335,0.11564251400903824,1.5573366759596023e-15,0.09938037680952674,0.1022027766624951,0.16186938678522103,8.005932084973442e-16,-1.062179928244772,0.5892790649836925,-0.010326333175317648,0.5761274123243165,-0.0961181076334475,-0.03473783157436362,0.14357096619712056,-0.07476012335094659
fn226,3,11.899999999999999,heave,0.5173800059175427,0.20853681928035286,0.6471369304700884,0.10852468491322087,5.324361481380493e-16,0.0790292597994818,0.08275672431278712,0.18494641480657634,3.1401849173675503e-16,0.27124741558919363,0.4405756575883645,0.20844461745999857,-0.00620051993960279,-0.0701968885415406,-0.04383003830786801,0.15991062531134648,-0.09291807285098173
fn226,3,11.899999999999999,pitch_times_length,1.7713375537095688,0.7581933690241736,2.23482038882488,0.1165079783212769,5.324361481380493e-16,0.0790292597994818,0.08275672431278712,0.18494641480657634,3.1401849173675503e-16,-1.2570218012677772,1.2480115866126056,0.21264092300163362,0.7277644005426755,-0.0701968885415406,-0.04383003830786801,0.15991062531134648,-0.09291807285098173
fn226,4,10.4354,heave,0.7174578184626428,0.2609592814902022,0.8679893891373759,0.11286363537676436,1.9853515997677717e-16,0.06894983542438879,0.07481263572330318,0.22467304598511476,7.771561172376096e-16,0.5810529028377882,0.42086012566760744,0.2325422100344145,-0.11842240982260425,-0.04660344693687537,-0.058523919874436815,0.19098925462044938,-0.11832616875296287
fn226,4,10.4354,pitch_times_length,2.454113828360416,0.9436842559331301,3.0031430361052225,0.11615023565191573,1.9853515997677717e-16,0.06894983542438879,0.07481263572330318,0.22467304598511476,7.771561172376096e-16,-0.9590601637200813,2.258955131231036,0.6060369509384403,0.7233665661290297,-0.04660344693687537,-0.058523919874436815,0.19098925462044938,-0.11832616875296287
fn226,5,9.0582,heave,0.8484240290841292,0.276750844534988,0.9947911553538845,0.11587862591159215,4.532076585559231e-16,0.07475274777796032,0.08801798124246407,0.3030727733293257,4.965068306494546e-16,0.8379081213698042,0.13316648703736508,0.15203594948214796,-0.2312490000321966,-0.02027851567202482,-0.08565014199718644,0.25750627980084473,-0.15982372100742087
fn226,5,9.0582,pitch_times_length,2.894996613593733,0.993583532029047,3.4433052093577095,0.11450836027291322,4.532076585559231e-16,0.07475274777796032,0.08801798124246407,0.3030727733293257,4.965068306494546e-16,0.1730011405024027,2.8898228316116628,0.919925013022797,0.37542802976645656,-0.02027851567202482,-0.08565014199718644,0.25750627980084473,-0.15982372100742087
fn226,6,7.7676,heave,0.8487403930377885,0.24627046115785747,0.9666278474168808,0.11724359287111408,1.9209847335375715e-16,0.10260777385684126,0.1531190224185845,0.5099197966891974,6.280369834735101e-16,0.8253074298854641,-0.19806034673752682,0.03438897388300295,-0.24385761934821296,0.031399472366115184,-0.14986496642495387,0.4509526645925942,-0.23803338705398383
fn226,6,7.7676,pitch_times_length,2.8745586071742437,0.8735269354438282,3.330218470799922,0.11148813629431353,1.9209847335375715e-16,0.10260777385684126,0.1531190224185845,0.5099197966891974,6.280369834735101e-16,1.252263993225503,2.5874547488507784,0.8732048339898283,-0.02371971422008268,0.031399472366115184,-0.14986496642495387,0.4509526645925942,-0.23803338705398383
fn226,7,6.579,heave,0.8057560154414259,0.20612208472959584,0.893878530767159,0.11661441173983234,1.9805081734793672e-16,0.1470187408149509,0.5435478008466084,1.6537430458492512,9.155133597044475e-16,0.71270075552546,-0.3758994406666256,-0.03211719031760282,-0.20360451836680238,0.4871494184573862,-0.24110092472202305,1.6275482648772985,0.29317692131143924
fn226,7,6.579,pitch_times_length,2.6896646798792814,0.7176063816830056,3.0424979059310835,0.1070572751743295,1.9805081734793672e-16,0.1470187408149509,0.5435478008466084,1.6537430458492512,9.155133597044475e-16,1.7616070058801332,2.032495226814604,0.6827595955111356,-0.2209032679016903,0.4871494184573862,-0.24110092472202305,1.6275482648772985,0.29317692131143924
fn282,0,24.394999999999996,heave,0.06216219517737062,0.042950207781680044,0.0980973892617357,0.06673821071379993,2.4898659490856274e-16,0.3130723459105857,0.31544177571929605,0.10824224715201279,2.7755575615628914e-17,0.0036076745698972565,0.062057418520812126,0.03099224547594069,0.029735518640987633,-0.31417161015252404,-0.02827920159964099,0.09540740130858673,-0.05112545201814558
fn282,0,24.394999999999996,pitch_times_length,0.22413232560596713,0.16366929027144186,0.3431449334990269,0.11515342007367724,2.4898659490856274e-16,0.3130723459105857,0.31544177571929605,0.10824224715201279,2.7755575615628914e-17,-0.220758177587934,0.03874437261840049,-0.06595038993731003,0.14979380042269524,-0.31417161015252404,-0.02827920159964099,0.09540740130858673,-0.05112545201814558
fn282,1,19.842000000000002,heave,0.12191495386497822,0.06955513332146608,0.17488858985466127,0.08660098073510969,3.0746091682303147e-16,0.2074183479930504,0.21029210092928322,0.11624662516702663,5.551115123125783e-17,0.020380279912067485,0.12019941832889854,0.06005133842134373,0.03509634347296264,-0.20707837404863044,-0.036623963666257336,0.09719239386394338,-0.06377237989693729
fn282,1,19.842000000000002,pitch_times_length,0.39127090012986776,0.24055765819282404,0.5527864558551248,0.12510055366506256,3.0746091682303147e-16,0.2074183479930504,0.21029210092928322,0.11624662516702663,5.551115123125783e-17,-0.3647890649558386,0.14149860556585664,-0.03751152559838104,0.23761496662141796,-0.20707837404863044,-0.036623963666257336,0.09719239386394338,-0.06377237989693729
fn282,2,15.739,heave,0.2408240664008378,0.11217760801130318,0.31673531116733733,0.10273708561070871,5.51094257693785e-16,0.13640919864597145,0.14046324382698136,0.13523875063272472,2.220446049250313e-16,0.09558666588967425,0.22104167087210258,0.11046900876778339,0.019504200598870685,-0.13091964488727126,-0.05089174244402336,0.10616285758805104,-0.08377927751800857
fn282,2,15.739,pitch_times_length,0.7318055840914078,0.3737952671897635,0.9628052645523977,0.12915654556823275,5.51094257693785e-16,0.13640919864597145,0.14046324382698136,0.13523875063272472,2.220446049250313e-16,-0.5658300383726924,0.4640859624924287,0.07747890454934091,0.36567734565228516,-0.13091964488727126,-0.05089174244402336,0.10616285758805104,-0.08377927751800857
fn282,3,13.855,heave,0.3343917562425859,0.13982108332953874,0.4224463564277553,0.10916297245573836,2.135877572588604e-16,0.11477106489143885,0.12019701422427696,0.15417651763767481,2.220446049250313e-16,0.1926545599198489,0.27331678906552803,0.13930179309774898,-0.012039343138134512,-0.10232820094791051,-0.06305760476893399,0.11713801060585478,-0.10024512487988085
fn282,3,13.855,pitch_times_length,1.007170731430803,0.4652106391613339,1.2826983983977762,0.12882733779637356,2.135877572588604e-16,0.11477106489143885,0.12019701422427696,0.15417651763767481,2.220446049250313e-16,-0.6030799641215655,0.8066519938151706,0.21094470655268477,0.4146363099950347,-0.10232820094791051,-0.06305760476893399,0.11713801060585478,-0.10024512487988085
fn282,4,12.10175,heave,0.4393684857991938,0.16415634886744138,0.5346381418688363,0.11414061003115039,7.485821329086087e-16,0.1053030391075001,0.1138804131129007,0.18617303207900596,1.734723475976807e-16,0.3401997123969852,0.2780446402980732,0.15044814624562014,-0.06567086237248314,-0.07910038596825908,-0.08192604854646274,0.13706990872055255,-0.1259850705315117
fn282,4,12.10175,pitch_times_length,1.3229901371743684,0.5495151673548746,1.6348117028205245,0.12693881354236047,7.485821329086087e-16,0.1053030391075001,0.1138804131129007,0.18617303207900596,1.734723475976807e-16,-0.43303752294207043,1.2501125576462506,0.3928776200565707,0.38420579747283967,-0.07910038596825908,-0.08192604854646274,0.13706990872055255,-0.1259850705315117
fn282,5,10.45775,heave,0.5235742956079736,0.17353902739786076,0.6152576318742177,0.11742092487727662,6.141019091349044e-16,0.11186349090023726,0.12980225975313345,0.24702408217651306,3.1401849173675503e-16,0.48566976522251215,0.19558865552504756,0.12497655514967998,-0.12040205435587245,-0.05963311109686705,-0.11529318582608705,0.17683634596039013,-0.17248131470546568
fn282,5,10.45775,pitch_times_length,1.5842833209346292,0.5869762930217233,1.9030799821691846,0.12351338829468916,6.141019091349044e-16,0.11186349090023726,0.12980225975313345,0.24702408217651306,3.1401849173675503e-16,0.01709538910210035,1.5841910833807598,0.5372891909871647,0.23635036242384302,-0.05963311109686705,-0.11529318582608705,0.17683634596039013,-0.17248131470546568
fn282,6,8.9245,heave,0.5663452538898134,0.16507184843298583,0.6446605792548057,0.11861429380373567,8.687100979210767e-16,0.13922105309466015,0.19502414162266163,0.39355315390822254,6.280369834735101e-16,0.5620908773490522,0.06928774931032182,0.07805467023748133,-0.1454516538207823,-0.03971264612612109,-0.19093800447610595,0.2778305898655359,-0.2787368800250112
fn282,6,8.9245,pitch_times_length,1.7250133605812805,0.5644845907053859,2.017971470781707,0.11859651604071753,8.687100979210767e-16,0.13922105309466015,0.19502414162266163,0.39355315390822254,6.280369834735101e-16,0.546921512183379,1.6360158781915806,0.5622864207583472,0.049767802589565396,-0.03971264612612109,-0.19093800447610595,0.2778305898655359,-0.2787368800250112
fn282,7,7.516249999999999,heave,0.5866846978332344,0.14898182245867883,0.6493305826670996,0.11735743743042082,2.313057995548833e-16,0.18613453469580646,0.5331243965216087,1.0926314803971988,2.220446049250313e-16,0.5859029174090465,-0.030277153816723655,0.03971706101077086,-0.1435901754570138,0.056825773589755116,-0.5300872132229331,0.8434250398180291,-0.6946061863840045
fn282,7,7.516249999999999,pitch_times_length,1.795589952225039,0.51326120531506,2.0494869256145782,0.11233475621782962,2.313057995548833e-16,0.18613453469580646,0.5331243965216087,1.0926314803971988,2.220446049250313e-16,0.9578649804508702,1.5187619812720397,0.5062394561092705,-0.08460897091714457,0.056825773589755116,-0.5300872132229331,0.8434250398180291,-0.6946061863840045
