case,index,omega,equation,term,coordinate,real,imag
fn167,1,13.7884,pitch_times_length,added_inertia,pitch_times_length,0.13903280795878853,-0.004346951428708909
fn167,1,13.7884,pitch_times_length,radiation,heave,-0.07052963104467451,-0.006815894999886115
fn167,1,13.7884,pitch_times_length,radiation,pitch_times_length,-0.0002461226465461644,-0.00787198182744018
fn167,1,13.7884,pitch_times_length,restoring,heave,-0.0025687694644530913,0.02658115516300205
fn167,1,13.7884,pitch_times_length,restoring,pitch_times_length,-0.04222539414831628,0.0013202044906927856
fn167,2,11.104800000000001,heave,rigid_inertia,heave,-0.06142408278629129,-0.3719628671111992
fn167,2,11.104800000000001,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn167,2,11.104800000000001,heave,added_inertia,heave,-0.15231275626007967,-0.9223530404714935
fn167,2,11.104800000000001,heave,added_inertia,pitch_times_length,0.34491780821384316,-0.13607948585699295
fn167,2,11.104800000000001,heave,radiation,heave,-0.3892946177508931,0.06428616118242768
fn167,2,11.104800000000001,heave,radiation,pitch_times_length,0.12212625660114877,0.3095508517462917
fn167,2,11.104800000000001,heave,restoring,heave,0.07903010346776917,0.4785788007000871
fn167,2,11.104800000000001,heave,restoring,pitch_times_length,0.07944761367015782,-0.03134425119069911
fn167,2,11.104800000000001,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,2,11.104800000000001,pitch_times_length,rigid_inertia,pitch_times_length,0.12419465886077087,-0.04899818136812585
fn167,2,11.104800000000001,pitch_times_length,added_inertia,heave,-0.001074253733549857,-0.006505306723526598
fn167,2,11.104800000000001,pitch_times_length,added_inertia,pitch_times_length,0.18452103580459328,-0.07279858297870595
fn167,2,11.104800000000001,pitch_times_length,radiation,heave,-0.12295854770328865,0.02030475803153511
fn167,2,11.104800000000001,pitch_times_length,radiation,pitch_times_length,-0.007805354634262934,-0.019784068082172177
fn167,2,11.104800000000001,pitch_times_length,restoring,heave,0.008954988762781115,0.05422829522325459
fn167,2,11.104800000000001,pitch_times_length,restoring,pitch_times_length,-0.08005527797972341,0.03158399133994668
fn167,3,9.86,heave,rigid_inertia,heave,-0.22029590406684774,-0.4272160556145939
fn167,3,9.86,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn167,3,9.86,heave,added_inertia,heave,-0.5849680307011149,-1.1344184350378739
fn167,3,9.86,heave,added_inertia,pitch_times_length,0.4737186127621593,-0.36764455692390824
fn167,3,9.86,heave,radiation,heave,-0.4681339447546264,0.24139539988903283
fn167,3,9.86,heave,radiation,pitch_times_length,0.33439825866804024,0.43087997965135694
fn167,3,9.86,heave,restoring,heave,0.3595240483611381,0.6972187998231162
fn167,3,9.86,heave,restoring,pitch_times_length,0.11176294805808963,-0.08673722841444648
fn167,3,9.86,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,3,9.86,pitch_times_length,rigid_inertia,pitch_times_length,0.13773751973093884,-0.10689562970307694
fn167,3,9.86,pitch_times_length,added_inertia,heave,0.006168674611555239,0.011962804515506697
fn167,3,9.86,pitch_times_length,added_inertia,pitch_times_length,0.22066709764414744,-0.1712557943797724
fn167,3,9.86,pitch_times_length,radiation,heave,-0.1707663416357831,0.08805644151347278
fn167,3,9.86,pitch_times_length,radiation,pitch_times_length,-0.02957046552261361,-0.0381022366366845
fn167,3,9.86,pitch_times_length,restoring,heave,0.04073806906170365,0.07900263625698101
fn167,3,9.86,pitch_times_length,restoring,pitch_times_length,-0.11261777995963286,0.08740064818985875
fn167,4,8.6966,heave,rigid_inertia,heave,-0.5770853419629436,-0.26977591698831177
fn167,4,8.6966,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn167,4,8.6966,heave,added_inertia,heave,-1.6381762825002963,-0.7658148226339796
fn167,4,8.6966,heave,added_inertia,pitch_times_length,0.31310830690574015,-0.9186141684425199
fn167,4,8.6966,heave,radiation,heave,-0.2989792920653864,0.6395551127303464
fn167,4,8.6966,heave,radiation,pitch_times_length,0.9014470441743717,0.30725691749907147
fn167,4,8.6966,heave,restoring,heave,1.2106438657445968,0.5659519230146992
fn167,4,8.6966,heave,restoring,pitch_times_length,0.07884855865078756,-0.23133018684071396
fn167,4,8.6966,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,4,8.6966,pitch_times_length,rigid_inertia,pitch_times_length,0.0755950447745018,-0.22178485099984727
fn167,4,8.6966,pitch_times_length,added_inertia,heave,0.04339066641794497,0.020284273348233323
fn167,4,8.6966,pitch_times_length,added_inertia,pitch_times_length,0.13671283818699434,-0.4010955551056964
fn167,4,8.6966,pitch_times_length,radiation,heave,-0.13303646977157188,0.28458209876086393
fn167,4,8.6966,pitch_times_length,radiation,pitch_times_length,-0.10186029302794297,-0.03471893313487189
fn167,4,8.6966,pitch_times_length,restoring,heave,0.137179400478631,0.06412864071395165
fn167,4,8.6966,pitch_times_length,restoring,pitch_times_length,-0.07945164101839265,0.23309954266871716
fn167,5,7.5978,heave,rigid_inertia,heave,-0.43322074886216677,0.26611459268602006
fn167,5,7.5978,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn167,5,7.5978,heave,added_inertia,heave,-1.309093434055643,0.804137075397784
fn167,5,7.5978,heave,added_inertia,pitch_times_length,-0.47198720497886626,-0.7622784340814225
fn167,5,7.5978,heave,radiation,heave,0.28869586402153,0.46998188690983367
fn167,5,7.5978,heave,radiation,pitch_times_length,0.842766391821413,-0.5218237010801025
fn167,5,7.5978,heave,restoring,heave,1.1907179127851764,-0.7314225211904369
fn167,5,7.5978,heave,restoring,pitch_times_length,-0.13291171859228013,-0.21465780353967542
fn167,5,7.5978,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,5,7.5978,pitch_times_length,rigid_inertia,pitch_times_length,-0.09726118745820363,-0.15708075322901782
fn167,5,7.5978,pitch_times_length,added_inertia,heave,0.052907512772596386,-0.03249950804177526
fn167,5,7.5978,pitch_times_length,added_inertia,pitch_times_length,-0.2106844266095649,-0.3402638739083458
fn167,5,7.5978,pitch_times_length,radiation,heave,0.16408589028571263,0.2671233153724987
fn167,5,7.5978,pitch_times_length,radiation,pitch_times_length,-0.11303445374099241,0.06998862030225732
fn167,5,7.5978,pitch_times_length,restoring,heave,0.13492156862710009,-0.08287829789792228
fn167,5,7.5978,pitch_times_length,restoring,pitch_times_length,0.1339283093239649,0.21629963870570507
fn167,6,6.5604,heave,rigid_inertia,heave,-0.1211907894176215,0.2451217018242649
fn167,6,6.5604,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn167,6,6.5604,heave,added_inertia,heave,-0.387338139788642,0.7834339924897928
fn167,6,6.5604,heave,added_inertia,pitch_times_length,-0.4450842371850619,-0.2840534912984363
fn167,6,6.5604,heave,radiation,heave,0.2520886446231972,0.12463532040507092
fn167,6,6.5604,heave,radiation,pitch_times_length,0.36446879190311204,-0.5710872043164733
fn167,6,6.5604,heave,restoring,heave,0.44677033354893003,-0.9036421415387255
fn167,6,6.5604,heave,restoring,pitch_times_length,-0.14734165511486433,-0.0940336863281574
fn167,6,6.5604,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,6,6.5604,pitch_times_length,rigid_inertia,pitch_times_length,-0.08038717436769821,-0.05130322673113803
fn167,6,6.5604,pitch_times_length,added_inertia,heave,0.020203536044250014,-0.04086387391181031
fn167,6,6.5604,pitch_times_length,added_inertia,pitch_times_length,-0.22256629219455618,-0.14204217328173993
fn167,6,6.5604,pitch_times_length,radiation,heave,0.1904924858033035,0.0941815211008057
fn167,6,6.5604,pitch_times_length,radiation,pitch_times_length,-0.054957727655922904,0.08611342243796416
fn167,6,6.5604,pitch_times_length,restoring,heave,0.05062404249674674,-0.10239269427699724
fn167,6,6.5604,pitch_times_length,restoring,pitch_times_length,0.14846861489363558,0.09475291391019326
fn167,7,5.601,heave,rigid_inertia,heave,-0.032598543836099995,0.15474802865155987
fn167,7,5.601,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn167,7,5.601,heave,added_inertia,heave,-0.10926900495156988,0.5187091544330754
fn167,7,5.601,heave,added_inertia,pitch_times_length,-0.2923640504195784,-0.1286720316067984
fn167,7,5.601,heave,radiation,heave,0.14633834659783698,0.030826996944906787
fn167,7,5.601,heave,radiation,pitch_times_length,0.19528590562653214,-0.44372174470129283
fn167,7,5.601,heave,restoring,heave,0.16487029242945186,-0.7826531413470713
fn167,7,5.601,heave,restoring,pitch_times_length,-0.11947952900019945,-0.052584008566771236
fn167,7,5.601,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn167,7,5.601,pitch_times_length,rigid_inertia,pitch_times_length,-0.04751439750475061,-0.020911511003952898
fn167,7,5.601,pitch_times_length,added_inertia,heave,0.006731462848511326,-0.03195482015962849
fn167,7,5.601,pitch_times_length,added_inertia,pitch_times_length,-0.17802769147349076,-0.07835157814816057
fn167,7,5.601,pitch_times_length,radiation,heave,0.15176177254705753,0.03196947216793914
fn167,7,5.601,pitch_times_length,radiation,pitch_times_length,-0.03185898801520226,0.07238886852161282
fn167,7,5.601,pitch_times_length,restoring,heave,0.018681635873402373,-0.08868329634386343
fn167,7,5.601,pitch_times_length,restoring,pitch_times_length,0.12039338206819158,0.052986203469598384
fn226,0,20.646,heave,rigid_inertia,heave,-0.03389645794194932,-0.2216396361308236
fn226,0,20.646,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn226,0,20.646,heave,added_inertia,heave,-0.06360511356934291,-0.4158963822034721
fn226,0,20.646,heave,added_inertia,pitch_times_length,0.02960736656803881,-0.008664697217961134
fn226,0,20.646,heave,radiation,heave,-0.08665844056394408,0.013253108682044696
fn226,0,20.646,heave,radiation,pitch_times_length,0.04933194827798968,0.16856781482846306
fn226,0,20.646,heave,restoring,heave,0.01132719159536816,0.07406539727192347
fn226,0,20.646,heave,restoring,pitch_times_length,0.061105004842799376,-0.01788258892421909
fn226,0,20.646,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,0,20.646,pitch_times_length,rigid_inertia,pitch_times_length,0.08239405281288374,-0.02411290171801411
fn226,0,20.646,pitch_times_length,added_inertia,heave,-0.000289253978791764,-0.0018913523860986838
fn226,0,20.646,pitch_times_length,added_inertia,pitch_times_length,0.0671256095052196,-0.019644539496521268
fn226,0,20.646,pitch_times_length,radiation,heave,-0.041004107062177636,0.006270963148756938
fn226,0,20.646,pitch_times_length,radiation,pitch_times_length,7.342582046237923e-05,0.0002508968435137323
fn226,0,20.646,pitch_times_length,restoring,heave,0.00190444031959955,0.012452612606066282
fn226,0,20.646,pitch_times_length,restoring,pitch_times_length,-0.013474898724484029,0.003943475257147083
fn226,1,16.8796,heave,rigid_inertia,heave,-0.07980518046333919,-0.26767276477938723
fn226,1,16.8796,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn226,1,16.8796,heave,added_inertia,heave,-0.15987813461415368,-0.5362436632744749
fn226,1,16.8796,heave,added_inertia,pitch_times_length,0.059453357652533755,-0.03282464977262994
fn226,1,16.8796,heave,radiation,heave,-0.1279408366507023,0.03814486530206068
fn226,1,16.8796,heave,radiation,pitch_times_length,0.11646759392890321,0.21095090320076748
fn226,1,16.8796,heave,restoring,heave,0.03989758020939697,0.13381957838642547
fn226,1,16.8796,heave,restoring,pitch_times_length,0.0918958418179031,-0.0507363913887396
fn226,1,16.8796,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,1,16.8796,pitch_times_length,rigid_inertia,pitch_times_length,0.08282613555739003,-0.0457289377595957
fn226,1,16.8796,pitch_times_length,added_inertia,heave,0.0022265715027234884,0.007468093507874183
fn226,1,16.8796,pitch_times_length,added_inertia,pitch_times_length,0.07498577632844174,-0.04140021595239484
fn226,1,16.8796,pitch_times_length,radiation,heave,-0.06297462934794988,0.018775543577872637
fn226,1,16.8796,pitch_times_length,radiation,pitch_times_length,-0.0012398824549307878,-0.00224572617075011
fn226,1,16.8796,pitch_times_length,restoring,heave,0.006707978739964365,0.02249908094916778
fn226,1,16.8796,pitch_times_length,restoring,pitch_times_length,-0.020264905712438847,0.011188408173240056
fn226,2,13.4712,heave,rigid_inertia,heave,-0.1865035010171446,-0.2876766334776108
fn226,2,13.4712,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn226,2,13.4712,heave,added_inertia,heave,-0.4030848224103233,-0.6217474958084717
fn226,2,13.4712,heave,added_inertia,pitch_times_length,0.08900606734899773,-0.09671574995831708
fn226,2,13.4712,heave,radiation,heave,-0.1466214303282839,0.09505606955211579
fn226,2,13.4712,heave,radiation,pitch_times_length,0.28616893115799025,0.2633570144554146
fn226,2,13.4712,heave,restoring,heave,0.14639093850279314,0.22580408480503625
fn226,2,13.4712,heave,restoring,pitch_times_length,0.13172382547824324,-0.14313370928471011
fn226,2,13.4712,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,2,13.4712,pitch_times_length,rigid_inertia,pitch_times_length,0.075617817655832,-0.08216781352802256
fn226,2,13.4712,pitch_times_length,added_inertia,heave,0.01333495432293738,0.02056880834021284
fn226,2,13.4712,pitch_times_length,added_inertia,pitch_times_length,0.08393603989448767,-0.09120655803267562
fn226,2,13.4712,pitch_times_length,radiation,heave,-0.09404644334241974,0.060971204819584034
fn226,2,13.4712,pitch_times_length,radiation,pitch_times_length,-0.010625066469913182,-0.009778090768217685
fn226,2,13.4712,pitch_times_length,restoring,heave,0.02461270327790161,0.037964432738017105
fn226,2,13.4712,pitch_times_length,restoring,pitch_times_length,-0.02904778769737875,0.031563899579634645
fn226,3,11.899999999999999,heave,rigid_inertia,heave,-0.28030978347486973,-0.25382869089406934
fn226,3,11.899999999999999,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn226,3,11.899999999999999,heave,added_inertia,heave,-0.6284527105709993,-0.5690822733176824
fn226,3,11.899999999999999,heave,added_inertia,pitch_times_length,0.08135877130449377,-0.15391578880182566
fn226,3,11.899999999999999,heave,radiation,heave,-0.12764373262504933,0.14096037342360077
fn226,3,11.899999999999999,heave,radiation,pitch_times_length,0.45364038931866396,0.23979102453601517
fn226,3,11.899999999999999,heave,restoring,heave,0.2819577961120352,0.25532101444083594
fn226,3,11.899999999999999,heave,restoring,pitch_times_length,0.12826950246368699,-0.2426622395393234
fn226,3,11.899999999999999,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,3,11.899999999999999,pitch_times_length,rigid_inertia,pitch_times_length,0.05745986081175369,-0.10870345826861927
fn226,3,11.899999999999999,pitch_times_length,added_inertia,heave,0.02619619310143859,0.023721417493594306
fn226,3,11.899999999999999,pitch_times_length,added_inertia,pitch_times_length,0.0747860397227524,-0.14148139297989024
fn226,3,11.899999999999999,pitch_times_length,radiation,heave,-0.09985698427586323,0.11027472718796068
fn226,3,11.899999999999999,pitch_times_length,radiation,pitch_times_length,-0.023401539271592803,-0.012369884185319301
fn226,3,11.899999999999999,pitch_times_length,restoring,heave,0.0474055542205858,0.04292711306666857
fn226,3,11.899999999999999,pitch_times_length,restoring,pitch_times_length,-0.028286039082800495,0.05351196862615397
fn226,4,10.4354,heave,rigid_inertia,heave,-0.3656018293705946,-0.1359051700707125
fn226,4,10.4354,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn226,4,10.4354,heave,added_inertia,heave,-0.8475218286897883,-0.31504929410506693
fn226,4,10.4354,heave,added_inertia,pitch_times_length,0.02454528648815471,-0.20735730062833305
fn226,4,10.4354,heave,radiation,heave,-0.06559515356386442,0.17645913049750825
fn226,4,10.4354,heave,radiation,pitch_times_length,0.6358570739965774,0.07526763706641935
fn226,4,10.4354,heave,restoring,heave,0.4782224201114549,0.17776962289484208
fn226,4,10.4354,heave,restoring,pitch_times_length,0.0433578522969605,-0.36628487582242925
fn226,4,10.4354,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,4,10.4354,pitch_times_length,rigid_inertia,pitch_times_length,0.01493596198652909,-0.1261782282031495
fn226,4,10.4354,pitch_times_length,added_inertia,heave,0.041692928725354315,0.015498512627576892
fn226,4,10.4354,pitch_times_length,added_inertia,pitch_times_length,0.02375606710195426,-0.2006900163982202
fn226,4,10.4354,pitch_times_length,radiation,heave,-0.06470263960090177,0.1740581568080734
fn226,4,10.4354,pitch_times_length,radiation,pitch_times_length,-0.04125063901165613,-0.004882918273397908
fn226,4,10.4354,pitch_times_length,restoring,heave,0.08040351846517241,0.02988840036742937
fn226,4,10.4354,pitch_times_length,restoring,pitch_times_length,-0.009561289948601111,0.08077327902542603
fn226,5,9.0582,heave,rigid_inertia,heave,-0.3351786113059419,0.033209108945631616
fn226,5,9.0582,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn226,5,9.0582,heave,added_inertia,heave,-0.8004297107325525,0.07930564949675388
fn226,5,9.0582,heave,added_inertia,pitch_times_length,-0.06458443131043044,-0.192953905703325
fn226,5,9.0582,heave,radiation,heave,0.014978803560369975,0.15118064699082276
fn226,5,9.0582,heave,radiation,pitch_times_length,0.6379832242054921,-0.21354210774183113
fn226,5,9.0582,heave,restoring,heave,0.5818784329548558,-0.057651841798082665
fn226,5,9.0582,heave,restoring,pitch_times_length,-0.1342317700942276,-0.4010338681261877
fn226,5,9.0582,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,5,9.0582,pitch_times_length,rigid_inertia,pitch_times_length,-0.03484065930344412,-0.10409074065490327
fn226,5,9.0582,pitch_times_length,added_inertia,heave,0.0445281445371645,-0.004411797033587485
fn226,5,9.0582,pitch_times_length,added_inertia,pitch_times_length,-0.07072793192493389,-0.21130836689787252
fn226,5,9.0582,pitch_times_length,radiation,heave,0.019243485093497034,0.19422395888081712
fn226,5,9.0582,pitch_times_length,radiation,pitch_times_length,-0.04880767662859429,0.016336627274535807
fn226,5,9.0582,pitch_times_length,restoring,heave,0.0978312002136319,-0.009693002108690356
fn226,5,9.0582,pitch_times_length,restoring,pitch_times_length,0.029600840590410085,0.08843613991997347
fn226,6,7.7676,heave,rigid_inertia,heave,-0.21404280994738836,0.1100264730811892
fn226,6,7.7676,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn226,6,7.7676,heave,added_inertia,heave,-0.5243905601287694,0.26955749582160515
fn226,6,7.7676,heave,added_inertia,pitch_times_length,-0.10168855801429867,-0.12265647722714015
fn226,6,7.7676,heave,radiation,heave,0.045164847881699575,0.0878625905268438
fn226,6,7.7676,heave,radiation,pitch_times_length,0.4509372286365782,-0.37385026516048836
fn226,6,7.7676,heave,restoring,heave,0.5053202609832411,-0.25975460752976565
fn226,6,7.7676,heave,restoring,pitch_times_length,-0.26104731965373146,-0.3148746057920459
fn226,6,7.7676,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,6,7.7676,pitch_times_length,rigid_inertia,pitch_times_length,-0.04982418244522183,-0.060097800763325895
fn226,6,7.7676,pitch_times_length,added_inertia,heave,0.03198586677457077,-0.016442001067524085
fn226,6,7.7676,pitch_times_length,added_inertia,pitch_times_length,-0.13471502482974299,-0.1624929165861469
fn226,6,7.7676,pitch_times_length,radiation,heave,0.07804037112823521,0.151817829453631
fn226,6,7.7676,pitch_times_length,radiation,pitch_times_length,-0.038887622717502145,0.03223984878861238
fn226,6,7.7676,pitch_times_length,restoring,heave,0.08495947748606729,-0.04367253291484244
fn226,6,7.7676,pitch_times_length,restoring,pitch_times_length,0.05756625343016486,0.0694362668798583
fn226,7,6.579,heave,rigid_inertia,heave,-0.12155786337869909,0.10350420827174482
fn226,7,6.579,heave,rigid_inertia,pitch_times_length,0.0,0.0
fn226,7,6.579,heave,added_inertia,heave,-0.3041467752999552,0.25897519338384933
fn226,7,6.579,heave,added_inertia,pitch_times_length,-0.09041145851130515,-0.06700659023055082
fn226,7,6.579,heave,radiation,heave,0.03770250021675375,0.0442787346225673
fn226,7,6.579,heave,radiation,pitch_times_length,0.28119493504868864,-0.3794140862304653
fn226,7,6.579,heave,restoring,heave,0.4000396689857056,-0.34062616818676306
fn226,7,6.579,heave,restoring,pitch_times_length,-0.30021392992165785,-0.22249737052133123
fn226,7,6.579,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn226,7,6.579,pitch_times_length,rigid_inertia,pitch_times_length,-0.04110530254801954,-0.030464348319229447
fn226,7,6.579,pitch_times_length,added_inertia,heave,0.01986042753041773,-0.01691077623724066
fn226,7,6.579,pitch_times_length,added_inertia,pitch_times_length,-0.15368652024286705,-0.11390159892825279
fn226,7,6.579,pitch_times_length,radiation,heave,0.09025671616586875,0.10599968596345213
fn226,7,6.579,pitch_times_length,radiation,pitch_times_length,-0.026434143800450265,0.035667379690163904
fn226,7,6.579,pitch_times_length,restoring,heave,0.06725865530226988,-0.05726946552849271
fn226,7,6.579,pitch_times_length,restoring,pitch_times_length,0.06620328910505585,0.04906520410156282
fn282,0,24.394999999999996,heave,rigid_inertia,heave,-0.0849686205659931,-0.22542015235891338
fn282,0,24.394999999999996,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn282,0,24.394999999999996,heave,added_inertia,heave,-0.14358863662071825,-0.3809379524869618
fn282,0,24.394999999999996,heave,added_inertia,pitch_times_length,-0.01887415477195741,0.012411553268586615
fn282,0,24.394999999999996,heave,radiation,heave,-0.04854516352794689,0.018298344389159515
fn282,0,24.394999999999996,heave,radiation,pitch_times_length,0.09221742688323438,0.14023434053746253
fn282,0,24.394999999999996,heave,restoring,heave,0.019773124945085898,0.052457728606659516
fn282,0,24.394999999999996,heave,restoring,pitch_times_length,0.059045216174992636,-0.038827849758865315
fn282,0,24.394999999999996,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn282,0,24.394999999999996,pitch_times_length,rigid_inertia,pitch_times_length,0.06629092071443952,-0.04359259016426882
fn282,0,24.394999999999996,pitch_times_length,added_inertia,heave,0.005113873314546739,0.01356700972700832
fn282,0,24.394999999999996,pitch_times_length,added_inertia,pitch_times_length,0.04110469703100041,-0.027030250782269415
fn282,0,24.394999999999996,pitch_times_length,radiation,heave,-0.04078893965127515,0.015374756428166115
fn282,0,24.394999999999996,pitch_times_length,radiation,pitch_times_length,-0.00038463905178281923,-0.0005849176841598155
fn282,0,24.394999999999996,pitch_times_length,restoring,heave,0.004626333486256412,0.012273575731703118
fn282,0,24.394999999999996,pitch_times_length,restoring,pitch_times_length,-0.00810534414218944,0.005330035267617848
fn282,1,19.842000000000002,heave,rigid_inertia,heave,-0.1306710934408035,-0.2522971366465992
fn282,1,19.842000000000002,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn282,1,19.842000000000002,heave,added_inertia,heave,-0.22961791403867138,-0.44334168108087363
fn282,1,19.842000000000002,heave,added_inertia,pitch_times_length,-0.008371985256935404,0.007889457066626441
fn282,1,19.842000000000002,heave,radiation,heave,-0.05930202786811103,0.030714026040007857
fn282,1,19.842000000000002,heave,radiation,pitch_times_length,0.15531683512434302,0.16481618986373212
fn282,1,19.842000000000002,heave,restoring,heave,0.04596497439112754,0.08874825425846249
fn282,1,19.842000000000002,heave,restoring,pitch_times_length,0.08285042034716882,-0.07807524908616612
fn282,1,19.842000000000002,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn282,1,19.842000000000002,pitch_times_length,rigid_inertia,pitch_times_length,0.061536571492183854,-0.05798984636443191
fn282,1,19.842000000000002,pitch_times_length,added_inertia,heave,0.010380059702383123,0.020041611898796927
fn282,1,19.842000000000002,pitch_times_length,added_inertia,pitch_times_length,0.045868676113218716,-0.043224986642021394
fn282,1,19.842000000000002,pitch_times_length,radiation,heave,-0.05914217684206221,0.030631235134652907
fn282,1,19.842000000000002,pitch_times_length,radiation,pitch_times_length,-0.0022265479004128733,-0.002362726108868712
fn282,1,19.842000000000002,pitch_times_length,restoring,heave,0.010754460957039583,0.020764498361436897
fn282,1,19.842000000000002,pitch_times_length,restoring,pitch_times_length,-0.011373168103045584,0.010717663577605096
fn282,2,15.739,heave,rigid_inertia,heave,-0.21063021816633942,-0.24588611534804733
fn282,2,15.739,heave,rigid_inertia,pitch_times_length,-0.0,0.0
fn282,2,15.739,heave,added_inertia,heave,-0.3848767743996737,-0.44929856584056943
fn282,2,15.739,heave,added_inertia,pitch_times_length,0.0011397174737418257,-0.0019365077213160198
fn282,2,15.739,heave,radiation,heave,-0.056588835073019095,0.04847495622246679
fn282,2,15.739,heave,radiation,pitch_times_length,0.28236937061347206,0.16618643044653136
fn282,2,15.739,heave,restoring,heave,0.11775647444410753,0.13746689487487046
fn282,2,15.739,heave,restoring,pitch_times_length,0.10057180542176758,-0.1708827689607423
fn282,2,15.739,pitch_times_length,rigid_inertia,heave,0.0,0.0
fn282,2,15.739,pitch_times_length,rigid_inertia,pitch_times_length,0.047000037702980196,-0.07985833156979619
fn282,2,15.739,pitch_times_length,added_inertia,heave,0.020854480874360804,0.02434516440441213
fn282,2,15.739,pitch_times_length,added_inertia,pitch_times_length,0.046651676016125354,-0.07926642602131824
fn282,2,15.739,pitch_times_length,radiation,heave,-0.0779572771186738,0.06677952622057413
fn282,2,15.739,pitch_times_length,radiation,pitch_times_length,-0.007795221076278868,-0.004587820422568686
fn282,2,15.739,pitch_times_length,restoring,heave,0.027551574293756907,0.0321632367558248
fn282,2,15.739,pitch_times_length,restoring,pitch_times_length,-0.013805844855048353,0.02345767769385657
fn282,3,13.855,heave,rigid_inertia,heave,-0.26295163313227,-0.2069649533220241
fn282,3,13.855,heave,rigid_inertia,pitch_times_length,-0.0,0.0
