component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.562873428,-0.052555019674432664,0.6444449803255665,1.519917406428223,-0.0450451138523128,0.6519548861476864,1.5376294484615245,nonlinear_2dt_quasistatic_target_state,False
resolved_station_bem,1.562873428,1.6618833225751726,2.3588833225751715,5.563404062677291,-0.02513564413837692,0.6718643558616223,1.5845857449566565,nonlinear_2dt_quasistatic_target_state,False
transom_extrapolation,1.562873428,-0.6537651447795253,0.04323485522047388,0.101968998161495,-0.6541666697363858,0.042833330263613356,0.10102200533871075,nonlinear_2dt_quasistatic_target_state,False
pre_chine_bem,1.562873428,0.4081200408347066,1.1051200408347057,2.606415190647891,0.3310505398510832,1.0280505398510824,2.4246474996487795,nonlinear_2dt_quasistatic_target_state,False
post_chine_bem,1.562873428,-0.27583271729797615,0.421167282702023,0.9933190629764694,-0.1985605780863621,0.4984394219136371,1.1755646743246158,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_aft_post_chine,1.562873428,-0.5566332503348939,0.14036674966510532,0.3310536548705314,-0.5457991480547835,0.1512008519452157,0.3566057828896597,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_middle_post_chine,1.562873428,-0.2659487818981001,0.43105121810189906,1.0166302313724034,-0.25265801790947073,0.44434198209052844,1.04797637285502,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_forward_post_chine,1.562873428,-0.008721337282466773,0.6882786627175324,1.6232987328243689,0.034769529079174515,0.7317695290791737,1.7258715308471078,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_pre_chine,1.562873428,0.5058769522850304,1.2028769522850296,2.836973944068466,0.3310505398510832,1.0280505398510824,2.4246474996487795,nonlinear_2dt_quasistatic_target_state,False
bem,1.562873428,-0.052555019674432664,0.6444449803255665,1.519917406428223,-0.0450451138523128,0.6519548861476864,1.5376294484615245,nonlinear_2dt_quasistatic_target_state,False
front,1.562873428,0.7247569154779473,1.4217569154779466,3.353200272353648,0.6111211990809412,1.3081211990809405,3.0851915072663694,nonlinear_2dt_quasistatic_target_state,False
transom,1.562873428,nan,nan,nan,nan,nan,nan,nonlinear_2dt_quasistatic_target_state,False
total,1.562873428,-0.3449430431629624,0.35205695683703675,0.8303230114081056,0.038598538582353015,0.7355985385823522,1.7349022136376233,nonlinear_2dt_quasistatic_target_state,False
raw_bem,1.855694516,-0.09018850825538834,0.6068114917446108,1.43115917864295,-0.047532331671430346,0.6494676683285688,1.531763368699455,nonlinear_2dt_quasistatic_target_state,False
resolved_station_bem,1.855694516,-1.6540007446791223,-0.9570007446791231,-2.2570772280168,-0.024758044970044517,0.6722419550299547,1.585476309032912,nonlinear_2dt_quasistatic_target_state,False
transom_extrapolation,1.855694516,-0.6545562573992266,0.04244374260077255,0.10010316651125602,-0.6527387147375778,0.044261285262421346,0.10438982373212582,nonlinear_2dt_quasistatic_target_state,False
pre_chine_bem,1.855694516,0.418749025957069,1.1157490259570682,2.6314835517855384,0.3310112085249451,1.0280112085249442,2.4245547370871328,nonlinear_2dt_quasistatic_target_state,False
post_chine_bem,1.855694516,-0.2859290561804815,0.4110709438195177,0.9695069429705606,-0.20061651456733995,0.4963834854326592,1.1707157675298567,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_aft_post_chine,1.855694516,-0.556347378286665,0.14065262171333415,0.331727881399373,-0.5467110612578795,0.15028893874211968,0.35445504420311247,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_middle_post_chine,1.855694516,-0.26520983251276903,0.43179016748723015,1.0183730365264863,-0.25282311758373943,0.44417688241625974,1.0475869868308012,nonlinear_2dt_quasistatic_target_state,False
longitudinal_bin_forward_post_chine,1.855694516,0.0006197789680032773,0.6976197789680024,1.6453296673773643,0.03482184574998732,0.7318218457499865,1.7259949192216664,nonlinear_2dt_quasistatic_target_state,False
