iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.026331505497892243,8.135078867665024,0.1458152954407185,2.0602082773923254,1.9962718691299495,0.031033953685159616,0.5529211477752627,4.447850280328421,24510.582355018327,,,0.017441299254679826,,,,,,,,258.0,129.0,474.0,0.00014509726001573237,0.008765900292801313
1,0.0009184539087539991,0.015217958011442566,8.151920470445765,0.14210447234241158,2.0564035771660985,2.0778349124435627,0.010421755493636343,0.552966234930528,8.161523939717053,46548.181837917844,0.0009184539087539991,0.23271992174126369,0.013181726230887793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,242.0,700.0,6.433703877155684e-05,0.003981537388305851
2,0.001957077961211874,0.015007986680116533,8.151149546135823,0.1378436210727174,2.0650551875595533,2.121905817766794,0.02752983578827547,0.5530567728414029,7.945515637832306,49343.80714266166,0.001038624052457875,0.2485577178634273,0.01302243664219299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,243.0,702.0,0.00011980037632470536,0.007595977435510566
3,0.002992294046993073,0.014805092659018571,8.15052134733496,0.13361212287594348,2.0805658582466964,2.166290761738002,0.04120268683229595,0.5532147269300471,7.700455635593093,61068.04615552921,0.0010352160857811988,0.24845603359528246,0.012850164327141393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,243.0,702.0,6.435188654059692e-05,0.004169709999390445
4,0.0040280780137856576,0.01650549782576336,8.153640051584727,0.1465912181817223,2.0826427725190397,2.0251495637426227,0.027605890714938464,0.5530212444246712,8.452538718227304,46921.28941484797,0.0010357839667925848,0.24858032208999614,0.013998209766453152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,243.0,702.0,0.00012183276303156469,0.007231497655393962
5,0.005059962182038218,0.01625407659547935,8.152721485537143,0.14233781452616753,2.07627193522882,2.071059566342842,0.0025104461499179972,0.5530588514071479,8.206250899148577,46787.106338396654,0.0010318841682525604,0.2485530264608997,0.013867653905510955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,243.0,702.0,5.57942185477307e-05,0.0034144724784735043
6,0.006092355492950333,0.01599997978022816,8.15194064925292,0.13809041841463973,2.0799382434656635,2.116598303818461,0.017625552329723553,0.5531611399473806,7.960156801514405,47366.83925362991,0.0010323933109121148,0.24845981882876833,0.013700551730991717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,243.0,702.0,0.0001333218873413099,0.008378655124492807
7,0.007125350363731376,0.016906492929121813,8.155119775433937,0.15109294393667774,2.0733681989701993,1.9832015706070312,0.04348799620248449,0.5530423891270171,8.713663590954022,70023.67696914735,0.0010329948707810425,0.248424725649609,0.013925161688408596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,244.0,704.0,4.2316063356885343e-05,0.0024529270249514005
8,0.008155913798246737,0.016771677784705688,8.154058794902976,0.1468400127363026,2.0606417467439537,2.02854347096792,0.015576834656850187,0.5530163090075482,8.46747048405482,46917.690488638094,0.0010305634345153607,0.24860559513002314,0.01394556774396391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,243.0,702.0,0.00012075826872823594,0.007233403144527377
9,0.009186932281000726,0.016629844946484184,8.153143083350413,0.14258550395932543,2.059020994583773,2.073058951264642,0.006817782197362475,0.5530514118095129,8.220905205588595,46785.55103835616,0.001031018482753989,0.24851767133565078,0.013929635179556449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,243.0,702.0,5.5822090556802564e-05,0.0034394481904275504
10,0.010218519659884247,0.01644819608442703,8.15235773531961,0.1383366292614595,2.0662851078359283,2.117493564651977,0.024782861097847407,0.553152003064584,7.974724551910932,47070.61741062919,0.00103158737888352,0.24841533898426457,0.013848099509224079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,243.0,702.0,0.0001346134211022869,0.008502034563568208
11,0.011250744480754785,0.0157601179937127,8.15548436901902,0.15134732690093475,2.0624147870669933,1.983092471082859,0.03846089374530735,0.5530144961067665,8.728835979381808,68824.33922675233,0.001032224820870538,0.2481088387811054,0.012557926943424889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,244.0,704.0,4.5692615269946586e-05,0.0026586990015552967
12,0.012282876912750852,0.015714970626841337,8.154408699708798,0.14709901186947574,2.051676998607663,2.0274597908127125,0.011803616169301943,0.5529752676360287,8.48236633133369,46915.70422859045,0.0010321324319960672,0.24865269113159436,0.0126483130779378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,243.0,702.0,0.00012062377144025497,0.007245377738535792
