component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.4517938975223909,0.919253897522391,2.8907355267999715,0.05399163946965983,0.5214516394696598,1.6397850297788044,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
resolved_station_bem,1.4,0.4515484742249512,0.9190084742249511,2.8899637554243744,0.06984588636769518,0.5373058863676952,1.6896411520996704,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom_extrapolation,1.4,-0.21999564835860114,0.24746435164139885,0.7781897850358455,-0.4318358064184058,0.03562419358159419,0.11202576597985593,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
pre_chine_bem,1.4,0.4251754423913087,0.8926354423913088,2.80702969305443,0.3718193024169233,0.8392793024169233,2.639243089361394,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
post_chine_bem,1.4,0.8008865371824662,1.2683465371824663,3.9885111232153028,-0.07296416664892173,0.39449583335107824,1.2405529350662838,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_aft_post_chine,1.4,-0.2953388721460061,0.17212112785399386,0.5412614083458926,-0.34452483292236985,0.12293516707763014,0.386588575715818,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_middle_post_chine,1.4,-0.13453300132772097,0.33292699867227904,1.046940247397104,-0.11118710580560347,0.3562728941943965,1.120355013189926,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_forward_post_chine,1.4,0.1566190901048569,0.6240790901048568,1.9625128619649586,0.11557956185352307,0.583039561853523,1.8334577416777453,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_pre_chine,1.4,0.4251754423913087,0.8926354423913088,2.80702969305443,0.3718193024169233,0.8392793024169233,2.639243089361394,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
bem,1.4,0.4517938975223909,0.919253897522391,2.8907355267999715,0.05399163946965983,0.5214516394696598,1.6397850297788044,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
front,1.4,0.7736900153915756,1.2411500153915755,3.902987469784829,0.6216450647803193,1.0891050647803193,3.4248586942777335,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom,1.4,nan,nan,nan,nan,nan,nan,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
total,1.4,0.0010220060361416077,0.4684820060361416,1.4732138554595648,0.11014315536725021,0.5776031553672502,1.816362123796384,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
