component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07134941248352185,0.5388094124835219,1.694369221646295,False
front,1.4,0.6219980342920697,1.0894580342920697,3.4259686612958165,False
longitudinal_bin_aft_post_chine,1.4,-0.3473793780648288,0.12008062193517116,0.37761201866406024,False
longitudinal_bin_forward_post_chine,1.4,0.12482390499388847,0.5922839049938885,1.8625280031254354,False
longitudinal_bin_middle_post_chine,1.4,-0.11486348663226471,0.3525965133677353,1.108794067194136,False
longitudinal_bin_pre_chine,1.4,0.3671573688910692,0.8346173688910692,2.6245829210410982,False
post_chine_bem,1.4,-0.07811387389337934,0.38934612610662067,1.224358887127738,False
pre_chine_bem,1.4,0.3671573688910692,0.8346173688910692,2.6245829210410982,False
raw_bem,1.4,0.07134941248352185,0.5388094124835219,1.694369221646295,False
resolved_station_bem,1.4,0.09033827875790124,0.5577982787579012,1.7540826376034628,False
total,1.4,0.12418527621791121,0.5916452762179112,1.8605197365343118,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43216218859120026,0.03529781140879973,0.1109994069459111,False
