outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,1.0,0.0035487475996871807,0.003487289400588563,0.01731827845520352,0.0027333797183671446,0.0027551310442079906,0.0007936165554791891,0.002657334164098443,0.0026778621734119116,0.0008094272271766505,2.0528009313468525e-05,1,32,34,exact_krylov_subspace,32,69.0382305402996,1.0,none,1.0,1.0,1.0,1.0,1.0,1.0,23.2305534172276,7.013518278900391,23.14574198859719,8.95582261204103e-09
