outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-1.077904272304079e-05,-1.077904272304079e-05,1.0
1,1,-1.2091963198733089e-05,-1.2091963198733089e-05,1.0
1,2,-1.2487719738417046e-05,-1.2487719738417046e-05,1.0
1,3,-1.3757597624211712e-05,-1.3757597624211712e-05,1.0
1,4,-1.3686542797810038e-05,-1.3686542797810038e-05,1.0
1,5,-1.3334031716535488e-05,-1.3334031716535488e-05,1.0
1,6,-1.3122293342366681e-05,-1.3122293342366681e-05,1.0
1,7,-1.3504040031944043e-05,-1.3504040031944043e-05,1.0
1,8,-1.3539399415448619e-05,-1.3539399415448619e-05,1.0
1,9,-1.4220841581545852e-05,-1.4220841581545852e-05,1.0
1,10,-1.3759775794819975e-05,-1.3759775794819975e-05,1.0
1,11,-1.239137810272081e-05,-1.239137810272081e-05,1.0
1,12,-1.1479850877475462e-05,-1.1479850877475462e-05,1.0
1,13,-1.0024097337095956e-05,-1.0024097337095956e-05,1.0
1,14,-1.0027460279732826e-05,-1.0027460279732826e-05,1.0
1,15,-6.763720720798513e-06,-6.763720720798513e-06,1.0
1,16,-7.689217869977617e-06,-7.689217869977617e-06,1.0
1,17,-4.641159047273971e-06,-4.641159047273971e-06,1.0
1,18,-3.890922457425045e-06,-3.890922457425045e-06,1.0
1,19,-8.50027415280673e-07,-8.50027415280673e-07,1.0
1,20,4.039594750706806e-07,4.039594750706806e-07,1.0
1,21,4.065238016735841e-06,4.065238016735841e-06,1.0
1,22,6.706921945083717e-06,6.706921945083717e-06,1.0
1,23,1.1498423192914994e-05,1.1498423192914994e-05,1.0
1,24,1.2300817256616836e-05,1.2300817256616836e-05,1.0
1,25,1.4018587872359518e-05,1.4018587872359518e-05,1.0
1,26,1.2737522136767093e-05,1.2737522136767093e-05,1.0
1,27,1.2035376752855383e-05,1.2035376752855383e-05,1.0
1,28,9.294565112094224e-06,9.294565112094224e-06,1.0
1,29,6.309531452055021e-06,6.309531452055021e-06,1.0
1,30,2.8835326152736863e-06,2.8835326152736863e-06,1.0
1,31,2.4396396127412945e-07,2.4396396127412945e-07,1.0
1,32,-1.7072995667859183e-06,-1.7072995667859183e-06,1.0
1,33,-2.816620683511068e-06,-2.816620683511068e-06,1.0
1,34,-3.238519262608708e-06,-3.238519262608708e-06,1.0
1,35,-2.9196626171395127e-06,-2.9196626171395127e-06,1.0
1,36,-1.8711359180823678e-06,-1.8711359180823678e-06,1.0
1,37,-1.8717090358101388e-07,-1.8717090358101388e-07,1.0
1,38,1.8298988404676074e-06,1.8298988404676074e-06,1.0
1,39,3.852249653896096e-06,3.852249653896096e-06,1.0
1,40,5.347306469813113e-06,5.347306469813113e-06,1.0
1,41,6.388095638749276e-06,6.388095638749276e-06,1.0
1,42,7.1494581732185384e-06,7.1494581732185384e-06,1.0
1,43,7.631296607305413e-06,7.631296607305413e-06,1.0
1,44,7.842240929070592e-06,7.842240929070592e-06,1.0
1,45,7.506234763354299e-06,7.506234763354299e-06,1.0
1,46,6.6483993410513105e-06,6.6483993410513105e-06,1.0
1,47,5.8063442660537485e-06,5.8063442660537485e-06,1.0
1,48,5.017684222216757e-06,5.017684222216757e-06,1.0
1,49,4.105154291090236e-06,4.105154291090236e-06,1.0
1,50,3.1417565909785666e-06,3.1417565909785666e-06,1.0
1,51,2.468325490463214e-06,2.468325490463214e-06,1.0
1,52,2.0872600797038073e-06,2.0872600797038073e-06,1.0
1,53,1.8860681944365295e-06,1.8860681944365295e-06,1.0
1,54,1.8725904979550047e-06,1.8725904979550047e-06,1.0
1,55,2.0531935263204746e-06,2.0531935263204746e-06,1.0
1,56,2.454606687858366e-06,2.454606687858366e-06,1.0
1,57,2.9430715249501794e-06,2.9430715249501794e-06,1.0
1,58,3.433303982087343e-06,3.433303982087343e-06,1.0
1,59,3.9283436685355465e-06,3.9283436685355465e-06,1.0
1,60,4.2986080317268845e-06,4.2986080317268845e-06,1.0
1,61,4.484554005019074e-06,4.484554005019074e-06,1.0
1,62,4.572744112967591e-06,4.572744112967591e-06,1.0
1,63,4.469746539548268e-06,4.469746539548268e-06,1.0
