a1_history_kernel_derivative_status,reference,checked_equation,is_hard_gate
diagnostic_a1_eq28_history_kernel_normal_derivative_not_hard_gate,finite_difference_of_eq28_transient_green_potential_kernel,A1 Eq.28 C_ij source-normal derivative channel,False
