axis,level,omega,component,real,imag
inner_free_surface,0,16.734,A33,0.19501668353230261,0.0
inner_free_surface,0,16.734,A35,0.010261389770223263,0.0
inner_free_surface,0,16.734,A53,0.014051609082979106,0.0
inner_free_surface,0,16.734,A55,0.01194732363004613,0.0
inner_free_surface,0,16.734,B33,0.39193853476017987,0.0
inner_free_surface,0,16.734,B35,-0.12477943882892382,0.0
inner_free_surface,0,16.734,B53,0.1579471676028066,0.0
inner_free_surface,0,16.734,B55,0.006036604619035895,0.0
inner_free_surface,0,16.734,F3,0.055549830014022764,-0.3426259234569568
inner_free_surface,0,16.734,F5,0.1351331666328236,0.007972344224282902
inner_free_surface,0,5.601,A33,0.3226577339903742,0.0
inner_free_surface,0,5.601,A35,0.05735876559585318,0.0
inner_free_surface,0,5.601,A53,-0.019659516038678444,0.0
inner_free_surface,0,5.601,A55,0.03378450402323688,0.0
inner_free_surface,0,5.601,B33,0.22993481450162553,0.0
inner_free_surface,0,5.601,B35,-0.2053333362837975,0.0
inner_free_surface,0,5.601,B53,0.23269077932062332,0.0
inner_free_surface,0,5.601,B55,0.03449420534233733,0.0
inner_free_surface,0,5.601,F3,-0.045812216799899226,-0.7041384176154062
inner_free_surface,0,5.601,F5,0.04031901303184444,-0.06259571518173067
inner_free_surface,1,16.734,A33,0.19547097322975432,0.0
inner_free_surface,1,16.734,A35,0.011077412042484282,0.0
inner_free_surface,1,16.734,A53,0.013090649337580154,0.0
inner_free_surface,1,16.734,A55,0.01168872690008508,0.0
inner_free_surface,1,16.734,B33,0.4190009940988303,0.0
inner_free_surface,1,16.734,B35,-0.12345715092988342,0.0
inner_free_surface,1,16.734,B53,0.15422024609451004,0.0
inner_free_surface,1,16.734,B55,0.006437200651298864,0.0
inner_free_surface,1,16.734,F3,0.052348537255211,-0.34652508275251653
inner_free_surface,1,16.734,F5,0.13403088613812902,0.007747429318068043
inner_free_surface,1,5.601,A33,0.3206144532386486,0.0
inner_free_surface,1,5.601,A35,0.05578506600204874,0.0
inner_free_surface,1,5.601,A53,-0.019638083550662048,0.0
inner_free_surface,1,5.601,A55,0.03372647333987599,0.0
inner_free_surface,1,5.601,B33,0.2240423225303027,0.0
inner_free_surface,1,5.601,B35,-0.2066496099968518,0.0
inner_free_surface,1,5.601,B53,0.2312447645377473,0.0
inner_free_surface,1,5.601,B55,0.03391080910472276,0.0
inner_free_surface,1,5.601,F3,-0.04658068102985111,-0.7036467846863808
inner_free_surface,1,5.601,F5,0.04022803687496906,-0.06247272726112734
inner_free_surface,2,16.734,A33,0.19616729333388375,0.0
inner_free_surface,2,16.734,A35,0.011387277292453464,0.0
inner_free_surface,2,16.734,A53,0.01265395715903966,0.0
inner_free_surface,2,16.734,A55,0.011590395749427728,0.0
inner_free_surface,2,16.734,B33,0.4267384710362942,0.0
inner_free_surface,2,16.734,B35,-0.12450064457193534,0.0
inner_free_surface,2,16.734,B53,0.1530680271241127,0.0
inner_free_surface,2,16.734,B55,0.006589112068400865,0.0
inner_free_surface,2,16.734,F3,0.05201397900507713,-0.34787040260718466
inner_free_surface,2,16.734,F5,0.13338610589214095,0.007468472858377381
inner_free_surface,2,5.601,A33,0.319241199706145,0.0
inner_free_surface,2,5.601,A35,0.05476350347662441,0.0
inner_free_surface,2,5.601,A53,-0.019545671554357488,0.0
inner_free_surface,2,5.601,A55,0.03366357743755905,0.0
inner_free_surface,2,5.601,B33,0.2202728247527943,0.0
inner_free_surface,2,5.601,B35,-0.20718261657472037,0.0
inner_free_surface,2,5.601,B53,0.23021984738593243,0.0
inner_free_surface,2,5.601,B55,0.03343187886804502,0.0
inner_free_surface,2,5.601,F3,-0.047005370203972496,-0.7030894445120929
inner_free_surface,2,5.601,F5,0.040241255052590505,-0.062460844391707404
