axis,level_mid,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,change,tolerance,passed
inner_free_surface,1,16.734,A33,0.19547097322975432,0.0,2,0.19616729333388375,0.0,0.0006963201041294276,0.009808364666694188,True
inner_free_surface,1,16.734,A35,0.011077412042484282,0.0,2,0.011387277292453464,0.0,0.00030986524996918195,0.001,True
inner_free_surface,1,16.734,A53,0.013090649337580154,0.0,2,0.01265395715903966,0.0,0.00043669217854049383,0.001,True
inner_free_surface,1,16.734,A55,0.01168872690008508,0.0,2,0.011590395749427728,0.0,9.833115065735129e-05,0.001,True
inner_free_surface,1,16.734,B33,0.4190009940988303,0.0,2,0.4267384710362942,0.0,0.007737476937463905,0.021336923551814713,True
inner_free_surface,1,16.734,B35,-0.12345715092988342,0.0,2,-0.12450064457193534,0.0,0.001043493642051918,0.0062250322285967675,True
inner_free_surface,1,16.734,B53,0.15422024609451004,0.0,2,0.1530680271241127,0.0,0.0011522189703973562,0.007653401356205635,True
inner_free_surface,1,16.734,B55,0.006437200651298864,0.0,2,0.006589112068400865,0.0,0.00015191141710200074,0.001,True
inner_free_surface,1,16.734,F3,0.052348537255211,-0.34652508275251653,2,0.05201397900507713,-0.34787040260718466,0.001386295327156845,0.017586875150380283,True
inner_free_surface,1,16.734,F5,0.13403088613812902,0.007747429318068043,2,0.13338610589214095,0.007468472858377381,0.000702537025372749,0.006679751367361243,True
inner_free_surface,1,5.601,A33,0.3206144532386486,0.0,2,0.319241199706145,0.0,0.0013732535325036155,0.01596205998530725,True
inner_free_surface,1,5.601,A35,0.05578506600204874,0.0,2,0.05476350347662441,0.0,0.0010215625254243257,0.002738175173831221,True
inner_free_surface,1,5.601,A53,-0.019638083550662048,0.0,2,-0.019545671554357488,0.0,9.241199630456026e-05,0.001,True
inner_free_surface,1,5.601,A55,0.03372647333987599,0.0,2,0.03366357743755905,0.0,6.289590231693676e-05,0.0016831788718779527,True
inner_free_surface,1,5.601,B33,0.2240423225303027,0.0,2,0.2202728247527943,0.0,0.0037694977775084015,0.011013641237639716,True
inner_free_surface,1,5.601,B35,-0.2066496099968518,0.0,2,-0.20718261657472037,0.0,0.0005330065778685611,0.010359130828736018,True
inner_free_surface,1,5.601,B53,0.2312447645377473,0.0,2,0.23021984738593243,0.0,0.0010249171518148803,0.011510992369296622,True
inner_free_surface,1,5.601,B55,0.03391080910472276,0.0,2,0.03343187886804502,0.0,0.0004789302366777354,0.0016715939434022511,True
inner_free_surface,1,5.601,F3,-0.04658068102985111,-0.7036467846863808,2,-0.047005370203972496,-0.7030894445120929,0.0007007060471347067,0.035232948777115435,True
inner_free_surface,1,5.601,F5,0.04022803687496906,-0.06247272726112734,2,0.040241255052590505,-0.062460844391707404,1.7774217430970187e-05,0.003715075938097608,True
