frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,9.303143726384655e-16,1.4808706785349938e-15,1.4210854715202004e-13,1.1368683772161603e-13,0.0
1,PASS,1.479470394422453e-16,1.0752950020183054e-15,8.526512829121202e-14,1.1368683772161603e-13,0.0
2,PASS,1.1085774950342531e-15,4.419304774474342e-15,1.7053025658242404e-13,2.842170943040401e-14,0.0
3,PASS,1.6788684430193488e-14,1.6832337658187612e-14,3.410605131648481e-13,5.968558980384842e-13,0.0
4,PASS,7.124051658931868e-15,3.528038776507163e-15,2.6432189770275727e-12,3.126388037344441e-12,0.0
5,PASS,3.485446731016066e-14,5.766622550613086e-14,9.976020010071807e-12,9.919176591210999e-12,0.0
6,PASS,9.722007800566512e-14,9.369471059447915e-14,4.718003765447065e-12,5.059064278611913e-12,0.0
7,PASS,2.5137946024625996e-13,2.233705244444486e-13,4.320099833421409e-12,7.389644451905042e-12,0.0
