omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,906.9588060657081,693.1224863349603,94.71640179211717,244.7983999618765
6.422178120757196,930.1418439745847,822.3696843332419,61.56499673612068,300.08830807827366
7.36375143987367,929.2746580675459,962.2110949022482,9.023619839477103,361.3751644351723
8.443371430789322,894.6567696916304,1104.7923039465757,-68.79986275684186,424.81189820711995
9.681277498347002,815.7269598047351,1235.7934981398287,-177.53937401982483,482.9656731151181
11.10067640258223,683.3653321040946,1331.9595084327366,-320.39795023592535,523.4581664092664
12.728177310885437,494.5281405897234,1359.3487124938952,-494.10914410293975,528.2362469490702
14.59429063436647,259.9056294777854,1274.62715024058,-682.6362969421361,475.1232516388496
16.733999999999998,13.78603443610718,1033.669600638368,-849.6012309491753,344.5497777638722
30.121199999999998,322.04417701700754,-945.1967551501277,-12.173970090447767,-232.0593418441755
