frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,545.8244883039799,-407.05970518347453,205.55097867412255,544.0187775952023
0,added_inertia,1421.962480383217,-705.2129714590435,522.7726022105369,730.4367521075836
0,radiation_damping,-913.3919428527937,181.53667084482132,-172.66986532241276,-319.9735251347814
0,restoring,-278.78707081004904,311.2999970048238,-124.93005502273972,-104.77221667597027
1,rigid_inertia,846.5561619277257,-797.1046359026802,502.2331978131362,572.0930777803887
1,added_inertia,2360.052572143919,-1592.918415465942,1136.152531609268,749.2667927938749
1,radiation_damping,-1229.5452119548493,277.59871931761217,-472.71054123441604,-509.7686387739369
1,restoring,-596.8067062622399,790.151574015493,-362.08409078600675,-95.97728207228715
2,rigid_inertia,975.7277519239531,-1526.5718181746854,1006.4522106584196,440.09379343560215
2,added_inertia,3611.559047692427,-3520.0932202984873,2042.934793166712,523.5175309644933
2,radiation_damping,-1907.3338570079725,727.2560001965129,-1096.158534053835,-684.664638954064
2,restoring,-916.5433600888194,2112.307161964265,-919.0309496849827,139.17824922514336
3,rigid_inertia,666.2881455692853,-2316.355261727932,1485.3165533141537,142.11881965834377
3,added_inertia,3990.890205239487,-6210.544338738056,2952.238469213266,50.271784595942364
3,radiation_damping,-2371.1802583232206,2006.57028554531,-1921.503630716548,-659.2600143801184
3,restoring,-453.06187379749747,3840.9973950655794,-1448.5379302054396,697.6657324565751
4,rigid_inertia,-1018.9534697566556,-3304.6466710679565,1989.525971587349,-974.1285654476787
4,added_inertia,732.0854096802709,-11574.246872080834,4234.58302697357,-2064.86039250168
4,radiation_damping,-1107.0168937765088,5352.394483353912,-3536.8382290869354,568.4694304453143
4,restoring,3229.8066276120767,6397.918669892965,-1630.8138618723335,2516.37041000276
5,rigid_inertia,-3335.2573356182133,-684.8735150180445,279.3111789854171,-2203.9416911805956
5,added_inertia,-9814.579263642954,-7301.008833027605,1040.1905658483017,-5353.9788017176215
5,radiation_damping,5562.2350811253955,4140.179945807732,-1901.6319416278857,3987.53091686498
5,restoring,9367.927092770817,297.24232943889456,1588.9710745677012,3440.082080281645
6,rigid_inertia,-1607.89456352931,951.3358825547904,-578.9152146778664,-1051.3998937707133
6,added_inertia,-6969.280610343582,226.09684001918959,-1430.170389296435,-3400.4071086309236
6,radiation_damping,4883.345564119064,-586.1851944607263,589.3754410037388,2974.001267804094
6,restoring,5369.039408737559,-4521.372463233499,2345.3497768395014,1186.802422068916
7,rigid_inertia,-685.5276712328332,831.5778644855607,-448.45312516289624,-486.1112415035302
7,added_inertia,-3846.499613745735,1347.1812419789005,-1591.6616665348802,-2199.023208794104
7,radiation_damping,3192.4868589598987,-1591.2729020755296,980.4882715262206,1929.6812378368331
7,restoring,2873.6075459924305,-4849.140076693511,1882.7444258625035,326.2547600014583
