iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,accepted,rejection_reason
1,1.0,0.7290339044273363,0.03430930040985831,0.7289285521692879,0.7286293938843824,0.9886276722206937,0.19937248351965778,39084.75626345487,1.261313824972948,2.5175015799158267,0.4724625591104939,False,condition_number_growth
1,0.5,0.7417389460217405,0.017479986394264485,0.741683189487698,0.7416154214007507,0.9949122224016148,0.09960792405456788,34461.86373953433,1.112127318282689,2.5229077670990816,0.47431476859967736,False,condition_number_growth
1,0.25,0.7482751518023274,0.008822017135786462,0.7482450918074302,0.7482335929776984,0.998284169099509,0.04978237342374258,32608.926733979046,1.0523307304222669,2.525590709388548,0.47524762895128403,False,condition_number_growth
1,0.125,0.7515896942818244,0.004431517837456833,0.7515727162258757,0.7515739682208631,1.0003724806602894,0.024884452194160203,31771.920320823658,1.025319489687192,2.5269270810655673,0.47571577214447025,True,
1,0.0625,0.7532586416864624,0.0022208017418453604,0.7532482639493798,0.7532519782061181,1.0022066313008489,0.012439287867756643,31373.37198889132,1.0124578380090363,2.527593984392779,0.47595027484883823,True,
1,0.03125,0.7540960428042202,0.0011115659897985744,0.7540889801681656,0.7540929387896638,1.0046999753489274,0.006217667502856865,31178.820178172395,1.0061794084627647,2.527927114345445,0.4760676343243302,True,
2,1.0,0.7259258666545013,0.03414606110564884,0.7258220745838339,0.7255153530247092,0.9882366516530497,0.19950696461192122,40501.557871699995,1.2747595191831964,2.5161350421404376,0.47199499288786495,False,condition_number_growth
2,0.5,0.7385134990009841,0.017398050266422584,0.7384594800524077,0.7383863197138774,0.9944589666714494,0.09967455508194206,35495.58536384741,1.1171998735179762,2.521557810782914,0.47384642797741233,False,condition_number_growth
2,0.25,0.744989969826534,0.00878102042311365,0.7449617324848176,0.7449464560130034,0.9977004480050181,0.04981617720014026,33505.71609843884,1.0545700656462629,2.524249118124733,0.47477883415048167,False,condition_number_growth
2,0.125,0.748274384727086,0.004411063083969484,0.7482592710792957,0.7482576874012021,0.9995247074360011,0.024902119720617566,32609.91480872401,1.0263753175583512,2.525589691022033,0.4752467337698373,True,
2,0.0625,0.7499282030054873,0.0022106360544561538,0.7499197103759638,0.7499210939049603,1.0008291553901476,0.01244895597846129,32184.033497897533,1.0129709873659658,2.526258699299587,0.475481110598718,True,
2,0.03125,0.750758023186854,0.00110654935970762,0.7507528559656378,0.7507547448592539,1.0022622850738199,0.0062233510412862975,31976.29357307721,1.0064325117962607,2.526592883165718,0.4755984061182654,True,
3,1.0,0.7228467231271314,0.03398173466706156,0.7227426819323456,0.7224386738408922,0.9882330278120651,0.19964547143615097,42047.01694881522,1.289393645933921,2.5147641138807453,0.4715281308959964,False,condition_number_growth
3,0.5,0.7353176294153358,0.017315513635383577,0.7352634842454411,0.7351910474972163,0.9944634349056298,0.09974240271864918,36609.50620836741,1.122649550699636,2.520203517694183,0.47337857049930465,False,condition_number_growth
3,0.25,0.7417347222154462,0.008739658399538703,0.7417064167775882,0.7416913456654579,0.9977106148103949,0.04984975138943773,34467.48019340869,1.0569632087535457,2.522903214281923,0.47431040921304995,False,condition_number_growth
3,0.125,0.7449891917628527,0.004390358712374514,0.7449740383854742,0.7449725225845986,0.9995409254504933,0.024918824981845854,33506.71541076216,1.0275008569417738,2.5242479996073293,0.4747780079364594,True,
3,0.0625,0.746627972958999,0.002200278135523086,0.7466194546267169,0.746620868002924,1.0008547698287713,0.012457294161322198,33050.71171011801,1.0135172662663956,2.52491911865733,0.47501223005883697,True,
3,0.03125,0.747450258458779,0.0011013690768093677,0.7474450725113353,0.7474469799517753,1.002305329261999,0.006227522559973305,32828.45589240413,1.006701676007496,2.525254358958456,0.47512944716498506,True,
4,1.0,0.7197963366699579,0.03381640347463495,0.719692049861932,0.7193907272658485,0.9882288800518182,0.19978635238234058,43740.04120921695,1.3054111891602453,2.513388944252461,0.47106148261363384,False,condition_number_growth
4,0.5,0.7321511899071824,0.01723246725941352,0.7320969228688675,0.732025195567371,0.9944671920282178,0.09981140592437424,37813.38432824952,1.1285315156884665,2.5188449532582733,0.4729109769043382,False,condition_number_growth
4,0.25,0.7385092457563325,0.008698040291278426,0.7384808769244786,0.7384660026783669,0.9977197892136745,0.04988387879765206,35501.43021965118,1.0595317918941207,2.521553023876836,0.47384227262510625,False,condition_number_growth
4,0.125,0.7417339416257314,0.004369526663089602,0.7417187533764825,0.7417172994739236,0.9995556386242235,0.024935784131590335,34468.55451302636,1.0287058606154893,2.5229020141936167,0.47430958253082756,True,
4,0.0625,0.7433577718612342,0.002189857141092382,0.743349232756821,0.7433506711817165,1.000877880273271,0.012465737058846401,33979.20726433615,1.0141014076665429,2.5235752399867613,0.4745436559474114,True,
4,0.03125,0.7441725658097104,0.0010961581217171657,0.7441673661018848,0.7441692878631168,1.0023438859512022,0.006231724365441834,33740.9047263976,1.0069893247596635,2.523911534828739,0.47466079763041125,True,
5,1.0,0.7167745578550682,0.033650049390967954,0.7166700245204833,0.7163713797399914,0.9882249757797607,0.19992959550899814,45602.56277572753,1.323019297443802,2.5120095581534994,0.4705950437802015,False,condition_number_growth
5,0.5,0.729014019531061,0.017148901217585936,0.7289596302376697,0.728888610660023,0.9944711757263116,0.09988157971592047,39118.36974828184,1.1349002097984184,2.5174821332513315,0.4724436391017769,False,condition_number_growth
5,0.25,0.7353133737514452,0.00865616026713506,0.7352849413001906,0.7352702636371675,0.9977292088112885,0.04991858856014755,36615.81812636149,1.062296305826333,2.520198558415766,0.47337441436034494,False,condition_number_growth
5,0.125,0.7385084647442064,0.004348563144428006,0.738493241451556,0.7384918495050221,0.9995706641014199,0.024953033510315553,35502.58666779295,1.0299992897693406,2.5215517436962607,0.47384144655372995,True,
5,0.0625,0.7401174287050418,0.002179370297045418,0.7401088686770855,0.7401103322837699,1.0009014524901882,0.012474324632664627,34976.19398049277,1.0147276111411796,2.522227071666898,0.474075376777334,True,
5,0.03125,0.7409247735184921,0.0010909142238600628,0.7409195599072131,0.7409214961343489,1.002383208666024,0.0062359982001012285,34720.08855922996,1.0072974933169458,2.522564418559508,0.47419244578388514,True,
