iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number
1,0.125,0.7515896942818244,0.004431517837456833,0.7549352031004883,0.7536789512008434,0.0012562518996449556,371.84117721912986
2,0.125,0.748274384727086,0.004411063083969484,0.7515896942818242,0.7503419603658696,0.0012477339159547851,370.7737830100944
3,0.125,0.7449891917628527,0.004390358712374514,0.7482743847270859,0.7470349728350458,0.001239411892040132,369.70708063596385
4,0.125,0.7417339416257314,0.004369526663089602,0.7449891917628526,0.7437579160929733,0.0012312756698794614,368.6401776047491
5,0.125,0.7385084647442064,0.004348563144428006,0.7417339416257314,0.740510617303107,0.0012233243226243973,367.57532564609687
