benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,2.1,103.65144146271633,14982.81870977172,49.357829267960156,101.55144146271634,48.35782926796016,0.15,0.315,322.38552845306776,322.21939287687513,0.1661355761926302,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,2.1,71.50504099733612,10336.055639739921,34.05001952254101,69.40504099733613,33.050019522541014,0.15,0.315,220.33346348360675,322.21939287687513,-101.88592939326838,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.2,-21.163659279068543,-5076.103678084591,105.81829639534271,20.963659279068544,104.81829639534271,0.3,0.06,349.3943213178091,349.3943213178091,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.2,-15.35578386730214,-3683.0847605724184,76.7789193365107,15.15578386730214,75.7789193365107,0.3,0.06,252.59639778836902,349.3943213178091,-96.79792352944008,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.2,-10.315017625421914,-2474.0569774574465,51.575088127109574,10.115017625421915,50.575088127109574,0.3,0.06,168.58362709036527,349.3943213178091,-180.81069422744383,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.2,-15.448743640778726,-3705.381162240778,77.24371820389364,15.248743640778727,76.24371820389364,0.3,0.06,254.14572734631213,349.3943213178091,-95.24859397149697,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.2,-21.070699505591953,-5053.807276416231,105.35349752795977,20.870699505591954,104.35349752795976,0.3,0.06,347.84499175986593,349.3943213178091,-1.5493295579431674,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.2,-21.17298507372547,-5078.340469933055,105.86492536862735,20.97298507372547,104.86492536862735,0.3,0.06,349.5497512287579,349.3943213178091,0.1554299109487829,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.2,-15.365109661959071,-3685.3215524208836,76.82554830979535,15.165109661959072,75.82554830979535,0.3,0.06,252.75182769931786,349.3943213178091,-96.64249361849124,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.13,-2.8628305230499387,-1241.4666921661767,-22.021773254230297,2.9928305230499386,23.021773254230297,0.3,0.039,76.73924418076766,76.73924418076766,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.13,-0.34404649736281456,-149.19579192460705,-2.6465115181754966,0.47404649736281457,3.6465115181754966,0.3,0.039,12.155038393918323,76.73924418076766,-64.58420578684934,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.13,2.264597087098827,982.0427133823381,17.419977593067898,2.134597087098827,16.4199775930679,0.3,0.039,54.73325864355967,76.73924418076766,-22.005985537207984,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.13,0.04747680786369113,20.588321641321834,0.36520621433608563,0.08252319213630888,0.6347937856639144,0.3,0.039,2.1159792855463815,76.73924418076766,-74.62326489522127,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.13,-3.2543538282764484,-1411.2508057321074,-25.03349098674191,3.3843538282764483,26.03349098674191,0.3,0.039,86.7783032891397,76.73924418076766,10.039059108372044,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.13,-2.88790254882126,-1252.3391782073927,-22.21463499093277,3.01790254882126,23.21463499093277,0.3,0.039,77.38211663644256,76.73924418076766,0.6428724556749046,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.13,-0.36911852313413673,-160.06827796582337,-2.839373254877975,0.49911852313413674,3.839373254877975,0.3,0.039,12.797910849593249,76.73924418076766,-63.941333331174405,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.15,3.969040000604328,951.9742441449481,26.46026667069552,3.819040000604328,25.46026667069552,0.3,0.045,84.86755556898507,84.86755556898507,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.15,3.5064244774506195,841.0159109165312,23.376163183004135,3.3564244774506196,22.37616318300413,0.3,0.045,74.58721061001377,84.86755556898507,-10.280344958971298,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.15,3.5064244774506195,841.0159109165312,23.376163183004135,3.3564244774506196,22.37616318300413,0.3,0.045,74.58721061001377,84.86755556898507,-10.280344958971298,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.15,3.969040000604328,951.9742441449481,26.46026667069552,3.819040000604328,25.46026667069552,0.3,0.045,84.86755556898507,84.86755556898507,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.15,3.5064244774506195,841.0159109165312,23.376163183004135,3.3564244774506196,22.37616318300413,0.3,0.045,74.58721061001377,84.86755556898507,-10.280344958971298,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.15,3.9690177115575525,951.968898117079,26.46011807705035,3.8190177115575525,25.46011807705035,0.3,0.045,84.8670602568345,84.86755556898507,-0.0004953121505621993,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.15,3.506402188403844,841.0105648886621,23.376014589358963,3.356402188403844,22.376014589358963,0.3,0.045,74.58671529786321,84.86755556898507,-10.28084027112186,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,current_default,0,Current matched-BIE pressure integral plus current end term.,True,-0.1,39.61848893251627,17180.56098943419,-396.1848893251627,39.71848893251627,397.1848893251627,0.3,0.03,1323.9496310838758,1323.9496310838758,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,-0.1,24.610506349736582,10672.348106024858,-246.10506349736585,24.710506349736583,247.10506349736582,0.3,0.03,823.6835449912195,1323.9496310838758,-500.26608609265634,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,-0.1,11.142209047212841,4831.819871240796,-111.42209047212842,11.24220904721284,112.4220904721284,0.3,0.03,374.74030157376137,1323.9496310838758,-949.2093295101145,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,-0.1,24.610506349736582,10672.348106024858,-246.10506349736585,24.710506349736583,247.10506349736582,0.3,0.03,823.6835449912195,1323.9496310838758,-500.26608609265634,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,-0.1,39.61848893251627,17180.56098943419,-396.1848893251627,39.71848893251627,397.1848893251627,0.3,0.03,1323.9496310838758,1323.9496310838758,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,-0.1,39.59322480549082,17169.605198668298,-395.93224805490826,39.69322480549082,396.9322480549082,0.3,0.03,1323.1074935163608,1323.9496310838758,-0.8421375675150102,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,-0.1,24.585242222711138,10661.392315258965,-245.8524222271114,24.68524222271114,246.8524222271114,0.3,0.03,822.8414074237047,1323.9496310838758,-501.1082236601711,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.063,-16.280954180889417,-11714.96058085898,-258.42784414110184,16.343954180889416,259.42784414110184,0.15,0.00945,1729.5189609406789,1729.5189609406789,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.063,-10.233891246912727,-7363.796446716053,-162.4427182049639,10.296891246912727,163.4427182049639,0.15,0.00945,1089.618121366426,1729.5189609406789,-639.9008395742528,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.063,-4.8465723259032325,-3487.351117103671,-76.92971945878146,4.909572325903232,77.92971945878146,0.15,0.00945,519.5314630585431,1729.5189609406789,-1209.9874978821358,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.063,-10.27776114777755,-7395.363033883337,-163.1390658377389,10.34076114777755,164.1390658377389,0.15,0.00945,1094.2604389182593,1729.5189609406789,-635.2585220224196,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.063,-16.237084280024593,-11683.393993691698,-257.73149650832687,16.300084280024592,258.73149650832687,0.15,0.00945,1724.8766433888457,1729.5189609406789,-4.64231755183323,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.063,-16.270852670954046,-11707.692039384985,-258.26750271355627,16.333852670954045,259.26750271355627,0.15,0.00945,1728.4500180903751,1729.5189609406789,-1.0689428503037561,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.063,-10.223789736977356,-7356.5279052420565,-162.28237677741834,10.286789736977356,163.28237677741836,0.15,0.00945,1088.5491785161223,1729.5189609406789,-640.9697824245566,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,current_default,0,Current matched-BIE pressure integral plus current end term.,True,0.09,-1.835737120284416,-2388.202660328841,-20.39707911427129,1.925737120284416,21.39707911427129,0.15,0.0135,142.64719409514194,142.64719409514194,0.0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_plus_end,1,"Treats the first aft active station as a free-surface start-up station: it remains in the solved station history, but its pressure-density contribution is excluded from whole-ship integration; the current end term is retained.",False,0.09,-0.6624384724154494,-861.7994944078051,-7.3604274712827715,0.7524384724154494,8.36042747128277,0.15,0.0135,55.73618314188514,142.64719409514194,-86.9110109532568,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_pressure_no_end,2,"Same aft start-up pressure exclusion, but without adding the current end term. This separates pressure-integral sensitivity from end-contour sensitivity.",False,0.09,0.5766672302038297,750.2153756545911,6.407413668931442,0.48666723020382974,5.407413668931442,0.15,0.0135,36.04942445954294,142.64719409514194,-106.59776963559901,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_forward_only_removed_keep_time_end,3,"Keeps the full time-derivative pressure integral and current end term, but excludes the first aft active station only from the forward-speed pressure-gradient integral.",False,0.09,-0.4773922631539673,-621.0635827356755,-5.304358479488527,0.5673922631539673,6.304358479488526,0.15,0.0135,42.0290565299235,142.64719409514194,-100.61813756521843,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,ghost_aft_time_only_removed_keep_forward_end,4,"Keeps the full forward-speed pressure-gradient integral and current end term, but excludes the first aft active station only from the time-derivative pressure integral.",False,0.09,-2.0207833295458997,-2628.9385720009727,-22.45314810606555,2.1107833295458995,23.45314810606555,0.15,0.0135,156.35432070710368,142.64719409514194,13.70712661196174,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,bow_pressure_excluded_plus_end,5,Control candidate excluding the bow active station pressure integral while retaining the current end term; this checks whether endpoint sensitivity is aft-specific.,False,0.09,-1.8236639479045813,-2372.4960637374606,-20.26293275449535,1.9136639479045814,21.26293275449535,0.15,0.0135,141.75288502996898,142.64719409514194,-0.8943090651729619,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,both_end_pressure_excluded_plus_end,6,Control candidate excluding both aft and bow active station pressure integrals while retaining the current end term.,False,0.09,-0.650365300035615,-846.092897816425,-7.226281111506833,0.740365300035615,8.226281111506832,0.15,0.0135,54.84187407671222,142.64719409514194,-87.80532001842971,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate
