benchmark,coefficient,matrix_cell,station_index,x_m,x_over_l,is_configured_end_station,projection_transport_station_contribution_value,stokes_body_forward_station_contribution_value,transport_minus_stokes_mi_station_contribution_value,transport_to_stokes_mi_ratio,transport_stokes_same_sign,station_abs_residual_share_of_total_abs,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A53,53,11,0.8999999999999999,0.3,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,12,0.975,0.325,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,13,1.05,0.35000000000000003,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,14,1.125,0.375,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,15,1.2,0.39999999999999997,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,16,1.275,0.425,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,17,1.3499999999999999,0.44999999999999996,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,18,1.425,0.47500000000000003,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,19,1.5,0.5,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,20,1.575,0.525,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,21,1.65,0.5499999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,22,1.7249999999999999,0.575,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,23,1.7999999999999998,0.6,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,24,1.875,0.625,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,25,1.95,0.65,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,26,2.025,0.6749999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,27,2.1,0.7000000000000001,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,28,2.175,0.725,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,29,2.25,0.75,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,30,2.3249999999999997,0.7749999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,31,2.4,0.7999999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,32,2.475,0.8250000000000001,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,33,2.55,0.85,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,34,2.625,0.875,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,35,2.6999999999999997,0.8999999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,36,2.775,0.9249999999999999,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,37,2.85,0.9500000000000001,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,53,38,2.925,0.975,False,0.0,0.0,0.0,,True,0.0,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,1,0.15,0.049999999999999996,False,2.5153677842148343,-0.07418885768860649,2.5895566419034406,-33.90492673135107,False,0.13037391393727105,near_aft_region;transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,2,0.22499999999999998,0.075,False,-3.202044490631327,-0.4963271608290628,-2.705717329802264,6.451479474310141,True,0.13622214420262013,peak_abs_transport_stokes_residual,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,3,0.3,0.09999999999999999,False,0.7267620616877788,-0.48371802622859783,1.2104800879163766,-1.5024498205165544,False,0.06094287502774561,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,4,0.375,0.125,False,0.5442222123592134,-0.4656025073812339,1.0098247197404473,-1.1688558453436462,False,0.05084067248144753,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,5,0.44999999999999996,0.15,False,0.019063665334803775,-0.4750745710670815,0.49413823640188526,-0.040127732562035924,False,0.024877901824314094,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,6,0.525,0.17500000000000002,False,1.351953210569277,-0.5343007907729929,1.88625400134227,-2.5303223089251956,False,0.09496541332807813,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,7,0.6,0.19999999999999998,False,1.643303673064673,-0.3289281311500488,1.9722318042147218,-4.995935334928951,False,0.09929405495376174,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,8,0.6749999999999999,0.22499999999999998,False,0.3549995455651975,-0.3326639030835961,0.6876634486487936,-1.0671417676356325,False,0.03462112927796225,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,9,0.75,0.25,False,0.4286670837856866,-0.3237138482670195,0.7523809320527061,-1.3242160818282172,False,0.03787939807772735,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,10,0.825,0.27499999999999997,False,0.43204216556314096,-0.31132986292757586,0.7433720284907168,-1.3877312041333028,False,0.037425835487647593,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,11,0.8999999999999999,0.3,False,0.4241290745220315,-0.29663176894298915,0.7207608434650207,-1.429816759119778,False,0.03628745193470358,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,12,0.975,0.325,False,0.40746956946076424,-0.27910151675773187,0.6865710862184962,-1.45993319633035,False,0.03456613315886937,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,13,1.05,0.35000000000000003,False,0.37108765689115814,-0.25968583543706425,0.6307734923282224,-1.428986899753693,False,0.03175694544463183,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,14,1.125,0.375,False,0.3208862156794456,-0.24230706070436075,0.5631932763838063,-1.324295770608845,False,0.02835454940709112,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,15,1.2,0.39999999999999997,False,0.2905457443402073,-0.22908564531587325,0.5196313896560806,-1.2682843743421384,False,0.026161381055689045,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,16,1.275,0.425,False,0.2750793337499255,-0.21014793828046313,0.4852272720303886,-1.3089794551436664,False,0.024429270084321088,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,17,1.3499999999999999,0.44999999999999996,False,0.23594768757580686,-0.1830919568818212,0.4190396444576281,-1.2886840667069936,False,0.021096985352159203,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,18,1.425,0.47500000000000003,False,0.18309195688182114,-0.1585484396897765,0.3416403965715976,-1.1548013795661922,False,0.017200239971341576,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,19,1.5,0.5,False,0.14113370819284568,-0.13934139286673597,0.2804751010595816,-1.0128627630974225,False,0.014120809753831518,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,20,1.575,0.525,False,0.1103508675282359,-0.12371897669591511,0.234069844224151,-0.8919477874397858,False,0.011784488986407661,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,21,1.65,0.5499999999999999,False,0.08582711416876862,-0.11035086752823589,0.1961779816970045,-0.7777656496158285,False,0.009876783881951673,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,22,1.7249999999999999,0.575,False,0.0629099712053105,-0.09845773501115078,0.1613677062164613,-0.6389540770787147,False,0.008124224472284872,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,23,1.7999999999999998,0.6,False,0.038098331019835535,-0.08663041936677332,0.12472875038660886,-0.43978005991793645,False,0.006279598254492809,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,24,1.875,0.625,False,0.015010747138434234,-0.07431397341462473,0.08932472055305896,-0.2019909103054389,False,0.004497145666331224,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,25,1.95,0.65,False,-0.0022577158714885584,-0.06275719529066018,0.06049947941917162,0.03597541064465898,True,0.0030459090160109706,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,26,2.025,0.6749999999999999,False,-0.015402124074919366,-0.05243634790430665,0.037034223829387286,0.2937299161838533,True,0.001864526395034617,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,27,2.1,0.7000000000000001,False,-0.025819577765472668,-0.043217365449265285,0.017397787683792618,0.5974352554133217,True,0.0008759096586195739,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,28,2.175,0.725,False,-0.03286353511625742,-0.03504614219991119,0.0021826070836537675,0.9377219018514598,True,0.00010988561651001141,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,29,2.25,0.75,False,-0.03578076690126271,-0.028001185336160746,-0.0077795815651019624,1.2778304372370768,True,0.0003916710996099552,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,30,2.3249999999999997,0.7749999999999999,False,-0.03478371944655768,-0.022168522363334126,-0.012615197083223551,1.5690589961958221,True,0.0006351251763394435,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,31,2.4,0.7999999999999999,False,-0.028697128487257292,-0.01753703453904108,-0.011160093948216213,1.636372924018113,True,0.0005618665003856106,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,32,2.475,0.8250000000000001,False,-0.027488241640114545,-0.014343037617089282,-0.013145204023025263,1.9164867564289982,True,0.0006618089252243777,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,33,2.55,0.85,False,-0.031313861102295504,-0.011104852227733093,-0.02020900887456241,2.8198359113768965,True,0.0010174435040869016,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,34,2.625,0.875,False,-0.028842296742895308,-0.008255451121171322,-0.020586845621723984,3.493727516468298,True,0.0010364660868563494,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,35,2.6999999999999997,0.8999999999999999,False,-0.01906608434907188,-0.00611145860640454,-0.01295462574266734,3.119727315029421,True,0.0006522140641120007,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,36,2.775,0.9249999999999999,False,-0.058292741838195515,-0.005041152830554494,-0.05325158900764102,11.56337524323453,True,0.002681006458774342,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,37,2.85,0.9500000000000001,False,-0.03380535082116664,0.0010445636652176853,-0.034849914486384324,-32.36313108222242,False,0.0017545550765128018,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,53,38,2.925,0.975,False,0.05379371786159369,-0.0004760235915024218,0.05426974145309611,-113.00641149277999,False,0.002732266399240913,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,55,1,0.15,0.049999999999999996,False,-1.0061471136859323,0.02967554307544262,-1.0358226567613749,-33.90492673135099,False,0.1303739139372709,near_aft_region;transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,55,2,0.22499999999999998,0.075,False,1.2808177962525302,0.19853086433162515,1.0822869319209052,6.451479474310138,True,0.1362221442026201,peak_abs_transport_stokes_residual,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,55,3,0.3,0.09999999999999999,False,-0.29070482467511094,0.19348721049143913,-0.48419203516655007,-1.5024498205165515,False,0.06094287502774555,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,55,4,0.375,0.125,False,-0.2176888849436841,0.1862410029524936,-0.4039298878961777,-1.168855845343639,False,0.050840672481447385,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,55,5,0.44999999999999996,0.15,False,-0.0076254661339209065,0.19002982842683264,-0.19765529456075354,-0.04012773256203274,False,0.024877901824314028,transport_stokes_opposite_sign,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
