benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,mode_column,generalized_row,reference_value,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_beam_squared_ratio,body_potential_norm_to_submerged_area_ratio,inner_free_surface_normal_derivative_norm,free_surface_potential_norm,control_potential_norm,control_normal_derivative_norm,body_pressure_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_to_body_potential_gain,body_pressure_forward_to_time_norm_ratio,pressure_time_formula_ratio,pressure_forward_formula_ratio,body_potential_x_gradient_norm,body_potential_x_gradient_to_potential_gain,body_potential_x_gradient_characteristic_length_m,body_potential_x_gradient_gain_times_l,central_body_potential_x_gradient_gain_times_l,forward_body_potential_x_gradient_gain_times_l,backward_body_potential_x_gradient_gain_times_l,phase_aligned_body_potential_x_gradient_gain_times_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,dominant_force_density_component,dominant_pressure_norm_component,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.8863383578035218,714.88034120392,806.554669455466,835567.642578911,195522.82836346523,915.577053021631,42.52119830419633,1.3273228688976446,2.4430683812503458,25443718.87461066,1324820.1660526446,25409204.66480285,35591.57723061911,19.17936133211997,1.0,1.0,11425.790310982658,15.98280111009997,0.06256725545862374,47.94840333029991,47.94840333029991,29.71823645448268,29.71823645448268,47.94840333029991,23.62859175881358,23.62859175881358,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,1.7006647841539508,409.2913707392752,240.66551771570317,125974.56778678838,57444.40291077548,588.7683060857797,43.03640421518633,5.510964129462119,9.163795212139412,8606692.430797532,758501.0112790996,8573204.23262132,21028.277276532484,11.302825052485929,1.0,1.0,3855.1239657984875,9.419020877071606,0.106168147735426,28.25706263121482,28.25706263121482,36.41698524612315,51.906745500609944,28.25706263121482,2.472961922953549,2.472961922953549,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,2.4285079461883243,153.0620380570123,63.02719260081134,22085.081558244696,14708.664317790968,245.6321928510834,37.43667854755523,0.4655339414244434,1.1867446926009004,5572134.468515249,283655.40774774813,5564909.895485386,36404.41836034974,19.618557388598084,1.0,1.0,2502.380314697732,16.348797823831728,0.06116657694196295,49.04639347149518,49.04639347149518,11.633475905755802,97.37984675224209,49.04639347149518,16.54423869430209,16.54423869430209,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,3.0665915925783223,112.26276961552361,36.60832107125669,9624.723046598398,8315.760712261012,245.23667051054184,30.916523156293792,0.1332144696383994,0.8406678639414915,1026825.3358094417,208045.97988118834,1005528.2892666167,9146.623937090655,4.833202207708399,1.0,1.0,452.1572216243401,4.027668506423666,0.24828259783671758,12.083005519270998,12.083005519270998,8.687234876031749,15.86138964788113,12.083005519270998,16.123934207619925,16.123934207619925,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,4,0.375,0.125,0.13125,0.1875,0.01640625,3.619040520088804,88.195438543374,24.369840031857354,5119.735207960032,5375.721968358034,47.001173983062415,23.38463325170176,0.2675106751792826,0.8382391522975651,512557.7394836901,163444.27004293437,485799.7600810057,5811.612799358294,2.972265469773846,1.0,1.0,218.4502138116932,2.4768878914782047,0.4037324432165562,7.430663674434614,7.430663674434614,6.357000045286618,11.057862669442596,7.430663674434614,15.520083579374464,15.520083579374464,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,4.093740945653644,81.60764222216933,19.934735320468384,3486.1652450839138,4267.06625998271,346.8369004056286,17.955288993600483,0.2708936067126161,0.7564641632090223,721425.3490857502,151235.72979760988,705395.1292262238,8840.169001840975,4.664209510346621,1.0,1.0,317.1959508080055,3.886841258622183,0.2572783227979015,11.66052377586655,11.66052377586655,18.118489067217872,6.870170385366121,11.66052377586655,15.835819035569374,15.835819035569374,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,4.499834530233002,100.52729171594432,22.340219632640355,3349.172340713064,4641.952864228308,709.7605267740626,16.128475476981382,0.10362624447635335,0.5725779748573471,562216.931247121,186297.72792416206,530453.6118749921,5592.679576365724,2.84734343132155,1.0,1.0,238.52976977994948,2.372786192767959,0.42144547327859166,7.1183585783038765,7.1183585783038765,22.516745546014242,14.70851495315163,7.1183585783038765,17.81002635909975,17.81002635909975,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,4.846305594308439,46.55057726525368,9.605373899640842,1262.7652252944251,1939.607386052237,110.86859011566943,14.219043429796697,0.32397421626970196,0.7339556791887544,983481.212756247,86267.7848974562,979690.3414515143,21127.153958847637,11.356386890147249,1.0,1.0,440.5386378199279,9.463655741789374,0.10566741091227833,28.390967225368122,28.390967225368122,8.8511710041111,48.6255505511727,28.390967225368122,10.964271038334967,10.964271038334967,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,5.141313672548004,40.445094646864746,7.8666849025028265,923.7084631918283,1546.2879673831205,82.38237800593376,13.106703688102138,0.29234430469190514,0.7093462928124701,225072.3109983797,74953.07104939657,212225.31026815687,5564.885258979782,2.8314424919066132,1.0,1.0,95.43163297693127,2.3595354099221773,0.42381224532374456,7.078606229766532,7.078606229766532,4.775075520074287,10.187319953441785,7.078606229766532,11.088796769453198,11.088796769453198,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,5.391955160137488,36.02994741229372,6.682167477701169,711.7026649341972,1281.0647968815547,71.51582535547931,12.287925326592392,0.24580429881044996,0.6467941643533784,141987.82551360925,66770.89599811376,125308.37977442778,3940.827997577421,1.8766916019513602,1.0,1.0,56.3475831061673,1.5639096682928,0.6394231203210242,4.6917290048784,4.6917290048784,4.117402023642657,5.360218241379791,4.6917290048784,10.790461608900646,10.790461608900646,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
