benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_forward_gradient_component_value,max_abs_forward_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,phase_aligned_forward,5,8,0,8,0.0,161.60898882939978,1072.164779721481,-94.31717328717653,0.0,6,0,-0.4914206473502742,41.02936119450746,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_forward,11,8,0,8,0.0,161.16654784637652,1083.6895912612142,-101.8313903875003,0.0,6,0,-0.4072834441309119,40.75062337520279,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_forward,2,8,0,8,0.0,161.3313692587301,1085.106703470256,-101.48403391171865,0.0,6,0,-0.40989600675830834,40.85446086498555,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_forward,8,8,0,8,0.0,170.3535783745499,1182.0793695712066,-84.88327194277728,0.0,6,0,-0.5203264584796878,46.53845260795202,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_zero,13,8,0,8,0.0,181.50000869731804,1293.542449033246,-66.39957050150934,0.0,6,0,-0.6294114058699262,53.56070371129595,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_copy_second,14,8,0,8,0.0,189.9759222632225,1400.9040208680353,-49.85107125094038,0.0,6,0,-0.7460196348222113,58.90052925781576,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_central,10,8,0,8,0.0,204.44694724885545,1553.65678733952,-26.878410491247138,0.0,6,0,-0.9019934873200578,66.48614419245713,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_central,4,8,0,8,0.0,239.3311111351117,1717.9176370296534,0.0,13.424745345669805,3,3,-1.1827407400367052,75.36162898068838,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,0,8,0.0,232.43329348600855,1729.5189609406789,0.0,9.947598300641403e-14,1,2,-1.0921237089534341,75.24479864563936,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_central,1,8,0,8,0.0,232.43329348600855,1729.5189609406789,0.0,9.947598300641403e-14,1,2,-1.0921237089534341,75.24479864563936,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_central,7,8,0,8,0.0,273.13245786202947,1925.7412092501274,40.6991643760209,196.22224830944856,0,6,-1.3780110561498635,87.54386266669916,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_backward,12,8,0,8,0.0,281.98348289782217,2023.8526059207602,47.75252557724272,294.3336449800813,0,6,-1.3970243395123458,92.23272188233274,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_backward,6,8,0,8,0.0,293.7075451405582,2035.1351303590618,55.962470075794045,305.6161694183829,0,6,-1.5314763342693298,93.34445467326385,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_backward,3,8,0,8,0.0,285.4947743781395,2043.767789310062,51.14369408290996,314.2488283693831,0,6,-1.4201018721299739,93.3678839927767,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_first_pair_gradient_average,15,8,0,8,0.0,303.6498792136183,2166.5868304431906,68.74038777714648,437.0678695025117,0,6,-1.552117531307372,98.64486927751639,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_backward,9,8,0,8,0.0,385.2754980652088,2565.2274465661694,147.7448706593334,835.7084856254905,0,6,-2.1232833519996386,123.41460418837933,FAIL,diagnostic_startup_pressure_gradient_candidate_not_hard_gate,INFO
