benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,prefix,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,candidate_is_current_default,reference_value,candidate_value,current_computed_value,raw_computed_value,documented_normalization_scale,required_normalization_scale,required_scale_over_documented,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_over_reference,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,1.0,17.442853170208622,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,17.442853170208622,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,1.0,-17.442853170208622,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,18.442853170208622,18.442853170208622,122.95235446805748,109.61902113472415,13.333333333333329,FAIL,FAIL,-17.442853170208622,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,1.0,17.442853170208622,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,17.442853170208622,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,1.0,17.442853170208622,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,17.442853170208622,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,1.0,5.81428439006954,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,4.81428439006954,4.81428439006954,32.09522926713027,109.61902113472415,-77.52379186759387,FAIL,FAIL,5.81428439006954,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,1.0,1.9380947966898465,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,0.9380947966898465,0.9380947966898465,6.2539653112656435,109.61902113472415,-103.3650558234585,FAIL,FAIL,1.9380947966898465,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,1.0,1.0,17.442853170208622,1394.5561109581793,79.95,1394.5561109581793,17.442853170208622,0.0,0.0,0.0,109.61902113472415,-109.61902113472415,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,2.1,103.59910875621567,103.59910875621567,14975.254015609959,144.55002746065114,7131.073340766647,49.33290893153127,101.49910875621568,48.33290893153127,322.21939287687513,322.21939287687513,0.0,FAIL,FAIL,49.33290893153127,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,2.1,-103.59910875621567,103.59910875621567,14975.254015609959,144.55002746065114,7131.073340766647,49.33290893153127,105.69910875621567,50.332908931531264,335.55272621020845,322.21939287687513,13.333333333333314,FAIL,FAIL,-49.33290893153127,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,2.1,103.59910875621567,103.59910875621567,14975.254015609959,144.55002746065114,7131.073340766647,49.33290893153127,101.49910875621568,48.33290893153127,322.21939287687513,322.21939287687513,0.0,FAIL,FAIL,49.33290893153127,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
