case_id,fn_l,wave_height_over_draft,lambda_over_loa,source_statement,response_model,computed_heave_rao_m_per_m,computed_pitch_rao_rad_per_m,computed_pitch_rao_rad_per_wave_slope,speed_mps,fn_b,trim_deg,lambda_w,wave_height_m,wavelength_m,lambda_over_l,lambda_over_b,wavenumber_rad_m,wave_period_s,hull_length_m,hull_beam_m,equilibrium_converged,equilibrium_source,equilibrium_residual_heave,equilibrium_residual_pitch,geometry_note,prediction_status,prediction_note
katayama_fn1.21_hwd0.17_lambda0.8,1.21,0.17,0.8,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.1260314717454167,1.3566505995934552,0.10795882448694104,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,0.5,0.8,2.0,12.566370614359172,0.5659976116060795,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda1.2,1.21,0.17,1.2,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.08540958738507108,0.8103086374312681,0.09672346880793356,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,0.75,1.2,3.0,8.377580409572781,0.6932026720344344,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda1.6,1.21,0.17,1.6,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.12153014808334711,0.9157712344297085,0.145749518700855,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,1.0,1.6,4.0,6.283185307179586,0.8004414986040972,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda2,1.21,0.17,2.0,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.36348657773739423,1.9406933719496706,0.3860886789643354,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,1.25,2.0,5.0,5.026548245743669,0.8949208014452822,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda2.49,1.21,0.17,2.49,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,1.1303465669051143,4.9245802394490354,1.2197440665780308,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,1.5562500000000001,2.49,6.2250000000000005,4.037388149191702,0.9985487643926236,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda3,1.21,0.17,3.0,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,2.7607213950100378,10.390068113811957,3.1005575613274847,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,1.875,3.0,7.5,3.3510321638291125,1.09604966187176,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda3.59,1.21,0.17,3.59,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,2.108996967986682,6.927850407888356,2.4739624239535756,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,2.24375,3.59,8.975,2.8003054293836596,1.1989935017933757,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda4.5,1.21,0.17,4.5,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,1.4572338198308126,4.027949226880577,1.803003834322187,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,2.8125,4.5,11.25,2.234021442552742,1.3423812021679231,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda6,1.21,0.17,6.0,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,1.1895085037400401,2.61519703455776,1.5608307570342517,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,3.75,6.0,15.0,1.6755160819145563,1.550048296853488,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda8,1.21,0.17,8.0,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,1.0907853792656046,1.8819309111824427,1.4975930353606022,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,5.0,8.0,20.0,1.2566370614359172,1.7898416028905644,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn1.21_hwd0.17_lambda10,1.21,0.17,10.0,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,1.0547412779607235,1.493907277361627,1.4860170482066128,2.995613070078477,1.9131779844018693,7.202829242508012,1.816458170800687,0.01003,6.25,10.0,25.0,1.0053096491487339,2.001103746510243,0.625,0.25,True,solved_equilibrium,1.6928783824024908e-16,2.2381080538900046e-16,row_geometry,computed,
katayama_fn3.63_hwd0.17_lambda0.8,3.63,0.17,0.8,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.050883293861967466,0.033443130150211386,0.0026613197379358714,8.98683921023543,5.739533953205608,2.13490900707637,1.547880909255376,0.01003,0.5,0.8,2.0,12.566370614359172,0.5659976116060795,0.625,0.25,True,solved_equilibrium,0.0,-2.221988371102552e-16,row_geometry,computed,
katayama_fn3.63_hwd0.17_lambda1.2,3.63,0.17,1.2,"Katayama, Hinami & Ikeda (2000) Fig. 9/Fig. 10 text: at Fn_L=1.21 the motion amplitudes increase with wavelength; at Fn_L=3.63 the responses show a peak, and increasing wave height lowers the peak and shifts it to a longer wave period/wavelength.",frequency_domain_linear_rao,0.1054311895516829,0.41995933194123275,0.050128952682012964,8.98683921023543,5.739533953205608,2.13490900707637,1.547880909255376,0.01003,0.75,1.2,3.0,8.377580409572781,0.6932026720344344,0.625,0.25,True,solved_equilibrium,0.0,-2.221988371102552e-16,row_geometry,computed,
