benchmark,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status,time_derivative_fit_scale,pressure_gradient_fit_scale,stokes_body_forward_fit_scale,end_term_fit_scale
ma2005_wigley_iii_coefficients,least_squares_time_gradient_end,3,Best-fit global scales for Eq.30 body pressure plus Eq.32 end-contour contribution.,time_derivative+pressure_gradient+end_term,3,25.67545701427344,0.1108926896192528,8,4,4,0.5,0.9206397777963515,5.161798301206373,-231.24247577629447,-76.29161787462472,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.05312673888471069,0.11317548393412726,0.0,-0.22816215156804523
ma2005_wigley_iii_coefficients,least_squares_time_gradient_stokes_end,4,"Best-fit global scales for Eq.30 time pressure, Eq.30 pressure-gradient, Eq.32 Stokes body forward-speed diagnostic, and Eq.32 end-contour contribution.",time_derivative+pressure_gradient+stokes_body_forward+end_term,4,570.4053435589465,0.10960155596053602,8,5,3,0.625,0.4762730180970164,5.181066818958524,-232.30651666072765,-76.70391882679684,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.053671409850342085,0.1870738828945896,-0.10136752579306613,-0.4243362164585602
ma2005_wigley_iii_coefficients,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.496646926588585,8,3,5,0.375,2.2822063334818554,9.040924855273417,-228.80956859731765,-70.81441394973209,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.0517501889580586,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.8613486721059131,8,0,8,0.0,7.1653625188161225,32.519622435854345,-226.66674150516224,-69.07518580980208,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.0,0.023356466701625993,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,4.202220067572604,0.8156419090590495,8,1,7,0.125,2.999769347181715,35.03977846611678,-229.75956619530504,-75.02343894796029,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.05253341799463361,0.02345581194998962,0.0,0.0
