benchmark,metric,expected,actual,rel_error,tolerance,status,note
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_a1_discretization_requirement_summary,A1 Wigley III reported grid counts are compared with the current validation command,pass=3; fail=1; review=1; configured_Nx=41; configured_n1=30; configured_n2=20; configured_n3=20; min_ratio=0.5; conclusion=configured_validation_grid_below_a1_wigley_transverse_recommendations,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_a1_discretization_requirement_audit.csv; summary table: ma2005_wigley_iii_coefficients_a1_discretization_requirement_summary.csv. This diagnostic records the A1 Section 4.2 Wigley III counts Nx=40, n1=30, n2=20, n3=40 and keeps the coarse-grid risk separate from equation-level candidate corrections."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_formula_transport_identity_summary,station-panel Eq.31/Eq.32 zero-m3 transport identity diagnostic is reported,worst_coefficient=A35; dominant_component=interior_distributed_transport; panel_count=30; normal_share=0.910416; boundary_share=0.00864569; longitudinal_end_share=0.277241; interior_share=0.991354; closure_norm=8.48683e-17; proxy_residual_norm=0.991354; conclusion=panel_product_rule_closes_but_eq31_eq32_proxy_or_gate_remains_open,,,INFO,Detail table: ma2005_wigley_iii_coefficients_formula_transport_identity_detail.csv; summary table: ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv. This is the station-panel acceptance view for Eq.31/Eq.32 transport closure and remains diagnostic-only.
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_time_pressure_source_audit,A33/A53 time-pressure source ranking is reported,fail_count=2/2; max_gate=109.619; dominant_rank_1=Eq.30_time_derivative_pressure:2; conclusion=time_pressure_sources_ranked,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_time_pressure_source_audit.csv; summary table: ma2005_wigley_iii_coefficients_time_pressure_source_audit_summary.csv. This table ranks Eq.30 time pressure, forward-speed pressure-gradient, Eq.32 Stokes body, and end-contour sources for A33/A53."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_heave_pressure_radiation_check,A33/A53 open-section heave pressure/radiation diagnostic is reported,"fail_count=2/2; pending_reference=2; station_closure_pass=2; required_scale_range=[0.0377925, 0.0573301]; open_reference=MISSING_OPEN_WIGLEY_SECTION_RADIATION_PRESSURE_REFERENCE; conclusion=open_section_time_integral_closes_but_independent_radiation_scale_reference_is_missing",,,INFO,"Detail table: ma2005_wigley_iii_coefficients_heave_pressure_radiation_check.csv; summary table: ma2005_wigley_iii_coefficients_heave_pressure_radiation_check_summary.csv. This table is the Gate 1 A33/A53 pressure/radiation acceptance view: it links the open-section matched-BIE time-pressure station integral to the closed-cylinder independent 2D pressure-chain reference file, while marking the missing open-Wigley pressure reference explicitly."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_pitch_row_moment_chain_audit,A55/B55 pitch-row moment-chain ranking is reported,fail_count=2/2; max_gate=1729.52; dominant_rank_1=Eq.31_pressure_gradient_moment:2; conclusion=pitch_row_moment_chain_ranked,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_pitch_row_moment_chain_audit.csv; summary table: ma2005_wigley_iii_coefficients_pitch_row_moment_chain_audit_summary.csv. This table keeps the A1 N5/m5, pitch lever, pressure moment, Stokes body, and end-contour evidence in one place."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_candidate_impact_summary,unified diagnostic-only candidate impact summary is reported,best_family=eq30_component_scale_fit; best_candidate=least_squares_time_gradient_end; pass_count=4/8; max_gate=5.1618; affected=all_or_summary_defined,,,INFO,"Summary table: ma2005_wigley_iii_coefficients_candidate_impact_summary.csv. It consolidates current default, zero-m3 transport candidates, and existing formula/candidate summaries without allowing any unverified candidate into production default."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_pressure_sign_candidate_summary,diagnostic-only pressure-sign candidates are reported without changing production default,best=pressure_gradient_flipped_keep_time_end; best_max_gate=484.254; best_pass_fraction=0; current_default_max_gate=1729.52; current_default_pass_fraction=0,,,INFO,Detail table: ma2005_wigley_iii_coefficients_pressure_sign_candidate_detail.csv; summary table: ma2005_wigley_iii_coefficients_pressure_sign_candidate_summary.csv. A candidate may not become the production default unless it improves the Ma 2005 coefficient set under the hard Gate 1 rules and its sign convention is traced back through the BIE equations.
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_eq30_pressure_balance_candidate_summary,diagnostic-only Eq.30/Eq.32 pressure-balance candidates are reported without changing production default,best=time_only_no_gradient_no_end; best_time_scale=1; best_gradient_scale=0; best_stokes_scale=0; best_end_scale=0; best_max_gate=175.568; best_pass_fraction=0; best_improved_rows=5; best_worsened_rows=1; current_default_max_gate=1729.52; current_default_pass_fraction=0,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_eq30_pressure_balance_candidate_detail.csv; summary table: ma2005_wigley_iii_coefficients_eq30_pressure_balance_candidate_summary.csv. These candidates recombine the already computed Eq.30 time-derivative pressure, Eq.30 forward-speed pressure-gradient, Eq.32 Stokes body forward-speed diagnostic, and Eq.32 end-contour contributions. They are diagnostic only and must not become the production default unless the complete Ma 2005 Gate 1 set passes under one traceable pressure-recovery convention."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_eq30_component_scale_fit_summary,diagnostic-only global Eq.30/Eq.32 component-scale least-squares fits are reported,best_fit=least_squares_time_gradient_end; component_set=time_derivative+pressure_gradient+end_term; time_scale=0.0531267; gradient_scale=0.113175; stokes_scale=0; end_scale=-0.228162; best_max_gate=5.1618; best_pass_fraction=0.5; best_improved_rows=8; best_worsened_rows=0,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_eq30_component_scale_fit_detail.csv; summary table: ma2005_wigley_iii_coefficients_eq30_component_scale_fit_summary.csv. These global least-squares fits test whether one shared scale set for Eq.30 time pressure, pressure-gradient, Eq.32 Stokes body, and end-contour terms could explain the Wigley III coefficients. They are diagnostic only and cannot change the production default without a traced equation or convention correction."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_ab_mapping_normalization_exclusion_summary,diagnostic A/B mapping and Eq.34 normalization candidates are excluded unless the full Gate 1 passes,best_candidate=per_coefficient_required_scale; best_pass_count=8; best_max_gate=0; best_default_decision=excluded_per_coefficient_fit_not_shared_convention; median_required_scale_over_documented=-1.47711; per_coefficient_required_scale_spread=22.7133,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_ab_mapping_normalization_exclusion_audit.csv; summary table: ma2005_wigley_iii_coefficients_ab_mapping_normalization_exclusion_summary.csv. This audit compares the current A/B real-imaginary mapping, total sign flip, reference-signed magnitude, Eq.34 length-power candidates, and exact per-coefficient required scales. All entries remain diagnostic-only; per-coefficient required scales are excluded as fitted values."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_coefficient_family_scale_exclusion_summary,diagnostic row/column/A-B coefficient-family scale candidates are excluded unless the full Gate 1 passes,best_candidate=matrix_cell_shared_ab_scale; best_group_count=4; best_pass_count=4; best_max_gate=6.0634; best_group_scale_spread=10.027; best_default_decision=excluded_incomplete_gate1_pass; current_default_max_gate=1729.52; current_default_pass_count=0,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_coefficient_family_scale_exclusion_audit.csv; summary table: ma2005_wigley_iii_coefficients_coefficient_family_scale_exclusion_summary.csv. This audit fits shared scales by A/B family, generalized-force row, radiation-mode column, diagonal/coupling class, and heave/pitch matrix cell. The candidates remain diagnostic-only because a shared family scale is not a valid production correction unless it is traced to Eq.30, Eq.32, or Eq.34 and passes all eight Wigley III coefficients."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_eq31_eq32_forward_identity_summary,diagnostic Eq31 direct-gradient and Eq32 Stokes forward-speed routes are reported separately,best_equation_route=eq32_stokes_time_plus_body_plus_end; best_pass_count=0; best_max_gate=327.304; best_default_decision=excluded_no_coefficients_pass; identity_max_residual_over_tol=832.128; identity_pass_count=2,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_eq31_eq32_forward_identity_audit.csv; summary table: ma2005_wigley_iii_coefficients_eq31_eq32_forward_identity_summary.csv. This audit separates the Eq31 direct-gradient path, the Eq32 Stokes body-plus-end path, and the current hybrid time+gradient+end route, then reports the forward-speed identity residual gradient - (Stokes body + end)."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_complex_forward_identity_summary,diagnostic complex A/B Eq31/Eq32 forward-speed identity closure is reported,pairable=2/4; unpairable=2; identity_pass=0; identity_fail=2; max_identity_norm=0.760344; paired_cells=53;55; unpaired_cells=33;35; conclusion=complex_identity_partially_evaluable_and_not_closed_frequency_pair_gap,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_complex_forward_identity_audit.csv; summary table: ma2005_wigley_iii_coefficients_complex_forward_identity_summary.csv. This audit reconstructs the complex generalized force from same-frequency A/B coefficient pairs and compares the Eq.31 pressure-gradient route with the Eq.32 Stokes body plus end-contour route in magnitude and phase. Frequency-mismatched A/B pairs are reported as not evaluable, not silently paired."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_projection_derivative_balance_summary,"diagnostic Eq31 direct-gradient, projection-derivative, and Eq32 Stokes+end balance is reported",same_frequency=4/8; frequency_gap_or_missing=4; G_vs_D_pass=2; G_vs_SE_pass=2; D_vs_SE_pass=2; max_G_D_norm=0.518447; max_G_SE_norm=0.935589; max_D_SE_norm=0.916519; conclusion=same_frequency_projection_balance_does_not_close,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_projection_derivative_balance_audit.csv; summary table: ma2005_wigley_iii_coefficients_projection_derivative_balance_summary.csv. This audit compares G=direct Eq.31 pressure-gradient, D=d(phi*N_i)/dx projection derivative proxy, and S+E=Eq.32 Stokes body plus end-contour. A/B frequency gaps are reported as weak evidence and the projection proxy remains diagnostic-only."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_projection_transport_summary,diagnostic Eq30 time-pressure projection transport chain is reported,same_frequency=4/8; max_G_T_norm=0.29903; max_T_endpoint_norm=0.264265; max_G_SE_norm=0.935589; max_T_SE_norm=0.916519; conclusions=direct_gradient_matches_projection_transport:1;projection_transport_difference_biased_to_aft_startup_region:2;projection_transport_difference_distributed_along_station_sweep:1;projection_transport_weakened_by_ab_frequency_gap:4,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_projection_transport_audit.csv; summary table: ma2005_wigley_iii_coefficients_projection_transport_summary.csv. This audit reconstructs the section projection rho*int(phi_j*N_i ds) from the Eq.30 time-pressure density, differentiates it along x, and compares that transport derivative with the direct Eq.31 pressure-gradient, endpoint projection jump, and Eq.32 Stokes body plus end-contour route. It is diagnostic only and cannot change the production default."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_geometry_transport_balance_summary,diagnostic changing-section geometry transport balance is reported,same_frequency=4/8; pass=1; fail=3; opposite_sign=0; wrong_magnitude=3; max_norm=0.755838; conclusion=same_frequency_geometry_transport_balance_does_not_close,,,INFO,Detail table: ma2005_wigley_iii_coefficients_geometry_transport_balance_audit.csv; summary table: ma2005_wigley_iii_coefficients_geometry_transport_balance_summary.csv. This audit compares inferred=T-G from the projection-transport chain with required=(Stokes+end)-G from the Eq.31/Eq.32 identity. It makes sign and magnitude mismatches in changing-section transport visible without changing the production default.
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_station_geometry_transport_closure_summary,diagnostic station-wise geometry-transport closure localization is reported,worst_coefficient=B53; peak_station=2; peak_x_over_l=0.075; peak_share=0.122424; first_share=0.101291; configured_end_share=0.101291; centroid_x_over_l=0.203966; max_station_integral_closure=8.88178e-15; conclusion=station_geometry_transport_residual_distributed,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_station_geometry_transport_closure_audit.csv; summary table: ma2005_wigley_iii_coefficients_station_geometry_transport_closure_summary.csv. This audit localizes the station contribution of inferred=(projection transport - direct gradient) versus required=(Stokes body + endpoint end contour - direct gradient), while leaving the production default unchanged."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_interior_mi_transport_consistency_summary,diagnostic interior projection-transport versus Stokes m_i consistency is reported,worst_coefficient=B53; ls_scale=-0.703798; opposite_fraction=0.657895; centroid_x_over_l=0.224136; residual_norm=1.88832; conclusion=interior_transport_opposes_stokes_mi_row,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_interior_mi_transport_consistency_audit.csv; summary table: ma2005_wigley_iii_coefficients_interior_mi_transport_consistency_summary.csv. This audit excludes the configured end station and compares interior projection transport with the Stokes body m_i contribution, so d(N_i ds)/dx and m_i sign/scale problems can be separated from end-contour effects."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_row_measure_transport_summary,diagnostic d(N_i ds)/dx row-measure transport versus Stokes m_i consistency is reported,worst_coefficient=B33; ls_scale=nan; negative_stokes_scale=nan; opposite_fraction=0; centroid_x_over_l=0.120146; residual_norm=1.66648e+301; negative_stokes_residual_norm=1.66648e+301; median_alignment=nan; conclusion=row_measure_transport_nonzero_with_zero_stokes_mi_row,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_row_measure_transport_audit.csv; summary table: ma2005_wigley_iii_coefficients_row_measure_transport_summary.csv. This audit compares the equal-panel-index rho*U*int(phi_j*d(N_i ds)/dx) row-measure transport against the Eq.32 Stokes body rho*U*int(phi_j*m_i ds) contribution, including the A1 Eq.5-Eq.6 expectation that the simple pitch-lever part of d(N5 ds)/dx opposes m5 ds. It is diagnostic-only and does not change matched_bie_station_sweep."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_row_measure_mapping_candidate_overview,diagnostic mapped row-measure derivative candidates are compared without changing default,best_candidate=mapped_normalized_y_central; median_residual_norm=4.6048; max_residual_norm=1.60259e+301; median_scale=-1.60111; conclusion=mapping_candidate_excluded_by_expected_sign_reversal,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_row_measure_mapping_candidate_detail.csv; summary table: ma2005_wigley_iii_coefficients_row_measure_mapping_candidate_summary.csv; overview table: ma2005_wigley_iii_coefficients_row_measure_mapping_candidate_overview.csv. This diagnostic maps adjacent station N_i ds rows onto the current fixed-y, normalized-y, or normalized-arclength body coordinate before taking d(N_i ds)/dx. It is diagnostic-only and does not change matched_bie_station_sweep."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_row_measure_zero_mi_boundary_summary,diagnostic zero-m_i row-measure boundary/source localization is reported,worst_coefficient=B33; source=panel_normal_variation_dominant; dominant_component=normal_variation; configured_end_share=0.335234; interior_share=0.664317; endpoint_panel_share=0.0109821; boundary_share=0.0109821; lever_share=0; eq31_eq32_proxy_residual_norm=0.989018; centroid_x_over_l=0.120146; closure_residual=1.35051e-15,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_row_measure_zero_mi_boundary_audit.csv; summary table: ma2005_wigley_iii_coefficients_row_measure_zero_mi_boundary_summary.csv. This diagnostic isolates the B33/A35/B35 heave-row case where A1 gives m3=0 but d(N3 ds)/dx is nonzero, splitting the row-measure transport into panel-normal variation, panel-length variation, lever variation, product-rule residual, section endpoint/waterline panels, interior panels, boundary share, mapping residual, and an Eq.31-vs-Eq.32 boundary-proxy closure table. It is diagnostic-only and does not change matched_bie_station_sweep."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_summary,diagnostic-only zero-m3 normal-transport coefficient candidates are compared,best_candidate=add_full_zero_m3_transport; pass_count=0/3; improved_rows=3; max_candidate_gate=233.599; median_gate_change=-115.795; conclusion=candidate_partially_improves_zero_m3_rows,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv; summary table: ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_summary.csv. This diagnostic applies candidate coefficient deltas from the full zero-m3 row transport, panel-normal variation, and Eq.31-vs-Eq.32 boundary-proxy residual to B33/A35/B35 only. It cannot change the default unless the complete eight-row Gate 1 closes with a traced derivation."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_row_measure_transport_direction_candidate_summary,diagnostic x-derivative direction candidates are compared without changing default,best_candidate=reversed_x_derivative; median_residual_norm=4.19789; max_residual_norm=1.66648e+301; median_scale=1.77231; conclusion=candidate_excluded_by_zero_mi_rows_and_scale_mismatch,,,INFO,Detail table: ma2005_wigley_iii_coefficients_row_measure_transport_direction_candidate_detail.csv; summary table: ma2005_wigley_iii_coefficients_row_measure_transport_direction_candidate_summary.csv. This diagnostic compares the current equal-panel-index x derivative with a reversed-x derivative against the negative-Stokes target implied by A1 Eq.5-Eq.6. The candidates are diagnostic-only and do not change matched_bie_station_sweep.
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_station_forward_identity_summary,diagnostic station-wise Eq31/Eq32 forward-speed identity residual localization is reported,worst_coefficient=B33; peak_station=1; peak_x_over_l=0.05; peak_share=0.298096; first_share=0.095025; configured_end_share=0.095025; centroid_x_over_l=0.170492; max_station_integral_closure=7.10543e-15; conclusion=residual_distributed_along_station_sweep,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_station_forward_identity_audit.csv; summary table: ma2005_wigley_iii_coefficients_station_forward_identity_summary.csv. This audit converts each station's pressure-gradient and Stokes body densities to trapezoid-weighted coefficient contributions, assigns the end-contour term to the configured end station, and localizes the residual gradient - (Stokes body + end)."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_eq30_component_contribution_summary,"diagnostic Eq30/Eq32 time, gradient, Stokes body, and end-contour contribution dominance is reported",pass=0/8; max_gate=1729.52; max_closure=4.17603e-15; dominant_current=forward_speed_pressure_gradient:6;time_derivative_pressure:2; failure_sources=forward_speed_pressure_gradient_station_mapping:6;time_derivative_body_potential_scale:2,,,INFO,"Detail table: ma2005_wigley_iii_coefficients_eq30_component_contribution_audit.csv; summary table: ma2005_wigley_iii_coefficients_eq30_component_contribution_summary.csv. This audit directly records each Wigley III coefficient's time-derivative pressure, forward-speed pressure-gradient, Stokes body forward-speed, and end-contour terms, plus diagnostic-only inverse scales needed if a single component were adjusted."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_station_mapping_gradient_summary,diagnostic station-mapping and longitudinal-gradient risk audit is reported,"forward_gradient_failures=6; high_mapping_risk=6; peak_near_aft_startup=8; max_body_jump=0.742956; max_panel_y_jump=0.48514; max_beam_jump=0.486842; max_gradient_gain_L=47.9484; conclusion=Forward-gradient-dominant failures coincide with large body-potential, panel, or station-geometry jumps at the pressure-gradient peak.",,,INFO,"Detail table: ma2005_wigley_iii_coefficients_station_mapping_gradient_audit.csv; summary table: ma2005_wigley_iii_coefficients_station_mapping_gradient_summary.csv. This audit cross-links the Eq.30 component split with adjacent-station transfer diagnostics, so forward-speed pressure-gradient failures can be traced to body-potential jumps, panel/section geometry jumps, and longitudinal derivative amplification. It is diagnostic only and does not change the production default."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_station_marching_direction_summary,diagnostic A1 station marching direction audit is reported,"a1_match=8/8; mismatch=0; aft_peak=8; bow_start_peak=0; march_start_peak=0; first_x_range=[0.975, 0.975]; last_x_range=[0.025, 0.025]; conclusion=a1_bow_to_aft_marching_confirmed_aft_terminal_gradient_peak_remains",,,INFO,"Detail table: ma2005_wigley_iii_coefficients_station_marching_direction_audit.csv; summary table: ma2005_wigley_iii_coefficients_station_marching_direction_summary.csv. This diagnostic verifies that the stored aft-to-bow station array is marched in A1 bow-to-aft local-time order, then separates aft-terminal pressure-gradient peaks from true marching-start peaks. It is diagnostic only and does not change the production default."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_aft_terminal_end_closure_summary,diagnostic aft-terminal residual and end-contour closure audit is reported,"finite_end_scale=6/8; scale_abs_range=[2.45965, 2.77206]; scale_abs_spread=1.12701; terminal_10pct_high_share=0/8; terminal_10pct_share_range=[0, 0.571398]; end_endpoint_ratio_range=[1.30761, 1.33896]; conclusion=end_scale_not_finite_for_all_rows_terminal_band_not_sufficient",,,INFO,Detail table: ma2005_wigley_iii_coefficients_aft_terminal_end_closure_audit.csv; summary table: ma2005_wigley_iii_coefficients_aft_terminal_end_closure_summary.csv. This diagnostic checks whether the Eq.31/Eq.32 forward-speed residual is concentrated in the aft terminal band and whether a single shared end-contour scale could close the residual. It is diagnostic only and does not change the production default.
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_stokes_end_lever_consistency_summary,"diagnostic Eq31/Eq32 Stokes body, end-contour, and lever consistency is reported","identity_pass=2/8; identity_fail=6; heave_m3_zero_pass=4/4; end_lever_pass=8/8; max_identity_residual_over_tol=832.128; end_ratio_abs_range=[1.30761, 1.33896]; conclusion=eq31_eq32_stokes_end_identity_not_closed",,,INFO,"Detail table: ma2005_wigley_iii_coefficients_stokes_end_lever_consistency_audit.csv; summary table: ma2005_wigley_iii_coefficients_stokes_end_lever_consistency_summary.csv. This audit keeps the Eq.32 Stokes body row, C_A end-contour lever, endpoint pressure relation, and Eq.31/Eq.32 forward-speed identity residual visible without changing the production default."
ma2005_wigley_iii_coefficients,ma2005_wigley_iii_coefficients_section_force_derivative_summary,diagnostic A/B reconstructed section-force derivative path is reported,worst_coefficient=B33; matrix_cell=33; peak_station=1; peak_x_over_l=0.05; peak_share=0.399017; first_share=0.0377469; centroid_x_over_l=0.127321; max_station_integral_closure=1.42109e-14; conclusion=difference_biased_to_aft_startup_region,,,INFO,Detail table: ma2005_wigley_iii_coefficients_section_force_derivative_audit.csv; summary table: ma2005_wigley_iii_coefficients_section_force_derivative_summary.csv. This audit reconstructs complex station-force density from A/B coefficient pairs and compares the current Eq.30 pressure-gradient density with U/(-i omega) times the longitudinal derivative of the time-pressure station-force density.
