benchmark,candidate_name,candidate_order,pitch_oscillation_scale,pitch_forward_speed_scale,row_count,affected_pitch_radiation_column_count,unaffected_row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,pitch_body_condition_zero,3,0.0,0.0,8,4,4,0,8,0.0,45.76711111782587,1323.9496310838758,-36.702955423717164,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_oscillation_only,1,1.0,0.0,8,4,4,0,8,0.0,182.62966173573892,1323.9496310838758,0.0,178.90105815598605,2,2,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_forward_only,2,0.0,1.0,8,4,4,0,8,0.0,239.59735686497908,1683.639743175291,0.0,98.82848064188494,3,1,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_combined,0,1.0,1.0,8,4,4,0,8,0.0,232.43329348600855,1729.5189609406789,0.0,0.0,0,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
