benchmark,source_row,coefficient,candidate_name,candidate_source_column,candidate_description,reference_value,candidate_value,abs_error,rel_error,tolerance,gate_error_ratio,status
ma2005_wigley_iii_coefficients,0,A33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,1.0,17.442853170208622,16.442853170208622,16.442853170208622,0.15,109.61902113472415,FAIL
ma2005_wigley_iii_coefficients,0,A33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,1.0,-17.442853170208622,18.442853170208622,18.442853170208622,0.15,122.95235446805748,FAIL
ma2005_wigley_iii_coefficients,0,A33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,1.0,17.442853170208622,16.442853170208622,16.442853170208622,0.15,109.61902113472415,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,1.0,-17.442853170208622,18.442853170208622,18.442853170208622,0.15,122.95235446805748,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,1.0,-17.442853170208622,18.442853170208622,18.442853170208622,0.15,122.95235446805748,FAIL
ma2005_wigley_iii_coefficients,0,A33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",1.0,-17.442853170208622,18.442853170208622,18.442853170208622,0.15,122.95235446805748,FAIL
ma2005_wigley_iii_coefficients,1,B33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,2.1,103.59910875621567,101.49910875621568,48.33290893153127,0.15,322.21939287687513,FAIL
ma2005_wigley_iii_coefficients,1,B33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,2.1,103.59910875621567,101.49910875621568,48.33290893153127,0.15,322.21939287687513,FAIL
ma2005_wigley_iii_coefficients,1,B33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,2.1,-46.890488535063064,48.990488535063065,23.328804064315744,0.15,155.52536042877162,FAIL
ma2005_wigley_iii_coefficients,1,B33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,2.1,-46.890488535063064,48.990488535063065,23.328804064315744,0.15,155.52536042877162,FAIL
