benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,relative,FAIL,43.03640421518633,53.43771530662756,915.577053021631,1138.9621531141183,108913.13420375247,58.76162555301845,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,1.0,0.9115360601754446,72.8773080110268,0.9115360601754446,0.08846393982455536,0.08846393982455536,0.15,0.0,0.15,0.5897595988303691,109.61902113472415,-109.02926153589378,relative,PASS,0.0,0.0,3.886159451749974,4.981354589345224,107033.69789998796,57.74732183191099,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,1.0,0.9115360601754446,72.8773080110268,0.9115360601754446,0.08846393982455536,0.08846393982455536,0.15,0.0,0.15,0.5897595988303691,109.61902113472415,-109.02926153589378,relative,PASS,0.0,0.0,3.886159451749974,4.981354589345224,107033.69789998796,57.74732183191099,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,1.0,9.520370429350761,761.1536158265933,9.520370429350761,8.520370429350761,8.520370429350761,0.15,0.0,0.15,56.80246952900507,109.61902113472415,-52.81655160571908,relative,FAIL,21.24275140957567,26.400806847908044,479.32073581915165,599.0588905586053,107973.99278808724,58.25478559876305,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,1.0,5.244236482554043,419.27670678019575,5.244236482554043,4.244236482554043,4.244236482554043,0.15,0.0,0.15,28.29490988369362,109.61902113472415,-81.32411125103053,relative,FAIL,9.101547627934643,11.38563736021576,189.60400078101435,241.77425646240962,107498.70983002037,57.99828231643653,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,1.0,1.9671397762039204,157.27282510750345,1.9671397762039204,0.9671397762039204,0.9671397762039204,0.15,0.0,0.15,6.447598508026137,109.61902113472415,-103.17142262669802,relative,FAIL,1.5405301935752764,1.9006196581459966,43.75430932555681,55.502735203358206,107144.72175455953,57.80723989482528,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,1.0,-1121429.4822038799,-89658287.1022002,-1121429.4822038799,1121430.4822038799,1121430.4822038799,0.15,0.0,0.15,7476203.214692533,109.61902113472415,7476093.595671399,relative,FAIL,230235524.90135098,398062787.52489436,9010731875.279732,15581285336.415865,128240.5774613045,69.1921040516044,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,outer_history_rhs_disabled,7,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,1.0,17.429881387633056,1393.5190169412629,17.429881387633056,16.429881387633056,16.429881387633056,0.15,0.0,0.15,109.53254258422038,109.61902113472415,-0.08647855050377018,relative,FAIL,42.99008785772685,53.374045356781586,914.64122122954,1137.6653030547452,108905.96997280886,58.757759134304074,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,2.1,103.59910875621567,14975.254015609959,49.332908931531264,101.49910875621568,48.33290893153127,0.15,0.0,0.315,322.21939287687513,322.21939287687513,0.0,relative,FAIL,86.07280843037266,58.49057231374766,1831.154106043262,1252.0238639977952,108960.42361215768,29.380812776509224,75.24479864563936,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,2.1,0.038100072913463595,5.5073665858939735,0.018142891863554094,2.0618999270865364,0.9818571081364459,0.15,0.0,0.315,6.545714054242972,322.21939287687513,-315.67367882263216,relative,FAIL,0.0,0.0,7.772318903499948,7.0248615322831345,107081.81730715133,28.873660915955494,5.999430104250195e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,2.1,0.038100072913463595,5.5073665858939735,0.018142891863554094,2.0618999270865364,0.9818571081364459,0.15,0.0,0.315,6.545714054242972,322.21939287687513,-315.67367882263216,relative,FAIL,0.0,0.0,7.772318903499948,7.0248615322831345,107081.81730715133,28.873660915955494,5.999430104250195e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,2.1,52.90226902167005,7647.02443981316,25.191556676985737,50.80226902167005,24.191556676985737,0.15,0.0,0.315,161.27704451323825,322.21939287687513,-160.94234836363688,relative,FAIL,42.48550281915134,28.958436130122514,958.6414716383033,665.5623701748679,108021.6933317478,29.127392799381525,38.52101609083078,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1.0,1.0,2.1,25.368387600052458,3667.0011242200244,12.08018457145355,23.268387600052456,11.08018457145355,0.15,0.0,0.315,73.86789714302367,322.21939287687513,-248.35149573385146,relative,FAIL,18.203095255869286,12.675569468373896,379.2080015620287,280.2080641723981,107546.62117786486,28.999141158218265,18.577862953314202,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_time_step_quarter,5,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1.0,1.0,2.1,5.293183775234015,765.1298600643498,2.5205637024923875,3.1931837752340146,1.520563702492388,0.15,0.0,0.315,10.137091349949253,322.21939287687513,-312.0823015269259,relative,FAIL,3.081060387150553,2.0486709305582096,87.50861865111362,63.65402936917885,107192.79132254294,28.90361994741264,3.935853858186391,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_flipped,6,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,2.1,-72612963.93980867,-10496205931.498613,-34577601.87609936,72612966.03980866,34577602.87609936,0.15,0.0,0.315,230517352.50732908,322.21939287687513,230517030.2879362,relative,FAIL,460471049.80270195,636254396.0755128,18021463750.559464,24906842488.951576,128280.74219954094,34.5960520258022,-46619424.12515604,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
