benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,end_term_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,base_time_plus_pressure_gradient_value,end_term_component_value,candidate_end_contribution_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,17.442853170208622,0.0,0.0,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,17.442853170208622,0.0,0.0,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,17.442853170208622,0.0,-0.0,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,17.442853170208622,0.0,0.0,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,17.442853170208622,0.0,0.0,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,2.1,103.59910875621566,14975.254015609957,49.332908931531264,75.24479864563936,28.354310110576296,28.354310110576296,101.49910875621566,48.332908931531264,0.15,0.0,0.315,322.21939287687513,322.21939287687513,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,2.1,75.24479864563936,10876.637710498335,35.8308564979235,75.24479864563936,28.354310110576296,0.0,73.14479864563937,34.830856497923506,0.15,0.0,0.315,232.20570998615673,322.21939287687513,-90.0136828907184,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,2.1,46.89048853506307,6778.021405386714,22.328804064315747,75.24479864563936,28.354310110576296,-28.354310110576296,44.79048853506307,21.328804064315747,0.15,0.0,0.315,142.1920270954383,322.21939287687513,-180.02736578143683,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,2.1,89.42195370092752,12925.945863054147,42.581882714727385,75.24479864563936,28.354310110576296,14.177155055288148,87.32195370092752,41.58188271472739,0.15,0.0,0.315,277.2125514315159,322.21939287687513,-45.006841445359214,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,2.1,131.95341886679196,19073.87032072158,62.83496136513903,75.24479864563936,28.354310110576296,56.70862022115259,129.85341886679197,61.83496136513903,0.15,0.0,0.315,412.23307576759356,322.21939287687513,90.01368289071843,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,-0.2,-21.16365927906854,-5076.10367808459,105.8182963953427,-16.122893037188312,-5.040766241880227,-5.040766241880227,20.96365927906854,104.8182963953427,0.3,0.0,0.06,349.39432131780904,349.3943213178091,-5.684341886080802e-14,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,-0.2,-16.122893037188312,-3867.075894969617,80.61446518594155,-16.122893037188312,-5.040766241880227,-0.0,15.922893037188313,79.61446518594155,0.3,0.0,0.06,265.38155061980524,349.3943213178091,-84.01277069800386,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
