benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,endpoint_label,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,configured_end_station_x_over_l,end_term_lever_arm_m,station_pitch_moment_lever_arm_m,end_lever_minus_station_moment_lever_m,endpoint_total_pressure_integral_value,endpoint_time_integral_value,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_density_integral_value,end_term_component_value,end_to_endpoint_forward_ratio,end_to_endpoint_pressure_ratio,endpoint_forward_plus_end_value,endpoint_pressure_plus_end_value,endpoint_forward_minus_end_value,abs_endpoint_forward_plus_end_value,abs_endpoint_pressure_plus_end_value,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.8860721909555093,0.8860721909555093,0.0,0.0,0.8860721909555093,0.0,,0.0,0.0,0.8860721909555093,0.0,0.0,0.8860721909555093,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.8860721909555093,0.8860721909555093,0.0,0.0,0.8860721909555093,0.0,,0.0,0.0,0.8860721909555093,0.0,0.0,0.8860721909555093,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.0011900589787560542,0.0011900589787560542,0.0,0.0,0.0011900589787560542,0.0,,0.0,0.0,0.0011900589787560542,0.0,0.0,0.0011900589787560542,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,21.68409493434342,-0.0,21.68409493434342,-0.0,21.68409493434342,28.354310110576296,1.3076086503231703,1.3076086503231703,50.03840504491971,50.03840504491971,-6.670215176232876,50.03840504491971,50.03840504491971,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,21.68409493434342,-0.0,21.68409493434342,-0.0,21.68409493434342,28.354310110576296,1.3076086503231703,1.3076086503231703,50.03840504491971,50.03840504491971,-6.670215176232876,50.03840504491971,50.03840504491971,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.06857636400582257,-0.0,-0.06857636400582257,-0.0,-0.06857636400582257,28.354310110576296,-413.4705961979675,-413.4705961979675,28.285733746570475,28.285733746570475,-28.422886474582118,28.285733746570475,28.285733746570475,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-3.9364703225643645,-0.08152011201442622,-3.854950210549938,0.0,-3.936470322564365,-5.040766241880227,1.3076086503231705,1.2805294664577789,-8.895716452430165,-8.977236564444592,1.1858160313302886,8.895716452430165,8.977236564444592,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-3.9364703225643645,-0.08152011201442622,-3.854950210549938,0.0,-3.936470322564365,-5.040766241880227,1.3076086503231705,1.2805294664577789,-8.895716452430165,-8.977236564444592,1.1858160313302886,8.895716452430165,8.977236564444592,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.011626075586125991,-0.0005652780149091258,0.012191353601035118,0.0,0.01162607558612599,-5.040766241880227,-413.4705961979674,-433.5741845593743,-5.028574888279191,-5.0291401662941,5.052957595481262,5.028574888279191,5.0291401662941,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-1.5938334523904627,0.3544288763822035,-1.9482623287726661,-0.0,-1.5938334523904623,-2.6086435844616416,1.3389591052171046,1.6367102726756968,-4.556905913234308,-4.2024770368521045,0.6603812556889754,4.556905913234308,4.2024770368521045,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-1.5938334523904627,0.3544288763822035,-1.9482623287726661,-0.0,-1.5938334523904623,-2.6086435844616416,1.3389591052171046,1.6367102726756968,-4.556905913234308,-4.2024770368521045,0.6603812556889754,4.556905913234308,4.2024770368521045,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.03163043130958086,0.0004760235915024218,0.03115440771807844,-0.0,0.03163043130958086,-2.6086435844616416,-83.7327291877189,-82.47258973264405,-2.5774891767435633,-2.577013153152061,2.63979799217972,2.5774891767435633,2.577013153152061,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.42088429070386685,0.42088429070386685,0.0,0.0,0.42088429070386685,0.0,,0.0,0.0,0.42088429070386685,0.0,0.0,0.42088429070386685,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.42088429070386685,0.42088429070386685,0.0,0.0,0.42088429070386685,0.0,,0.0,0.0,0.42088429070386685,0.0,0.0,0.42088429070386685,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.0005652780149091256,-0.0005652780149091256,0.0,0.0,-0.0005652780149091256,0.0,,-0.0,0.0,-0.0005652780149091256,0.0,0.0,0.0005652780149091256,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,10.299945093813124,-0.0,10.299945093813124,-0.35442887638220366,10.299945093813124,13.468297302523743,1.3076086503231708,1.3076086503231708,23.768242396336866,23.768242396336866,-3.168352208710619,23.768242396336866,23.768242396336866,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,10.299945093813124,-0.0,10.299945093813124,-0.35442887638220366,10.299945093813124,13.468297302523743,1.3076086503231708,1.3076086503231708,23.768242396336866,23.768242396336866,-3.168352208710619,23.768242396336866,23.768242396336866,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.03257377290276571,-0.0,0.03257377290276571,-0.0004760235915024218,0.03257377290276571,13.468297302523743,413.47059619796767,413.47059619796767,13.500871075426508,13.500871075426508,-13.435723529620978,13.500871075426508,13.500871075426508,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-4.158700090732101,-0.038722053206852465,-4.119978037525248,0.1417715505528814,-4.1587000907321,-5.387318921009494,1.3076086503231703,1.2954333814586534,-9.507296958534742,-9.546019011741596,1.2673408834842457,9.507296958534742,9.546019011741596,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-4.158700090732101,-0.038722053206852465,-4.119978037525248,0.1417715505528814,-4.1587000907321,-5.387318921009494,1.3076086503231703,1.2954333814586534,-9.507296958534742,-9.546019011741596,1.2673408834842457,9.507296958534742,9.546019011741596,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.012761002104024446,0.0002685070570818347,-0.013029509161106281,0.00019040943660096873,-0.012761002104024444,-5.387318921009494,413.47059619796755,422.1705221183603,-5.400348430170601,-5.400079923113519,5.3742894118483875,5.400348430170601,5.400079923113519,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.7570708898854692,0.16835371628154666,-0.9254246061670159,0.0326080448057705,-0.7570708898854692,-1.239105702619279,1.3389591052171046,1.6367102726756972,-2.1645303087862953,-1.9961765925047483,0.31368109645226316,2.1645303087862953,1.9961765925047483,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.7570708898854692,0.16835371628154666,-0.9254246061670159,0.0326080448057705,-0.7570708898854692,-1.239105702619279,1.3389591052171046,1.6367102726756972,-2.1645303087862953,-1.9961765925047483,0.31368109645226316,2.1645303087862953,1.9961765925047483,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,1.0,B55,0.09,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.015024454872050903,-0.00022611120596365033,-0.014798343666087253,0.0002261112059636503,-0.015024454872050905,-1.239105702619279,83.73272918771889,82.47258973264404,-1.2539040462853663,-1.25413015749133,1.2243073589531919,1.2539040462853663,1.25413015749133,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
