benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,pair_index,left_station_index,right_station_index,x_left_m,x_right_m,x_mid_m,x_left_over_l,x_right_over_l,x_mid_over_l,dx_m,free_surface_potential_norm_left,free_surface_potential_norm_right,inner_free_surface_normal_derivative_norm_left,inner_free_surface_normal_derivative_norm_right,free_surface_increment_to_normal_derivative_gain_left,free_surface_increment_to_normal_derivative_gain_right,body_potential_norm_left,body_potential_norm_right,body_to_free_surface_potential_gain_left,body_to_free_surface_potential_gain_right,body_pressure_to_free_surface_potential_after_gain_left,body_pressure_to_free_surface_potential_after_gain_right,body_potential_adjacent_relative_jump,body_potential_adjacent_symmetric_norm_ratio,body_potential_adjacent_phase_deg,body_potential_adjacent_real_alignment,phase_aligned_body_potential_adjacent_relative_jump,phase_aligned_body_potential_adjacent_phase_deg,phase_aligned_body_potential_adjacent_real_alignment,body_potential_x_gradient_norm_left,body_potential_x_gradient_norm_right,body_potential_x_gradient_gain_times_l_left,body_potential_x_gradient_gain_times_l_right,body_potential_x_gradient_gain_times_l_pair_max,phase_aligned_body_potential_x_gradient_gain_times_l_left,phase_aligned_body_potential_x_gradient_gain_times_l_right,phase_aligned_body_potential_x_gradient_gain_times_l_pair_max,phase_aligned_gradient_gain_to_raw_gain_ratio_pair_max,central_gradient_gain_times_l_pair_max,forward_gradient_gain_times_l_pair_max,backward_gradient_gain_times_l_pair_max,body_pressure_forward_to_time_norm_ratio_left,body_pressure_forward_to_time_norm_ratio_right,total_density_left_value_per_m,total_density_right_value_per_m,time_derivative_density_left_value_per_m,time_derivative_density_right_value_per_m,pressure_gradient_density_left_value_per_m,pressure_gradient_density_right_value_per_m,pressure_gradient_density_abs_pair_max,pressure_gradient_density_pair_cancellation_index,pressure_gradient_density_pair_sign_change,stokes_body_forward_density_left_value_per_m,stokes_body_forward_density_right_value_per_m,body_panel_mid_y_adjacent_relative_jump,body_panel_mid_z_adjacent_relative_jump,body_panel_normal_adjacent_relative_jump,body_panel_length_adjacent_relative_jump,station_waterplane_beam_adjacent_relative_jump,station_effective_draft_adjacent_relative_jump,station_submerged_area_adjacent_relative_jump,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0,1,0.075,0.15,0.11249999999999999,0.024999999999999998,0.049999999999999996,0.0375,0.075,42.52119830419633,43.03640421518633,915.577053021631,588.7683060857797,0.013725662931338124,0.005485925622328734,714.88034120392,409.2913707392752,16.812328196624925,9.510352414499533,758548.3186572059,202409.45161576397,0.7429559113620668,1.746629399766431,0.0,0.6775250570196111,0.7429559113620668,0.0,0.6775250570196111,11425.790310982658,3855.1239657984875,47.94840333029991,28.25706263121482,47.94840333029991,47.94840333029991,28.25706263121482,47.94840333029991,1.0,47.94840333029991,36.41698524612315,51.906745500609944,19.17936133211997,11.302825052485929,23.62859175881358,2.472961922953549,23.62859175881358,2.472961922953549,0.0,0.0,0.0,0.0,False,0.0,0.0,0.485140298609565,0.005135307284952252,0.08350162969359251,0.010966893551240104,0.4868421052631576,0.0,0.4868421052631576,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,1,1,2,0.15,0.22499999999999998,0.1875,0.049999999999999996,0.075,0.0625,0.07499999999999998,43.03640421518633,37.43667854755523,588.7683060857797,245.6321928510834,0.005485925622328734,0.023711581994312815,409.2913707392752,153.0620380570123,9.510352414499533,4.088558173305358,202409.45161576397,129474.90781650852,0.9104246311530785,2.67402274224797,0.0,0.41578293164752106,0.9104246311530785,0.0,0.41578293164752106,3855.1239657984875,2502.380314697732,28.25706263121482,49.04639347149518,49.04639347149518,28.25706263121482,49.04639347149518,49.04639347149518,1.0,49.04639347149518,36.41698524612315,97.37984675224209,11.302825052485929,19.618557388598084,2.472961922953549,16.54423869430209,2.472961922953549,16.54423869430209,0.0,0.0,0.0,0.0,False,0.0,0.0,0.3120460602737697,0.0073839477559465945,0.07642811694600193,0.016188813291905427,0.3153153153153157,0.0,0.3153153153153157,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,2,2,3,0.22499999999999998,0.3,0.26249999999999996,0.075,0.09999999999999999,0.0875,0.07500000000000001,37.43667854755523,30.916523156293792,245.6321928510834,245.23667051054184,0.023711581994312815,0.02927492751252294,153.0620380570123,112.26276961552361,4.088558173305358,3.631157651460231,129474.90781650852,27428.32365603913,0.29083689764389514,1.3634265267213486,0.0,0.990772894557085,0.29083689764389514,0.0,0.990772894557085,2502.380314697732,452.1572216243401,49.04639347149518,12.083005519270998,49.04639347149518,49.04639347149518,12.083005519270998,49.04639347149518,1.0,49.04639347149518,11.633475905755802,97.37984675224209,19.618557388598084,4.833202207708399,16.54423869430209,16.123934207619925,16.54423869430209,16.123934207619925,0.0,0.0,0.0,0.0,False,0.0,0.0,0.22482111515351885,0.008707719125905627,0.06906170149917161,0.0197658599471255,0.22916666666666619,0.0,0.22916666666666619,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,3,3,4,0.3,0.375,0.3375,0.09999999999999999,0.125,0.11249999999999999,0.07500000000000001,30.916523156293792,23.38463325170176,245.23667051054184,47.001173983062415,0.02927492751252294,0.20858439551360114,112.26276961552361,88.195438543374,3.631157651460231,3.7715125823902236,27428.32365603913,16578.763947437823,0.21718087190079371,1.272886347294633,0.0,0.999231767343366,0.21718087190079371,0.0,0.999231767343366,452.1572216243401,218.4502138116932,12.083005519270998,7.430663674434614,12.083005519270998,12.083005519270998,7.430663674434614,12.083005519270998,1.0,12.083005519270998,8.687234876031749,15.86138964788113,4.833202207708399,2.972265469773846,16.123934207619925,15.520083579374464,16.123934207619925,15.520083579374464,0.0,0.0,0.0,0.0,False,0.0,0.0,0.17218897571741956,0.009288053981080324,0.061836590775214605,0.021931043331650323,0.1771428571428575,0.0,0.1771428571428575,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,4,4,5,0.375,0.44999999999999996,0.4125,0.125,0.15,0.1375,0.07499999999999996,23.38463325170176,17.955288993600483,47.001173983062415,346.8369004056286,0.20858439551360114,0.029754820096146897,88.195438543374,81.60764222216933,3.7715125823902236,4.545047548455246,16578.763947437823,30850.40254087586,0.15892500113216537,1.0807252377573904,0.0,0.9893668802723713,0.15892500113216537,0.0,0.9893668802723713,218.4502138116932,317.1959508080055,7.430663674434614,11.66052377586655,11.66052377586655,7.430663674434614,11.66052377586655,11.66052377586655,1.0,11.66052377586655,18.118489067217872,11.057862669442596,2.972265469773846,4.664209510346621,15.520083579374464,15.835819035569374,15.520083579374464,15.835819035569374,0.0,0.0,0.0,0.0,False,0.0,0.0,0.13696093868454243,0.009332708124751087,0.055004999217475495,0.02296303012299729,0.14215686274509798,0.0,0.14215686274509798,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,5,5,6,0.44999999999999996,0.525,0.4875,0.15,0.17500000000000002,0.1625,0.07500000000000007,17.955288993600483,16.128475476981382,346.8369004056286,709.7605267740626,0.029754820096146897,0.00920521981055398,81.60764222216933,100.52729171594432,4.545047548455246,6.232907249009196,30850.40254087586,31312.05136533881,0.36771287382879103,1.231836737082392,0.0,0.938536292359265,0.36771287382879103,0.0,0.938536292359265,317.1959508080055,238.52976977994948,11.66052377586655,7.1183585783038765,11.66052377586655,11.66052377586655,7.1183585783038765,11.66052377586655,1.0,11.66052377586655,22.516745546014242,14.70851495315163,4.664209510346621,2.84734343132155,15.835819035569374,17.81002635909975,15.835819035569374,17.81002635909975,0.0,0.0,0.0,0.0,False,0.0,0.0,0.11170547897439224,0.009021683298446163,0.04868482745611095,0.023123813408610073,0.11688311688311712,0.0,0.11688311688311712,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,6,6,7,0.525,0.6,0.5625,0.17500000000000002,0.19999999999999998,0.1875,0.07499999999999996,16.128475476981382,14.219043429796697,709.7605267740626,110.86859011566943,0.00920521981055398,0.026132753547929537,100.52729171594432,46.55057726525368,6.232907249009196,3.2738191915009334,31312.05136533881,60977.94017542916,0.5629186386503559,2.1595283586521705,0.0,0.9691433574024731,0.5629186386503559,0.0,0.9691433574024731,238.52976977994948,440.5386378199279,7.1183585783038765,28.390967225368122,28.390967225368122,7.1183585783038765,28.390967225368122,28.390967225368122,1.0,28.390967225368122,22.516745546014242,48.6255505511727,2.84734343132155,11.356386890147249,17.81002635909975,10.964271038334967,17.81002635909975,10.964271038334967,0.0,0.0,0.0,0.0,False,0.0,0.0,0.09267043423769909,0.00849092935896646,0.04290914233764085,0.02263355997342781,0.09765624999999967,0.0,0.09765624999999967,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,7,7,8,0.6,0.6749999999999999,0.6375,0.19999999999999998,0.22499999999999998,0.21249999999999997,0.07499999999999996,14.219043429796697,13.106703688102138,110.86859011566943,82.38237800593376,0.026132753547929537,0.02025070944243137,46.55057726525368,40.445094646864746,3.2738191915009334,3.0858326860307033,60977.94017542916,15828.934773961637,0.2212792751027774,1.1509573082149338,0.0,0.981721597885382,0.2212792751027774,0.0,0.981721597885382,440.5386378199279,95.43163297693127,28.390967225368122,7.078606229766532,28.390967225368122,28.390967225368122,7.078606229766532,28.390967225368122,1.0,28.390967225368122,8.8511710041111,48.6255505511727,11.356386890147249,2.8314424919066132,10.964271038334967,11.088796769453198,10.964271038334967,11.088796769453198,0.0,0.0,0.0,0.0,False,0.0,0.0,0.07775291724656354,0.007835099653060201,0.03766268773882528,0.02166639691767186,0.08243727598566315,0.0,0.08243727598566315,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,8,8,9,0.6749999999999999,0.75,0.7124999999999999,0.22499999999999998,0.25,0.2375,0.07500000000000007,13.106703688102138,12.287925326592392,82.38237800593376,71.51582535547931,0.02025070944243137,0.013197109827734206,40.445094646864746,36.02994741229372,3.0858326860307033,2.932142445097794,15828.934773961637,10833.221601133884,0.11937688800185726,1.1225410402088052,0.0,0.9986899562660934,0.11937688800185726,0.0,0.9986899562660934,95.43163297693127,56.3475831061673,7.078606229766532,4.6917290048784,7.078606229766532,7.078606229766532,4.6917290048784,7.078606229766532,1.0,7.078606229766532,4.775075520074287,10.187319953441785,2.8314424919066132,1.8766916019513602,11.088796769453198,10.790461608900646,11.088796769453198,10.790461608900646,0.0,0.0,0.0,0.0,False,0.0,0.0,0.06568244840494832,0.007116530061844136,0.03290526767075758,0.02035523122081853,0.06999999999999995,0.0,0.06999999999999995,diagnostic_station_transfer_path_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,9,9,10,0.75,0.825,0.7875,0.25,0.27499999999999997,0.26249999999999996,0.07499999999999996,12.287925326592392,11.574431884543877,71.51582535547931,45.00606265648503,0.013197109827734206,0.01995261003813528,36.02994741229372,32.39244044226355,2.932142445097794,2.7986203353548063,10833.221601133884,9727.6206073062,0.10293505059106635,1.1122949342613961,0.0,0.9997757992287306,0.10293505059106635,0.0,0.9997757992287306,56.3475831061673,46.48040319391562,4.6917290048784,4.304745418311027,4.6917290048784,4.6917290048784,4.304745418311027,4.6917290048784,1.0,4.6917290048784,4.117402023642657,5.360218241379791,1.8766916019513602,1.7218981673244114,10.790461608900646,10.377662097585866,10.790461608900646,10.377662097585866,0.0,0.0,0.0,0.0,False,0.0,0.0,0.05563914140477168,0.006368765186124217,0.028584301187235463,0.018796180323363484,0.05956112852664571,0.0,0.05956112852664571,diagnostic_station_transfer_path_not_hard_gate
