benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,1.0,1.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,0.0,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",1.0,1.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,0.0,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,1.0,1.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,0.0,16.442853170208622,16.442853170208622,109.61902113472415,109.61902113472415,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,1.0,0.0,17.442853170208622,0.0,17.442853170208622,0.0,0.0,0.0,17.442853170208622,17.442853170208622,17.442853170208622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.61902113472415,-109.61902113472415,PASS,FAIL,identity_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,2.1,2.1,103.59910875621567,103.59910875621566,-0.0,75.24479864563936,-0.0,28.354310110576296,75.24479864563936,28.354310110576296,103.59910875621566,46.89048853506307,148.858693762105,28.354310110576293,75.24479864563936,101.49910875621566,48.332908931531264,322.21939287687513,322.21939287687513,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",2.1,2.1,103.59910875621567,75.24479864563936,-0.0,75.24479864563936,-0.0,28.354310110576296,75.24479864563936,28.354310110576296,103.59910875621566,46.89048853506307,148.858693762105,28.354310110576293,75.24479864563936,73.14479864563937,34.830856497923506,232.20570998615673,322.21939287687513,-90.0136828907184,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,2.1,2.1,103.59910875621567,28.354310110576296,-0.0,75.24479864563936,-0.0,28.354310110576296,75.24479864563936,28.354310110576296,103.59910875621566,46.89048853506307,148.858693762105,28.354310110576293,75.24479864563936,26.254310110576295,12.502052433607759,83.34701622405173,322.21939287687513,-238.8723766528234,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,2.1,0.0,103.59910875621567,46.89048853506307,-0.0,75.24479864563936,-0.0,28.354310110576296,75.24479864563936,28.354310110576296,103.59910875621566,46.89048853506307,148.858693762105,28.354310110576293,75.24479864563936,46.89048853506307,46890488535063.07,9378.097707012614,322.21939287687513,9055.878314135738,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,-0.2,-0.2,-21.163659279068543,-21.16365927906854,-2.7460399446302075,-13.376853092558104,0.0,-5.040766241880227,-16.122893037188312,-7.786806186510434,-21.16365927906854,-8.336086850677876,138.9347808446313,-5.0407662418802275,-13.376853092558106,20.96365927906854,104.8182963953427,349.39432131780904,349.3943213178091,-5.684341886080802e-14,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",-0.2,-0.2,-21.163659279068543,-16.122893037188312,-2.7460399446302075,-13.376853092558104,0.0,-5.040766241880227,-16.122893037188312,-7.786806186510434,-21.16365927906854,-8.336086850677876,138.9347808446313,-5.0407662418802275,-13.376853092558106,15.922893037188313,79.61446518594155,265.38155061980524,349.3943213178091,-84.01277069800386,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
