benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,station_index,x_m,x_over_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,total_density_sign,pressure_gradient_density_sign,stokes_body_forward_density_sign
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,7,0.6,0.19999999999999998,76.83737047062293,-0.0,76.83737047062293,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,8,0.6749999999999999,0.22499999999999998,15.312911502461489,-0.0,15.312911502461489,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,9,0.75,0.25,17.258041071849632,-0.0,17.258041071849632,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,10,0.825,0.27499999999999997,16.6141899942848,-0.0,16.6141899942848,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,11,0.8999999999999999,0.3,16.115005630979493,-0.0,16.115005630979493,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,12,0.975,0.325,15.778049936702446,-0.0,15.778049936702446,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,13,1.05,0.35000000000000003,14.404307424219299,-0.0,14.404307424219299,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,14,1.125,0.375,11.655037641986022,-0.0,11.655037641986022,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,15,1.2,0.39999999999999997,11.124125599670574,-0.0,11.124125599670574,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,16,1.275,0.425,14.002203476182022,-0.0,14.002203476182022,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,17,1.3499999999999999,0.44999999999999996,14.8015528550923,-0.0,14.8015528550923,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,18,1.425,0.47500000000000003,12.130995149182,-0.0,12.130995149182,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,19,1.5,0.5,9.312462782075903,-0.0,9.312462782075903,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,20,1.575,0.525,7.421390127652259,-0.0,7.421390127652259,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,21,1.65,0.5499999999999999,6.164707104140421,-0.0,6.164707104140421,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,22,1.7249999999999999,0.575,5.549276378045194,-0.0,5.549276378045194,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,23,1.7999999999999998,0.6,5.512106609128412,-0.0,5.512106609128412,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,24,1.875,0.625,5.340374682392074,-0.0,5.340374682392074,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,25,1.95,0.65,4.758537345227137,-0.0,4.758537345227137,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,26,2.025,0.6749999999999999,4.124622067651681,-0.0,4.124622067651681,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,27,2.1,0.7000000000000001,3.5703042665055964,-0.0,3.5703042665055964,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,28,2.175,0.725,3.032670606125873,-0.0,3.032670606125873,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,29,2.25,0.75,2.466414567087588,-0.0,2.466414567087588,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,30,2.3249999999999997,0.7749999999999999,1.884006667661183,-0.0,1.884006667661183,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,31,2.4,0.7999999999999999,1.2217195466629733,-0.0,1.2217195466629733,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,32,2.475,0.8250000000000001,0.9013740826733894,-0.0,0.9013740826733894,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,33,2.55,0.85,0.842888793213618,-0.0,0.842888793213618,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,34,2.625,0.875,0.5881372312141732,-0.0,0.5881372312141732,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,35,2.6999999999999997,0.8999999999999999,0.09535465147556835,-0.0,0.09535465147556835,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,36,2.775,0.9249999999999999,1.656114852208499,-0.0,1.656114852208499,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,37,2.85,0.9500000000000001,0.43316420013718604,-0.0,0.43316420013718604,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,38,2.925,0.975,-1.8287030401552749,-0.0,-1.8287030401552749,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,0,0.075,0.024999999999999998,-104.97254193504973,-2.1738696537180324,-102.79867228133169,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,1,0.15,0.049999999999999996,-49.90413571205421,-0.3050576389908949,-49.59907807306331,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,2,0.22499999999999998,0.075,10.11916925186365,-1.5267342904841779,11.645903542347831,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,3,0.3,0.09999999999999999,-13.893841925801823,-1.59760019541076,-12.296241730391063,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,4,0.375,0.125,-10.161379771092998,-1.6259576068780335,-8.535422164214964,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,5,0.44999999999999996,0.15,-5.184385185378309,-1.7887559528161032,-3.3956292325622046,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,6,0.525,0.17500000000000002,-13.623274495809278,-2.1774932014834874,-11.445781294325792,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,7,0.6,0.19999999999999998,-15.051363394911068,-1.3913864223558707,-13.6599769725552,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,8,0.6749999999999999,0.22499999999999998,-4.23057723905792,-1.5082818608425406,-2.7222953782153794,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,9,0.75,0.25,-4.630771372460837,-1.562675181909794,-3.0680961905510427,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,10,0.825,0.27499999999999997,-4.550090912881306,-1.5964571361195634,-2.953633776761743,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,11,0.8999999999999999,0.3,-4.475007969443738,-1.610118079491825,-2.8648898899519133,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,12,0.975,0.325,-4.4007118426651095,-1.5957251872513463,-2.804986655413763,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,13,1.05,0.35000000000000003,-4.1186239027907305,-1.5578581384850785,-2.5607657643056525,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,14,1.125,0.375,-3.5989878858728748,-1.5269811939642481,-2.0720066919086264,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,15,1.2,0.39999999999999997,-3.500351091773007,-1.522728762942686,-1.977622328830322,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,16,1.275,0.425,-3.9535979068161873,-1.4643172888282734,-2.4892806179879132,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,17,1.3499999999999999,0.44999999999999996,-3.955878956733249,-1.3244917824946163,-2.631387174238633,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,18,1.425,0.47500000000000003,-3.346276516405895,-1.1896551565513143,-2.1566213598545803,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,19,1.5,0.5,-2.7422604037098357,-1.0867114646741214,-1.6555489390357143,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,20,1.575,0.525,-2.3230006820299742,-1.0036424371140178,-1.3193582449159564,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,21,1.65,0.5499999999999999,-2.027405620011162,-0.9314576903861972,-1.0959479296249648,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,22,1.7249999999999999,0.575,-1.8518323761698061,-0.8652943534062153,-0.9865380227635909,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,23,1.7999999999999998,0.6,-1.7708545565589986,-0.7909244927139463,-0.9799300638450524,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,24,1.875,0.625,-1.650590298569646,-0.7011903550332774,-0.9493999435363684,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,25,1.95,0.65,-1.4564991224145112,-0.6105369277074658,-0.8459621947070454,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,26,2.025,0.6749999999999999,-1.2589134020154724,-0.5256472566551738,-0.7332661453602987,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,27,2.1,0.7000000000000001,-1.0806960486722705,-0.4459752901823868,-0.6347207584898835,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,28,2.175,0.725,-0.911015236022205,-0.37187379493316114,-0.5391414410890439,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,29,2.25,0.75,-0.7438732230538629,-0.30539952223829187,-0.4384737008155711,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,30,2.3249999999999997,0.7749999999999999,-0.5837071442825033,-0.24877262558718172,-0.3349345186953216,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,31,2.4,0.7999999999999999,-0.42020783633737746,-0.20301325026395992,-0.21719458607341763,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,32,2.475,0.8250000000000001,-0.3327953850582793,-0.17255110369412152,-0.16024428136415778,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,33,2.55,0.85,-0.2882681589568124,-0.13842126238550229,-0.14984689657131012,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,34,2.625,0.875,-0.21150612442821054,-0.10694839443457993,-0.10455772999363068,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,35,2.6999999999999997,0.8999999999999999,-0.09966726001718669,-0.0827153219770852,-0.01695193804010149,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,36,2.775,0.9249999999999999,-0.3661300029627429,-0.07170958479234302,-0.2944204181703999,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,37,2.85,0.9500000000000001,-0.061340824778593636,0.01566614413468349,-0.07700696891327713,0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,38,2.925,0.975,0.31002868229669417,-0.015074080397576742,0.32510276269427096,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,0,0.075,0.024999999999999998,-42.502225397078995,9.451436703525427,-51.95366210060443,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,1,0.15,0.049999999999999996,-24.6653486212443,0.989184769181421,-25.65453339042572,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,2,0.22499999999999998,0.075,12.418042359533066,6.617695477720838,5.800346881812226,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,3,0.3,0.09999999999999999,1.3246213119496926,6.44957368304797,-5.124952371098278,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,4,0.375,0.125,2.9428048360610233,6.208033431749787,-3.2652285956887646,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,5,0.44999999999999996,0.15,6.514102731273012,6.334327614227753,0.17977511704526006,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,6,0.525,0.17500000000000002,0.9402046454650379,7.1240105436399075,-6.183805898174869,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,7,0.6,0.19999999999999998,-3.9031857936444103,4.385708415333987,-8.2888942089784,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,8,0.6749999999999999,0.22499999999999998,3.922982300089909,4.435518707781282,-0.5125364076913715,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,9,0.75,0.25,3.3546003613864808,4.316184643560259,-0.9615842821737798,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,10,0.825,0.27499999999999997,3.093860844934033,4.151064839034348,-1.057203994100314,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,11,0.8999999999999999,0.3,2.731732928361752,3.955090252573188,-1.2233573242114355,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,12,0.975,0.325,2.2916671870438328,3.7213535567697535,-1.4296863697259221,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,13,1.05,0.35000000000000003,2.086990292991766,3.4624778058275227,-1.3754875128357575,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,14,1.125,0.375,2.287704038017924,3.230760809391479,-0.9430567713735544,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,15,1.2,0.39999999999999997,2.0462619500506487,3.054475270878312,-1.0082133208276631,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,16,1.275,0.425,0.8547249225577249,2.801972510406177,-1.9472475878484516,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,17,1.3499999999999999,0.44999999999999996,0.018481487682132803,2.4412260917576147,-2.4227446040754823,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,18,1.425,0.47500000000000003,0.10831344354301142,2.113979195863685,-2.005665752320673,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,19,1.5,0.5,0.3656344638786875,1.8578852382231474,-1.49225077434446,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,20,1.575,0.525,0.48475797463090037,1.649586355945536,-1.1648283813146354,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,21,1.65,0.5499999999999999,0.5115837009661173,1.4713449003764796,-0.9597611994103624,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,22,1.7249999999999999,0.575,0.39548094190788846,1.3127698001486778,-0.9172888582407895,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,23,1.7999999999999998,0.6,0.09798978024117935,1.1550722582236432,-1.057082477982464,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,24,1.875,0.625,-0.15942050118829493,0.9908529788616619,-1.150273480049957,-0.0,negative,negative,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,25,1.95,0.65,-0.25100578229303233,0.8367626038754696,-1.0877683861685021,-0.0,negative,negative,zero
