benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,known_potential_rhs_scale,unknown_normal_column_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role,failure_reason
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current default: Eq.23 keeps -A_free*phi_free on the RHS and -B_free*phi_n_free in the unknown columns.,True,False,1.0,1.0,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,relative,FAIL,43.03640421518633,53.43771530662756,915.577053021631,1138.9621531141183,0.20858439551360114,180.0,108913.13420375247,58.76162555301845,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_removed,1,Diagnostic candidate that removes only the known inner-free-surface potential RHS contribution.,False,True,0.0,1.0,1.0,0.9115360601754446,72.8773080110268,0.9115360601754446,0.08846393982455536,0.08846393982455536,0.15,0.0,0.15,0.5897595988303691,109.61902113472415,-109.02926153589378,relative,PASS,25.203757279627805,31.527814369377825,3.886159451749974,4.981354589345224,2.711288327691407,180.0,107033.69789998796,57.74732183191099,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_flipped,2,Diagnostic candidate that reverses only the known inner-free-surface potential RHS sign.,False,True,-1.0,1.0,1.0,-1121429.4822038799,-89658287.1022002,-1121429.4822038799,1121430.4822038799,1121430.4822038799,0.15,0.0,0.15,7476203.214692533,109.61902113472415,7476093.595671399,relative,FAIL,230235524.90135098,398062787.52489436,9010731875.279732,15581285336.415865,0.0342749555973217,180.0,128240.5774613045,69.1921040516044,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_removed,3,Diagnostic candidate that removes only the unknown inner-free-surface normal-derivative column.,False,False,1.0,0.0,1.0,,,,,,0.15,,,,109.61902113472415,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_flipped,4,Diagnostic candidate that reverses only the unknown inner-free-surface normal-derivative column sign.,False,True,1.0,-1.0,1.0,-1121429.4822038799,-89658287.1022002,-1121429.4822038799,1121430.4822038799,1121430.4822038799,0.15,0.0,0.15,7476203.214692533,109.61902113472415,7476093.595671399,relative,FAIL,230235524.90135098,398062787.52489436,9010731875.279732,15581285336.415865,0.0342749555973217,180.0,128240.5774613045,69.1921040516044,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_removed,5,Diagnostic candidate that removes both Eq.23 inner-free-surface coupling blocks.,False,False,0.0,0.0,1.0,,,,,,0.15,,,,109.61902113472415,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_one_over_2pi,6,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the known A_free*phi_free RHS block.,False,True,0.15915494309189535,1.0,1.0,3.6341316012875495,290.5488215229396,3.6341316012875495,2.6341316012875495,2.6341316012875495,0.15,0.0,0.15,17.560877341917,109.61902113472415,-92.05814379280716,relative,FAIL,30.22600740251195,37.59669478003498,118.71597797528325,151.29466851725016,0.19168378158389682,180.0,107333.12800847407,57.90892014275047,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_one_over_2pi,7,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the unknown B_free*phi_n_free column block.,False,True,1.0,0.15915494309189535,1.0,66.01247657869723,5277.697502466844,66.01247657869723,65.01247657869723,65.01247657869723,0.15,0.0,0.15,433.41651052464823,109.61902113472415,323.79748938992407,relative,FAIL,257.2741890031805,310.9932434381407,62692.11072404966,75825.02183746677,0.051246514991174864,180.0,118766.28709847886,64.07914770292234,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_one_over_2pi,8,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization to both inner-free-surface Eq.23 blocks.,False,True,0.15915494309189535,0.15915494309189535,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,relative,FAIL,270.40570263870035,335.75906766384793,5752.740287136295,7156.310265880257,0.20858439551360092,180.0,108913.13420375246,58.761625553018426,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_2pi,9,Diagnostic candidate that applies a 2*pi scale only to the known A_free*phi_free RHS block.,False,True,6.283185307179586,1.0,1.0,66.0124765786973,5277.697502466849,66.0124765786973,65.0124765786973,65.0124765786973,0.15,0.0,0.15,433.4165105246487,109.61902113472415,323.7974893899245,relative,FAIL,40.94645890981478,49.49611196136131,9977.759314596948,12067.92703548374,0.05124651499117439,180.0,118766.28709847885,64.07914770292233,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
