benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_index,x_m,x_over_l,pitch_base_lever_arm_m,pitch_radiation_lever_arm_m,pitch_moment_lever_arm_m,pitch_moment_to_radiation_lever_ratio,pitch_moment_minus_base_lever_m,pitch_radiation_minus_base_lever_m,pitch_body_condition_oscillation_norm,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_to_oscillation_norm_ratio,pitch_body_condition_forward_oscillation_real_alignment,pitch_body_condition_forward_oscillation_phase_deg,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,10,0.825,0.27499999999999997,0.675,0.675,0.675,1.0,0.0,0.0,5.674279079901021,6.725071502104914,1.1851851851851853,0.0,-90.0,-4.550090912881306,-1.5964571361195634,-2.953633776761743,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,11,0.8999999999999999,0.3,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,5.20464548934021,6.93952731912028,1.333333333333333,0.0,-90.0,-4.475007969443738,-1.610118079491825,-2.8648898899519133,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,12,0.975,0.325,0.525,0.525,0.525,1.0,0.0,0.0,4.671768058612524,7.118884660742894,1.5238095238095237,0.0,-90.0,-4.4007118426651095,-1.5957251872513463,-2.804986655413763,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,13,1.05,0.35000000000000003,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,0.0,0.0,4.087850681884499,7.2672901011279984,1.7777777777777777,0.0,-90.0,-4.1186239027907305,-1.5578581384850785,-2.5607657643056525,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,14,1.125,0.375,0.375,0.375,0.375,1.0,0.0,0.0,3.463152987523008,7.388059706715751,2.1333333333333337,0.0,-90.0,-3.5989878858728748,-1.5269811939642481,-2.0720066919086264,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,15,1.2,0.39999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,2.8063276674558812,7.483540446549016,2.6666666666666665,0.0,-90.0,-3.500351091773007,-1.522728762942686,-1.977622328830322,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,16,1.275,0.425,0.2250000000000001,0.2250000000000001,0.2250000000000001,1.0,0.0,0.0,2.125097535157647,7.555902347227187,3.555555555555555,0.0,-90.0,-3.9535979068161873,-1.4643172888282734,-2.4892806179879132,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,17,1.3499999999999999,0.44999999999999996,0.15000000000000013,0.15000000000000013,0.15000000000000013,1.0,0.0,0.0,1.4262374076633253,7.606599507537729,5.3333333333333295,0.0,-90.0,-3.955878956733249,-1.3244917824946163,-2.631387174238633,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,18,1.425,0.47500000000000003,0.07499999999999996,0.07499999999999996,0.07499999999999996,1.0,0.0,0.0,0.7159339574456244,7.636628879419999,10.666666666666675,0.0,-90.0,-3.346276516405895,-1.1896551565513143,-2.1566213598545803,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,19,1.5,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,7.64657454415304,,,,-2.7422604037098357,-1.0867114646741214,-1.6555489390357143,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,20,1.575,0.525,-0.07499999999999996,-0.07499999999999996,-0.07499999999999996,1.0,0.0,0.0,0.7159339574456244,7.636628879419999,10.666666666666673,0.0,90.0,-2.3230006820299742,-1.0036424371140178,-1.3193582449159564,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,21,1.65,0.5499999999999999,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,1.0,0.0,0.0,1.4262374076633233,7.606599507537729,5.3333333333333375,0.0,90.0,-2.027405620011162,-0.9314576903861972,-1.0959479296249648,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,22,1.7249999999999999,0.575,-0.22499999999999987,-0.22499999999999987,-0.22499999999999987,1.0,0.0,0.0,2.125097535157645,7.555902347227187,3.5555555555555576,0.0,90.0,-1.8518323761698061,-0.8652943534062153,-0.9865380227635909,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,23,1.7999999999999998,0.6,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.0,0.0,0.0,2.8063276674558795,7.483540446549016,2.6666666666666683,0.0,90.0,-1.7708545565589986,-0.7909244927139463,-0.9799300638450524,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,24,1.875,0.625,-0.375,-0.375,-0.375,1.0,0.0,0.0,3.463152987523008,7.388059706715751,2.1333333333333337,0.0,90.0,-1.650590298569646,-0.7011903550332774,-0.9493999435363684,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,25,1.95,0.65,-0.44999999999999996,-0.44999999999999996,-0.44999999999999996,1.0,0.0,0.0,4.087850681884498,7.267290101127998,1.777777777777778,0.0,90.0,-1.4564991224145112,-0.6105369277074658,-0.8459621947070454,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,26,2.025,0.6749999999999999,-0.5249999999999999,-0.5249999999999999,-0.5249999999999999,1.0,0.0,0.0,4.671768058612523,7.118884660742894,1.5238095238095244,0.0,90.0,-1.2589134020154724,-0.5256472566551738,-0.7332661453602987,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,27,2.1,0.7000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.0,0.0,0.0,5.20464548934021,6.93952731912028,1.3333333333333333,0.0,90.0,-1.0806960486722705,-0.4459752901823868,-0.6347207584898835,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,28,2.175,0.725,-0.6749999999999998,-0.6749999999999998,-0.6749999999999998,1.0,0.0,0.0,5.674279079901021,6.725071502104915,1.1851851851851856,0.0,90.0,-0.911015236022205,-0.37187379493316114,-0.5391414410890439,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,29,2.25,0.75,-0.75,-0.75,-0.75,1.0,0.0,0.0,6.065949555154676,6.470346192164987,1.0666666666666669,0.0,90.0,-0.7438732230538629,-0.30539952223829187,-0.4384737008155711,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,30,2.3249999999999997,0.7749999999999999,-0.8249999999999997,-0.8249999999999997,-0.8249999999999997,1.0,0.0,0.0,6.362375669778154,6.1695764070576065,0.9696969696969701,0.0,90.0,-0.5837071442825033,-0.24877262558718172,-0.3349345186953216,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,31,2.4,0.7999999999999999,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,1.0,0.0,0.0,6.542512552316395,5.815566713170129,0.8888888888888892,0.0,90.0,-0.42020783633737746,-0.20301325026395992,-0.21719458607341763,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,32,2.475,0.8250000000000001,-0.9750000000000001,-0.9750000000000001,-0.9750000000000001,1.0,0.0,0.0,6.581008000465764,5.399801436279601,0.8205128205128205,0.0,90.0,-0.3327953850582793,-0.17255110369412152,-0.16024428136415778,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,33,2.55,0.85,-1.0499999999999998,-1.0499999999999998,-1.0499999999999998,1.0,0.0,0.0,6.447641989404488,4.912489134784374,0.7619047619047621,0.0,90.0,-0.2882681589568124,-0.13842126238550229,-0.14984689657131012,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,34,2.625,0.875,-1.125,-1.125,-1.125,1.0,0.0,0.0,6.1071308776498565,4.342848624106565,0.7111111111111111,0.0,90.0,-0.21150612442821054,-0.10694839443457993,-0.10455772999363068,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,35,2.6999999999999997,0.8999999999999999,-1.1999999999999997,-1.1999999999999997,-1.1999999999999997,1.0,0.0,0.0,5.519864866640984,3.6799099110939903,0.6666666666666669,0.0,90.0,-0.09966726001718669,-0.0827153219770852,-0.01695193804010149,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,36,2.775,0.9249999999999999,-1.275,-1.275,-1.275,1.0,0.0,0.0,4.6445214470851734,2.9142095354259916,0.6274509803921569,0.0,90.0,-0.3661300029627429,-0.07170958479234302,-0.2944204181703999,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,37,2.85,0.9500000000000001,-1.35,-1.35,-1.35,1.0,0.0,0.0,3.4438461879117455,2.040797740984738,0.5925925925925926,0.0,90.0,-0.061340824778593636,0.01566614413468349,-0.07700696891327713,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,38,2.925,0.975,-1.4249999999999998,-1.4249999999999998,-1.4249999999999998,1.0,0.0,0.0,1.8945482398050277,1.0636060293642264,0.56140350877193,0.0,90.0,0.31002868229669417,-0.015074080397576742,0.32510276269427096,0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,0,0.075,0.024999999999999998,1.425,1.425,1.425,1.0,0.0,0.0,3.1575803996750467,1.0636060293642264,0.33684210526315794,0.0,-90.0,-42.502225397078995,9.451436703525427,-51.95366210060443,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,1,0.15,0.049999999999999996,1.35,1.35,1.35,1.0,0.0,0.0,5.7397436465195835,2.0407977409847415,0.3555555555555557,0.0,-90.0,-24.6653486212443,0.989184769181421,-25.65453339042572,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,2,0.22499999999999998,0.075,1.275,1.275,1.275,1.0,0.0,0.0,7.740869078475282,2.91420953542599,0.3764705882352943,0.0,-90.0,12.418042359533066,6.617695477720838,5.800346881812226,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,3,0.3,0.09999999999999999,1.2,1.2,1.2,1.0,0.0,0.0,9.199774777734966,3.679909911093987,0.4000000000000001,0.0,-90.0,1.3246213119496926,6.44957368304797,-5.124952371098278,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,4,0.375,0.125,1.125,1.125,1.125,1.0,0.0,0.0,10.17855146274976,4.342848624106565,0.42666666666666675,0.0,-90.0,2.9428048360610233,6.208033431749787,-3.2652285956887646,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,5,0.44999999999999996,0.15,1.05,1.05,1.05,1.0,0.0,0.0,10.746069982340813,4.912489134784374,0.45714285714285724,0.0,-90.0,6.514102731273012,6.334327614227753,0.17977511704526006,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,6,0.525,0.17500000000000002,0.975,0.975,0.975,1.0,0.0,0.0,10.96834666744294,5.399801436279603,0.49230769230769245,0.0,-90.0,0.9402046454650379,7.1240105436399075,-6.183805898174869,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,7,0.6,0.19999999999999998,0.9,0.9,0.9,1.0,0.0,0.0,10.904187587193988,5.815566713170128,0.5333333333333335,0.0,-90.0,-3.9031857936444103,4.385708415333987,-8.2888942089784,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,8,0.6749999999999999,0.22499999999999998,0.8250000000000001,0.8250000000000001,0.8250000000000001,1.0,0.0,0.0,10.60395944963026,6.1695764070576065,0.5818181818181819,0.0,-90.0,3.922982300089909,4.435518707781282,-0.5125364076913715,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,9,0.75,0.25,0.75,0.75,0.75,1.0,0.0,0.0,10.109915925257791,6.470346192164987,0.6400000000000002,0.0,-90.0,3.3546003613864808,4.316184643560259,-0.9615842821737798,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,10,0.825,0.27499999999999997,0.675,0.675,0.675,1.0,0.0,0.0,9.457131799835034,6.725071502104914,0.7111111111111112,0.0,-90.0,3.093860844934033,4.151064839034348,-1.057203994100314,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,11,0.8999999999999999,0.3,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,8.67440914890035,6.93952731912028,0.8,0.0,-90.0,2.731732928361752,3.955090252573188,-1.2233573242114355,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,12,0.975,0.325,0.525,0.525,0.525,1.0,0.0,0.0,7.786280097687539,7.118884660742894,0.9142857142857145,0.0,-90.0,2.2916671870438328,3.7213535567697535,-1.4296863697259221,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,13,1.05,0.35000000000000003,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,0.0,0.0,6.813084469807497,7.2672901011279984,1.0666666666666669,0.0,-90.0,2.086990292991766,3.4624778058275227,-1.3754875128357575,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,14,1.125,0.375,0.375,0.375,0.375,1.0,0.0,0.0,5.771921645871679,7.388059706715751,1.2800000000000005,0.0,-90.0,2.287704038017924,3.230760809391479,-0.9430567713735544,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,15,1.2,0.39999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,4.677212779093135,7.483540446549016,1.6,0.0,-90.0,2.0462619500506487,3.054475270878312,-1.0082133208276631,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,16,1.275,0.425,0.2250000000000001,0.2250000000000001,0.2250000000000001,1.0,0.0,0.0,3.541829225262745,7.555902347227187,2.1333333333333333,0.0,-90.0,0.8547249225577249,2.801972510406177,-1.9472475878484516,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,17,1.3499999999999999,0.44999999999999996,0.15000000000000013,0.15000000000000013,0.15000000000000013,1.0,0.0,0.0,2.377062346105542,7.606599507537729,3.199999999999998,0.0,-90.0,0.018481487682132803,2.4412260917576147,-2.4227446040754823,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,18,1.425,0.47500000000000003,0.07499999999999996,0.07499999999999996,0.07499999999999996,1.0,0.0,0.0,1.1932232624093737,7.636628879419999,6.400000000000005,0.0,-90.0,0.10831344354301142,2.113979195863685,-2.005665752320673,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,19,1.5,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,7.64657454415304,,,,0.3656344638786875,1.8578852382231474,-1.49225077434446,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,20,1.575,0.525,-0.07499999999999996,-0.07499999999999996,-0.07499999999999996,1.0,0.0,0.0,1.193223262409374,7.636628879419999,6.400000000000005,0.0,90.0,0.48475797463090037,1.649586355945536,-1.1648283813146354,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,21,1.65,0.5499999999999999,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,1.0,0.0,0.0,2.3770623461055385,7.606599507537729,3.2000000000000024,0.0,90.0,0.5115837009661173,1.4713449003764796,-0.9597611994103624,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,22,1.7249999999999999,0.575,-0.22499999999999987,-0.22499999999999987,-0.22499999999999987,1.0,0.0,0.0,3.5418292252627412,7.555902347227187,2.133333333333335,0.0,90.0,0.39548094190788846,1.3127698001486778,-0.9172888582407895,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,23,1.7999999999999998,0.6,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.0,0.0,0.0,4.677212779093132,7.483540446549016,1.600000000000001,0.0,90.0,0.09798978024117935,1.1550722582236432,-1.057082477982464,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,24,1.875,0.625,-0.375,-0.375,-0.375,1.0,0.0,0.0,5.771921645871679,7.388059706715751,1.2800000000000005,0.0,90.0,-0.15942050118829493,0.9908529788616619,-1.150273480049957,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,25,1.95,0.65,-0.44999999999999996,-0.44999999999999996,-0.44999999999999996,1.0,0.0,0.0,6.813084469807495,7.267290101127998,1.0666666666666669,0.0,90.0,-0.25100578229303233,0.8367626038754696,-1.0877683861685021,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,26,2.025,0.6749999999999999,-0.5249999999999999,-0.5249999999999999,-0.5249999999999999,1.0,0.0,0.0,7.786280097687538,7.118884660742894,0.9142857142857147,0.0,90.0,-0.28826488265592104,0.6991513053907548,-0.987416188046676,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,27,2.1,0.7000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,1.0,0.0,0.0,8.674409148900349,6.93952731912028,0.8000000000000002,0.0,90.0,-0.3214710028027723,0.5762315393235374,-0.8977025421263096,-0.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
