benchmark,candidate_name,candidate_order,free_surface_normal_derivative_source,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_heave_free_surface_increment_gain_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,body_velocity_norm_normalized,5,body_velocity_norm_normalized,8,0,8,0.0,178.79756678571738,763.3239630129762,-87.15471677431152,61.89538884577385,6,2,30.063316064263645,951.9076793407054,0.1019181112514776,109376.69958488722,42.45155313147468,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,imaginary_part_only,2,imaginary_part_only,8,0,8,0.0,177.95511783740324,1323.9496310838758,0.0,169.55197035931468,2,2,75.31370737657608,1602.2598427878547,0.20858439551360114,106865.77236202832,75.24479864563936,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,real_part_only,1,real_part_only,8,1,7,0.125,59.058510383200954,1679.1281239158636,-65.96252216817729,107.39657740296278,7,1,0.0,6.800779040562459,0.0,105803.36831038768,13.376853092558104,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_raw,0,raw,8,0,8,0.0,232.43329348600855,1729.5189609406789,0.0,0.0,0,0,75.31370737657608,1602.2598427878547,0.20858439551360114,107265.65008565558,75.24479864563936,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lead_90,3,phase_lead_90,8,0,8,0.0,955342.1665960853,2586293.8581440067,954625.382269976,2586151.2109499117,0,8,851422.5230504454,33377475.21925793,0.0397080570928866,108638.14990240459,82709.50990452655,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lag_90,4,phase_lag_90,8,0,8,0.0,813014.4969153297,3724116.5497454265,812784.9902441035,3722387.030784486,0,8,851422.5230504454,33377475.21925793,0.0397080570928866,110411.91107018944,82709.50990452655,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
