benchmark,coefficient,candidate_name,candidate_order,row_count,station_count,total_current_forward_gradient_integral_value,total_candidate_forward_gradient_integral_value,total_forward_gradient_integral_delta_vs_current,max_abs_station_integral_delta_vs_current,dominant_delta_station_index,dominant_delta_x_over_l,dominant_delta_value,dominant_candidate_density_value_per_m,dominant_current_density_value_per_m,dominant_station_delta_share_of_total_abs_delta,max_gradient_norm_ratio_to_current,median_gradient_norm_ratio_to_current,max_gradient_peak_phase_delta_abs_deg,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,current_default,0,39,39,-13.376853092558104,-13.376853092558104,0.0,0.0,0,0.024999999999999998,0.0,-102.79867228133169,-102.79867228133169,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,current_default,0,39,39,-10.460076651997008,-10.460076651997008,0.0,0.0,0,0.024999999999999998,0.0,-109.86608100067329,-109.86608100067329,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,current_default,0,39,39,75.24479864563938,75.24479864563938,0.0,0.0,0,0.024999999999999998,0.0,578.2425315824912,578.2425315824912,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,current_default,0,39,39,-7.2313282066717495,-7.2313282066717495,0.0,0.0,0,0.024999999999999998,0.0,-51.95366210060443,-51.95366210060443,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,current_default,0,39,39,26.15019162999253,26.15019162999253,0.0,0.0,0,0.024999999999999998,0.0,274.6652025016833,274.6652025016833,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,current_default,0,39,39,-2.184247417906869,-2.184247417906869,0.0,0.0,0,0.024999999999999998,0.0,-24.67798949778709,-24.67798949778709,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_central,1,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,scheme_central,1,39,39,-13.376853092558104,-13.376853092558104,0.0,0.0,0,0.024999999999999998,0.0,-102.79867228133169,-102.79867228133169,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,scheme_central,1,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,scheme_central,1,39,39,-10.460076651997008,-10.460076651997008,0.0,0.0,0,0.024999999999999998,0.0,-109.86608100067329,-109.86608100067329,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,scheme_central,1,39,39,75.24479864563938,75.24479864563938,0.0,0.0,0,0.024999999999999998,0.0,578.2425315824912,578.2425315824912,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,scheme_central,1,39,39,-7.2313282066717495,-7.2313282066717495,0.0,0.0,0,0.024999999999999998,0.0,-51.95366210060443,-51.95366210060443,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
