benchmark,matrix_cell,pair_key,a_coefficient,b_coefficient,pair_status,a_omega_e_sqrt_l_over_g,b_omega_e_sqrt_l_over_g,omega_bar_delta,omega_rad_s,a_status,b_status,complex_pair_gate_status,reference_complex_force_real,reference_complex_force_imag,reference_complex_force_abs,current_complex_force_real,current_complex_force_imag,current_complex_force_abs,time_derivative_complex_force_real,time_derivative_complex_force_imag,pressure_gradient_complex_force_real,pressure_gradient_complex_force_imag,stokes_body_forward_complex_force_real,stokes_body_forward_complex_force_imag,end_contour_complex_force_real,end_contour_complex_force_imag,stokes_plus_end_complex_force_real,stokes_plus_end_complex_force_imag,eq31_time_plus_gradient_complex_force_abs,eq32_time_plus_stokes_end_complex_force_abs,current_force_closure_residual_abs,current_force_closure_residual_norm,complex_identity_residual_real,complex_identity_residual_imag,complex_identity_residual_abs,complex_identity_residual_norm,pressure_gradient_to_stokes_plus_end_abs_ratio,pressure_gradient_to_stokes_plus_end_phase_deg,required_complex_scale_real,required_complex_scale_imag,required_complex_scale_abs,required_complex_scale_phase_deg,sign_pp_residual_norm,sign_mp_residual_norm,sign_pm_residual_norm,sign_mm_residual_norm,best_sign_candidate,best_sign_residual_norm,identity_status,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,remaining_blocker,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,33,33:unpaired,A33,B33,frequency_mismatch_unpaired,1.0,2.0,1.0,,FAIL,FAIL,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,false,"Keep diagnostic-only: A/B rows must share hull, speed case, and encounter frequency before they can be reconstructed as one complex generalized force.",frequency_mismatch_unpaired,"The current hard-gate comparison rows do not provide Aij and Bij at the same encounter frequency, so a complex generalized force pair cannot be reconstructed without adding same-frequency benchmark rows.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,35:unpaired,A35,B35,frequency_mismatch_unpaired,1.5,2.5,1.0,,FAIL,FAIL,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,false,"Keep diagnostic-only: A/B rows must share hull, speed case, and encounter frequency before they can be reconstructed as one complex generalized force.",frequency_mismatch_unpaired,"The current hard-gate comparison rows do not provide Aij and Bij at the same encounter frequency, so a complex generalized force pair cannot be reconstructed without adding same-frequency benchmark rows.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,53,53:wigley_iii:Fn0.4:omega=2,A53,B53,paired_same_frequency_ab_complex_reconstruction,2.0,2.0,0.0,3.616010693199528,FAIL,FAIL,FAIL,470.42500049999995,156.8083335,495.8714899552828,12447.570961792073,-62125.0922529607,63359.838306988495,12447.570961792073,0.0,0.0,-41005.67970204777,0.0,10940.738948422428,0.0,-21119.412550912934,0.0,-10178.673602490506,42853.32881674167,16079.409788760478,7.275957614183426e-12,1.1483548267484923e-16,0.0,-30827.006099557264,30827.006099557264,0.7517740548028962,4.028587741728407,-0.0,4.028587741728407,-0.0,4.028587741728407,-0.0,0.7517740548028962,0.21815339405935216,1.781846605940648,1.2482259451971038,minus_body_plus_end,0.21815339405935216,FAIL,false,"Keep diagnostic-only: complex A/B reconstruction identifies magnitude and phase closure of Eq.31/Eq.32, but no sign or scale candidate can change the production default unless it closes the full Wigley III set with equation traceability.",complex_identity_requires_nontrivial_scale_or_phase,"Trace the distributed Eq.31/Eq.32 identity through longitudinal body-potential mapping, N_i/m_i projection, contour orientation, and end-contour definition.",diagnostic_complex_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,55:wigley_iii:Fn0.4:omega=1,A55,B55,paired_same_frequency_ab_complex_reconstruction,1.0,1.0,0.0,1.808005346599764,FAIL,FAIL,FAIL,148.1838751575,-211.691250225,258.40210192356625,-38294.839393426904,4317.883178638324,38537.49913153069,-1019.7840416505026,-3734.2712885376204,-24603.40782122865,5137.6229633048115,6564.443369053458,-2583.611684651371,-12671.647530547752,2914.5315038711365,-6107.204161494295,330.9198192197655,25661.593036383932,7897.896053473552,2.7284841053187847e-12,7.08007568422204e-17,-18496.203659734358,4806.703144085046,19110.57154921662,0.760344456996399,4.109455066448289,-8.693327230622627,4.062243576349833,-0.6211264521512779,4.109455066448289,-8.693327230622627,0.760344456996399,0.2140284261877407,1.7948211312378208,1.2410907503327075,minus_body_plus_end,0.2140284261877407,FAIL,false,"Keep diagnostic-only: complex A/B reconstruction identifies magnitude and phase closure of Eq.31/Eq.32, but no sign or scale candidate can change the production default unless it closes the full Wigley III set with equation traceability.",complex_identity_requires_nontrivial_scale_or_phase,"Trace the distributed Eq.31/Eq.32 identity through longitudinal body-potential mapping, N_i/m_i projection, contour orientation, and end-contour definition.",diagnostic_complex_forward_identity_not_hard_gate,INFO
