benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,is_configured_end_station,is_bow_station,zero_mi_target_value_per_m,eq31_row_measure_transport_density_value_per_m,eq32_stokes_body_density_value_per_m,eq32_boundary_proxy_density_value_per_m,eq32_stokes_plus_boundary_proxy_density_value_per_m,eq31_minus_eq32_boundary_proxy_density_value_per_m,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,normal_variation_density_value_per_m,panel_length_variation_density_value_per_m,lever_variation_density_value_per_m,product_rule_residual_density_value_per_m,waterline_contour_density_value_per_m,boundary_density_value_per_m,section_endpoint_panel_density_value_per_m,section_interior_panel_density_value_per_m,best_mapping_candidate_name,best_mapping_candidate_density_value_per_m,mapping_residual_density_value_per_m,mapped_normalized_y_density_value_per_m,mapped_normalized_arclength_density_value_per_m,dominant_gradient_component,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,True,False,0.0,-369.10258963686266,-0.0,-1.687683089306583,-1.687683089306583,-367.4149065475561,-369.10258963686266,-0.0,-367.5268241692455,-3.1429845631027056,0.0,1.567219095485595,-1.687683089306583,-1.687683089306583,-1.687683089306583,-367.4149065475561,mapped_normalized_y_central,-356.0704002499738,-13.032189386888888,-356.0704002499738,-361.4675662017459,normal_variation,zero_m3_target;configured_end_station;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,False,False,0.0,-25.120504196798098,-0.0,-2.1906384332063245,-2.1906384332063245,-22.929865763591774,-25.120504196798098,-0.0,-24.476311233152916,-0.5387800904538198,0.0,-0.1054128731913644,-2.1906384332063245,-2.1906384332063245,-2.1906384332063245,-22.929865763591774,mapped_normalized_y_central,-22.90293555328343,-2.2175686435146673,-22.90293555328343,-25.120341914778948,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,False,False,0.0,-80.62803259928893,-0.0,-0.48252898826570645,-0.48252898826570645,-80.14550361102322,-80.62803259928893,-0.0,-75.74529164392183,-4.81279067451809,0.0,-0.06995028084902319,-0.48252898826570645,-0.48252898826570645,-0.48252898826570645,-80.14550361102322,mapped_normalized_y_central,-78.38849495407378,-2.239537645215151,-78.38849495407378,-80.62869542560648,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,False,False,0.0,-57.15332657086253,-0.0,-0.2547943739853611,-0.2547943739853611,-56.89853219687717,-57.15332657086253,-0.0,-51.70973789261684,-5.443685506658696,0.0,9.682841302775322e-05,-0.2547943739853611,-0.2547943739853611,-0.2547943739853611,-56.89853219687717,mapped_normalized_y_central,-54.772595492060816,-2.380731078801716,-54.772595492060816,-57.15485125356463,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,4,0.375,0.125,False,False,0.0,-42.41521145150966,-0.0,-0.19636366329021498,-0.19636366329021498,-42.21884778821945,-42.41521145150966,-0.0,-36.798851359002526,-5.643676916429015,0.0,0.027316823921861133,-0.19636366329021498,-0.19636366329021498,-0.19636366329021498,-42.21884778821945,mapped_normalized_y_central,-40.16051179298884,-2.2546996585208205,-40.16051179298884,-42.41766823094188,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,False,False,0.0,-34.86426733067015,-0.0,-0.3189878272030316,-0.3189878272030316,-34.54527950346712,-34.86426733067015,-0.0,-28.98920812957119,-5.911294768386051,0.0,0.03623556728708415,-0.3189878272030316,-0.3189878272030316,-0.3189878272030316,-34.54527950346712,mapped_normalized_y_central,-32.61703799481808,-2.247229335852076,-32.61703799481808,-34.86776445725309,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,False,False,0.0,-32.70216372398098,-0.0,-0.8310103575010249,-0.8310103575010249,-31.871153366479955,-32.70216372398098,-0.0,-26.144924483001468,-6.59798768955626,0.0,0.04074844857674206,-0.8310103575010249,-0.8310103575010249,-0.8310103575010249,-31.871153366479955,mapped_normalized_y_central,-30.228388411995613,-2.473775311985367,-30.228388411995613,-32.70729752504712,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,False,False,0.0,-16.50496860585287,-0.0,-0.26362682086982836,-0.26362682086982836,-16.241341784983042,-16.50496860585287,-0.0,-12.597717616798297,-3.930929225221589,0.0,0.023678236167019088,-0.26362682086982836,-0.26362682086982836,-0.26362682086982836,-16.241341784983042,mapped_normalized_y_central,-15.234646445888881,-1.270322159963989,-15.234646445888881,-16.508209558587414,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,False,False,0.0,-13.96570132855246,-0.0,-0.1231862643433887,-0.1231862643433887,-13.84251506420907,-13.96570132855246,-0.0,-10.218037788864097,-3.7686660371434013,0.0,0.021002497455041114,-0.1231862643433887,-0.1231862643433887,-0.1231862643433887,-13.84251506420907,mapped_normalized_y_central,-12.850227553811722,-1.115473774740737,-12.850227553811722,-13.968977940328363,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,9,0.75,0.25,False,False,0.0,-11.443332216659787,-0.0,-0.08742418215455199,-0.08742418215455199,-11.355908034505235,-11.443332216659787,-0.0,-8.046599016159382,-3.4140750305732497,0.0,0.017341830072840944,-0.08742418215455199,-0.08742418215455199,-0.08742418215455199,-11.355908034505235,mapped_normalized_y_central,-10.511971165557137,-0.93136105110265,-10.511971165557137,-11.446300060326292,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,10,0.825,0.27499999999999997,False,False,0.0,-9.287399577327122,-0.0,-0.0712066521446745,-0.0712066521446745,-9.216192925182447,-9.287399577327122,-0.0,-6.3003672953071,-3.0009945053774154,0.0,0.013962223357394325,-0.0712066521446745,-0.0712066521446745,-0.0712066521446745,-9.216192925182447,mapped_normalized_y_central,-8.514590046878718,-0.772809530448404,-8.514590046878718,-9.289662735870461,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
