benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_normal_derivative_source,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,relative,FAIL,43.03640421518633,53.43771530662756,915.577053021631,1138.9621531141183,0.20858439551360114,180.0,108913.13420375247,58.76162555301845,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,1.0,0.9115360601754446,72.8773080110268,0.9115360601754446,0.08846393982455536,0.08846393982455536,0.15,0.0,0.15,0.5897595988303691,109.61902113472415,-109.02926153589378,relative,PASS,0.0,51.64368505822361,3.886159451749974,1098.6926856187624,0.0,,107033.69789998796,57.74732183191099,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,1.0,17.442853170208622,1394.5561109581793,17.442853170208622,16.442853170208622,16.442853170208622,0.15,0.0,0.15,109.61902113472415,109.61902113472415,0.0,relative,FAIL,43.03640421518633,13.73022981596407,915.577053021631,300.1832815624145,0.20858439551360114,180.0,108913.13420375247,58.76162555301845,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,1.0,-126011.34073431438,-10074606.691708434,-126011.34073431438,126012.34073431438,126012.34073431438,0.15,0.0,0.15,840082.2715620958,109.61902113472415,839972.6525409612,relative,FAIL,486527.1560288256,812751.1419031015,19072842.98243309,31861916.2613856,0.0397080570928866,-57.301936010444976,108943.61764317378,59.05237415178272,-82709.50990452655,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,1.0,129747.91800737339,10373346.044689503,129747.91800737339,129746.91800737339,129746.91800737339,0.15,0.0,0.15,864979.4533824893,109.61902113472415,864869.8343613546,relative,FAIL,486527.1560288256,830866.4738565881,19072842.98243309,32573992.622681916,0.0397080570928866,57.301936010444976,109957.78003651206,59.05237415178272,82709.50990452655,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,1.0,15.458052983044055,1235.8713359943722,15.458052983044055,14.458052983044055,14.458052983044055,0.15,0.0,0.15,96.38701988696037,109.61902113472415,-13.232001247763776,relative,FAIL,17.179037751007797,20.784527418402266,543.9472453375458,631.3940173531479,0.1019181112514776,180.0,111041.50437902674,59.91026906033574,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,2.1,103.59910875621567,14975.254015609959,49.332908931531264,101.49910875621568,48.33290893153127,0.15,0.0,0.315,322.21939287687513,322.21939287687513,0.0,relative,FAIL,86.07280843037266,58.49057231374766,1831.154106043262,1252.0238639977952,0.20858439551360114,180.0,108960.42361215768,29.380812776509224,75.24479864563936,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,2.1,0.038100072913463595,5.5073665858939735,0.018142891863554094,2.0618999270865364,0.9818571081364459,0.15,0.0,0.315,6.545714054242972,322.21939287687513,-315.67367882263216,relative,FAIL,0.0,51.64368505822361,7.772318903499948,1098.6933515969097,0.0,,107081.81730715133,28.873660915955494,5.999430104250195e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,2.1,103.59910875621567,14975.254015609959,49.332908931531264,101.49910875621568,48.33290893153127,0.15,0.0,0.315,322.21939287687513,322.21939287687513,0.0,relative,FAIL,86.07280843037266,27.46045963192814,1831.154106043262,600.3656988229765,0.20858439551360114,180.0,108960.42361215768,29.380812776509224,75.24479864563936,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,2.1,70824.22072946986,10237643.051324086,33725.81939498565,70822.12072946985,33724.81939498564,0.15,0.0,0.315,224832.1292999043,322.21939287687513,224509.90990702744,relative,FAIL,973054.3120576512,1284309.4968200556,38145685.96486618,50349868.84368838,0.0397080570928866,-57.301936010444976,108480.47821682172,29.52618707589136,43166.52617808414,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
