iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_root_relative_mismatch,candidate_hard_root_pass
1,1.0,0.09132597946862593,0.094018066572832,0.10080331196357972,0.09905673054139409,0.0017465814221856307,216.84053517810963,18.983231407976017,17.568183036684303,19.2873015586902,1.0160178287973893,17.997991273522622,0.013872240365805484,0.013872240365805484,True,0.012862263144160653,False
2,1.0,0.08328725703983081,0.08802229634511327,0.09132597946862595,0.08952188155102173,0.0018040979176042055,216.47346794479026,19.2873015586902,17.997991273522622,19.636601639210113,1.0181103654887653,18.339344032823682,0.012862263144160653,0.012862263144160653,True,0.011603793655812262,False
3,1.0,0.07645361175800011,0.08204910960823952,0.08328725703983081,0.08143207422422004,0.0018551828156107703,215.90560003783327,19.636601639210113,18.339344032823682,20.00342709929102,1.018680699788116,18.530714488148913,0.011603793655812262,0.011603793655812262,True,0.01010557764176473,False
4,1.0,0.07078775251043824,0.07410845762913212,0.0764536117580001,0.0745532385051178,0.0019003732528823092,215.41647875909365,20.00342709929102,18.530714488148913,20.375026894097445,1.0185768065122998,18.5273045217046,0.01010557764176473,0.01010557764176473,True,0.00831012432170665,False
