component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.0627268619452161,0.5301868619452161,1.6672542828465915,False
front,1.4,0.519614434480769,0.987074434480769,3.1040076555999025,False
longitudinal_bin_aft_post_chine,1.4,-0.3406649742435199,0.1267950257564801,0.39872649608956007,False
longitudinal_bin_forward_post_chine,1.4,0.12215313422191522,0.5896131342219152,1.8541293528991043,False
longitudinal_bin_middle_post_chine,1.4,-0.10946602219668916,0.3579939778033108,1.125767225796575,False
longitudinal_bin_pre_chine,1.4,0.33745036255551514,0.8049103625555152,2.5311646621242616,False
post_chine_bem,1.4,-0.04322757199624905,0.42423242800375094,1.334064239005506,False
pre_chine_bem,1.4,0.33745036255551514,0.8049103625555152,2.5311646621242616,False
raw_bem,1.4,0.0627268619452161,0.5301868619452161,1.6672542828465915,False
resolved_station_bem,1.4,0.0726870402907567,0.5401470402907567,1.6985755983986057,False
total,1.4,0.16546109029561645,0.6329210902956164,1.9903178940113722,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.436903638919315,0.03055636108068499,0.09608918578831759,False
